Total Nacional,Comunidades y Ciudades Autnomas,Provincias,Rgimen y estado,Periodo,Total
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M06,1.159
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M05,1.267
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M04,1.006
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M03,1.014
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M02,1.273
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2010M01,1.256
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M12,1.089
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M11,838
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M10,871
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M09,1.243
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M08,1.082
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M07,1.078
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M06,919
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M05,866
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M04,697
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M03,999
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M02,834
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2009M01,1.118
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M12,947
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M11,1.153
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M10,1.138
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M09,1.385
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M08,1.106
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M07,1.309
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M06,1.271
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M05,1.475
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M04,1.425
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M03,1.390
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M02,1.903
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2008M01,2.179
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M12,1.420
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M11,1.501
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M10,1.653
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M09,2.054
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M08,1.813
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M07,2.055
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M06,2.227
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M05,2.829
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M04,2.134
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M03,2.578
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M02,2.790
Total Nacional,09 Catalua,08 Barcelona,Vivienda nueva,2007M01,3.236
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2023M04,3.703
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2023M03,4.599
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2023M02,4.166
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2023M01,4.611
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M12,3.637
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M11,4.771
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M10,4.440
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M09,5.000
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M08,4.705
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M07,4.795
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M06,4.620
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M05,5.263
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M04,4.375
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M03,5.178
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M02,4.216
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2022M01,4.142
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M12,3.953
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M11,3.789
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M10,3.721
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M09,4.467
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M08,4.145
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M07,4.433
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M06,4.092
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M05,4.183
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M04,3.851
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M03,4.560
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M02,3.239
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2021M01,3.458
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M12,3.027
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M11,3.401
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M10,2.895
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M09,2.747
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M08,2.322
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M07,2.821
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M06,2.625
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M05,2.507
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M04,2.513
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M03,3.352
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M02,3.820
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2020M01,3.938
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M12,2.968
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M11,3.446
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M10,4.092
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M09,3.696
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M08,3.444
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M07,4.673
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M06,3.720
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M05,4.399
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M04,3.778
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M03,3.969
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M02,4.197
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2019M01,4.460
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M12,2.931
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M11,3.960
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M10,4.261
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M09,3.845
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M08,4.123
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M07,4.432
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M06,4.116
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M05,4.161
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M04,3.976
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M03,3.970
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M02,3.862
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2018M01,4.284
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M12,2.726
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M11,3.865
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M10,3.457
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M09,3.828
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M08,4.306
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M07,4.218
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M06,4.384
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M05,4.742
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M04,3.290
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M03,4.341
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M02,3.770
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2017M01,4.051
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M12,3.017
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M11,3.371
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M10,3.119
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M09,3.783
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M08,3.737
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M07,3.721
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M06,3.673
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M05,3.603
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M04,3.351
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M03,3.250
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M02,3.217
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2016M01,3.040
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M12,2.542
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M11,2.773
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M10,2.581
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M09,2.795
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M08,2.606
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M07,3.196
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M06,2.680
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M05,2.539
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M04,2.619
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M03,2.417
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M02,2.689
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2015M01,2.911
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M12,1.942
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M11,2.095
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M10,2.280
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M09,2.039
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M08,1.967
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M07,2.411
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M06,2.129
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M05,2.194
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M04,1.823
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M03,1.858
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M02,1.772
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2014M01,2.074
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M12,1.327
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M11,1.339
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M10,1.447
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M09,1.821
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M08,1.914
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M07,1.900
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M06,1.670
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M05,1.799
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M04,1.519
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M03,1.313
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M02,2.034
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2013M01,2.485
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M12,1.244
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M11,1.486
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M10,1.268
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M09,1.418
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M08,1.560
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M07,1.741
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M06,1.465
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M05,1.509
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M04,1.176
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M03,1.304
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M02,1.563
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2012M01,1.753
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M12,1.092
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M11,1.360
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M10,1.087
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M09,1.351
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M08,1.458
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M07,1.427
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M06,1.386
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M05,1.709
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M04,1.254
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M03,1.516
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M02,2.802
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2011M01,2.494
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M12,1.481
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M11,1.492
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M10,1.342
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M09,1.802
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M08,2.271
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M07,2.421
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M06,1.923
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M05,1.957
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M04,1.778
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M03,2.031
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M02,2.337
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2010M01,1.989
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M12,1.265
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M11,1.413
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M10,1.668
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M09,1.755
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M08,1.375
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M07,1.671
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M06,1.496
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M05,1.372
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M04,1.120
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M03,1.176
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M02,1.190
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2009M01,1.404
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M12,1.095
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M11,1.271
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M10,1.391
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M09,1.537
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M08,1.375
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M07,1.889
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M06,1.701
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M05,1.911
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M04,2.212
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M03,1.823
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M02,2.265
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2008M01,2.729
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M12,1.927
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M11,2.318
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M10,2.377
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M09,2.818
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M08,3.035
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M07,3.647
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M06,3.646
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M05,4.227
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M04,3.165
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M03,4.076
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M02,4.412
Total Nacional,09 Catalua,08 Barcelona,Vivienda usada,2007M01,5.492
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2023M04,4.037
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2023M03,5.111
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2023M02,4.551
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2023M01,5.048
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M12,3.889
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M11,5.133
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M10,4.668
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M09,5.429
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M08,5.060
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M07,5.250
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M06,5.043
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M05,5.794
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M04,4.818
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M03,5.586
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M02,4.664
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2022M01,4.670
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M12,4.287
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M11,4.230
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M10,4.082
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M09,4.933
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M08,4.380
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M07,4.695
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M06,4.314
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M05,4.603
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M04,4.183
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M03,5.036
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M02,3.685
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2021M01,3.796
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M12,3.316
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M11,3.744
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M10,3.171
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M09,3.154
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M08,2.574
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M07,3.118
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M06,2.909
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M05,2.700
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M04,2.765
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M03,3.716
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M02,4.273
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2020M01,4.300
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M12,3.153
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M11,3.578
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M10,4.232
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M09,3.788
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M08,3.632
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M07,4.740
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M06,3.834
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M05,4.632
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M04,3.964
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M03,4.247
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M02,4.545
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2019M01,4.976
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M12,3.156
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M11,4.100
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M10,4.454
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M09,3.997
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M08,4.149
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M07,4.491
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M06,4.204
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M05,4.189
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M04,4.056
Total Nacional,09 Catalua,08 Barcelona,Vivienda libre,2018M03,4.154
