Comunidades y Ciudades Autñnomas,Provincias,Periodo,Total
09 Cataluña,43 Tarragona,2013M10,470
09 Cataluña,43 Tarragona,2013M09,564
09 Cataluña,43 Tarragona,2013M08,625
09 Cataluña,43 Tarragona,2013M07,668
09 Cataluña,43 Tarragona,2013M06,543
09 Cataluña,43 Tarragona,2013M05,782
09 Cataluña,43 Tarragona,2013M04,506
09 Cataluña,43 Tarragona,2013M03,390
09 Cataluña,43 Tarragona,2013M02,852
09 Cataluña,43 Tarragona,2013M01,803
09 Cataluña,43 Tarragona,2012M12,463
09 Cataluña,43 Tarragona,2012M11,610
09 Cataluña,43 Tarragona,2012M10,739
09 Cataluña,43 Tarragona,2012M09,513
09 Cataluña,43 Tarragona,2012M08,706
09 Cataluña,43 Tarragona,2012M07,574
09 Cataluña,43 Tarragona,2012M06,545
09 Cataluña,43 Tarragona,2012M05,466
09 Cataluña,43 Tarragona,2012M04,428
09 Cataluña,43 Tarragona,2012M03,460
09 Cataluña,43 Tarragona,2012M02,780
09 Cataluña,43 Tarragona,2012M01,807
09 Cataluña,43 Tarragona,2011M12,405
09 Cataluña,43 Tarragona,2011M11,659
09 Cataluña,43 Tarragona,2011M10,391
09 Cataluña,43 Tarragona,2011M09,510
09 Cataluña,43 Tarragona,2011M08,675
09 Cataluña,43 Tarragona,2011M07,578
09 Cataluña,43 Tarragona,2011M06,379
09 Cataluña,43 Tarragona,2011M05,552
09 Cataluña,43 Tarragona,2011M04,523
09 Cataluña,43 Tarragona,2011M03,675
09 Cataluña,43 Tarragona,2011M02,851
09 Cataluña,43 Tarragona,2011M01,688
09 Cataluña,43 Tarragona,2023M02,163
09 Cataluña,43 Tarragona,2023M01,195
09 Cataluña,43 Tarragona,2022M12,122
09 Cataluña,43 Tarragona,2022M11,212
09 Cataluña,43 Tarragona,2022M10,211
09 Cataluña,43 Tarragona,2022M09,251
09 Cataluña,43 Tarragona,2022M08,154
09 Cataluña,43 Tarragona,2022M07,203
09 Cataluña,43 Tarragona,2022M06,180
09 Cataluña,43 Tarragona,2022M05,185
09 Cataluña,43 Tarragona,2022M04,150
09 Cataluña,43 Tarragona,2022M03,218
09 Cataluña,43 Tarragona,2022M02,165
09 Cataluña,43 Tarragona,2022M01,217
09 Cataluña,43 Tarragona,2021M12,174
09 Cataluña,43 Tarragona,2021M11,180
09 Cataluña,43 Tarragona,2021M10,142
09 Cataluña,43 Tarragona,2021M09,168
09 Cataluña,43 Tarragona,2021M08,186
09 Cataluña,43 Tarragona,2021M07,145
09 Cataluña,43 Tarragona,2021M06,171
09 Cataluña,43 Tarragona,2021M05,178
09 Cataluña,43 Tarragona,2021M04,122
09 Cataluña,43 Tarragona,2021M03,163
09 Cataluña,43 Tarragona,2021M02,171
09 Cataluña,43 Tarragona,2021M01,132
09 Cataluña,43 Tarragona,2020M12,119
09 Cataluña,43 Tarragona,2020M11,114
09 Cataluña,43 Tarragona,2020M10,85
09 Cataluña,43 Tarragona,2020M09,157
09 Cataluña,43 Tarragona,2020M08,80
09 Cataluña,43 Tarragona,2020M07,65
09 Cataluña,43 Tarragona,2020M06,56
09 Cataluña,43 Tarragona,2020M05,50
09 Cataluña,43 Tarragona,2020M04,52
09 Cataluña,43 Tarragona,2020M03,72
09 Cataluña,43 Tarragona,2020M02,88
09 Cataluña,43 Tarragona,2020M01,85
09 Cataluña,43 Tarragona,2019M12,61
09 Cataluña,43 Tarragona,2019M11,72
09 Cataluña,43 Tarragona,2019M10,98
09 Cataluña,43 Tarragona,2019M09,76
09 Cataluña,43 Tarragona,2019M08,112
09 Cataluña,43 Tarragona,2019M07,118
09 Cataluña,43 Tarragona,2019M06,83
09 Cataluña,43 Tarragona,2019M05,117
09 Cataluña,43 Tarragona,2019M04,78
09 Cataluña,43 Tarragona,2019M03,106
09 Cataluña,43 Tarragona,2019M02,109
09 Cataluña,43 Tarragona,2019M01,112
09 Cataluña,43 Tarragona,2018M12,87
09 Cataluña,43 Tarragona,2018M11,190
09 Cataluña,43 Tarragona,2018M10,119
09 Cataluña,43 Tarragona,2018M09,153
09 Cataluña,43 Tarragona,2018M08,139
09 Cataluña,43 Tarragona,2018M07,114
09 Cataluña,43 Tarragona,2018M06,135
09 Cataluña,43 Tarragona,2018M05,111
09 Cataluña,43 Tarragona,2018M04,97
09 Cataluña,43 Tarragona,2018M03,82
09 Cataluña,43 Tarragona,2018M02,116
09 Cataluña,43 Tarragona,2018M01,110
09 Cataluña,43 Tarragona,2017M12,104
09 Cataluña,43 Tarragona,2017M11,219
09 Cataluña,43 Tarragona,2017M10,116
09 Cataluña,43 Tarragona,2017M09,115
09 Cataluña,43 Tarragona,2017M08,105
09 Cataluña,43 Tarragona,2017M07,293
09 Cataluña,43 Tarragona,2017M06,136
09 Cataluña,43 Tarragona,2017M05,144
09 Cataluña,43 Tarragona,2017M04,77
09 Cataluña,43 Tarragona,2017M03,111
09 Cataluña,43 Tarragona,2017M02,123
09 Cataluña,43 Tarragona,2017M01,133
09 Cataluña,43 Tarragona,2016M12,84
09 Cataluña,43 Tarragona,2016M11,96
09 Cataluña,43 Tarragona,2016M10,75
09 Cataluña,43 Tarragona,2016M09,101
09 Cataluña,43 Tarragona,2016M08,96
09 Cataluña,43 Tarragona,2016M07,86
09 Cataluña,43 Tarragona,2016M06,97
09 Cataluña,43 Tarragona,2016M05,91
09 Cataluña,43 Tarragona,2016M04,100
09 Cataluña,43 Tarragona,2016M03,68
09 Cataluña,43 Tarragona,2016M02,95
09 Cataluña,43 Tarragona,2016M01,89
09 Cataluña,43 Tarragona,2015M12,94
09 Cataluña,43 Tarragona,2015M11,95
09 Cataluña,43 Tarragona,2015M10,66
09 Cataluña,43 Tarragona,2015M09,89
09 Cataluña,43 Tarragona,2015M08,78
09 Cataluña,43 Tarragona,2015M07,119
09 Cataluña,43 Tarragona,2015M06,90
09 Cataluña,43 Tarragona,2015M05,98
09 Cataluña,43 Tarragona,2015M04,84
09 Cataluña,43 Tarragona,2015M03,107
09 Cataluña,43 Tarragona,2015M02,122
09 Cataluña,43 Tarragona,2015M01,146
09 Cataluña,43 Tarragona,2014M12,166
09 Cataluña,43 Tarragona,2014M11,138
09 Cataluña,43 Tarragona,2014M10,118
09 Cataluña,43 Tarragona,2014M09,106
09 Cataluña,43 Tarragona,2014M08,197
09 Cataluña,43 Tarragona,2014M07,221
09 Cataluña,43 Tarragona,2014M06,224
09 Cataluña,43 Tarragona,2014M05,247
09 Cataluña,43 Tarragona,2014M04,201
09 Cataluña,43 Tarragona,2014M03,210
09 Cataluña,43 Tarragona,2014M02,210
09 Cataluña,43 Tarragona,2014M01,286
09 Cataluña,43 Tarragona,2013M12,227
09 Cataluña,43 Tarragona,2013M11,218
09 Cataluña,43 Tarragona,2013M10,183
09 Cataluña,43 Tarragona,2013M09,260
09 Cataluña,43 Tarragona,2013M08,327
09 Cataluña,43 Tarragona,2013M07,313
09 Cataluña,43 Tarragona,2013M06,255
09 Cataluña,43 Tarragona,2013M05,286
09 Cataluña,43 Tarragona,2013M04,204
09 Cataluña,43 Tarragona,2013M03,191
09 Cataluña,43 Tarragona,2013M02,422
09 Cataluña,43 Tarragona,2013M01,349
09 Cataluña,43 Tarragona,2012M12,192
09 Cataluña,43 Tarragona,2012M11,287
09 Cataluña,43 Tarragona,2012M10,352
09 Cataluña,43 Tarragona,2012M09,227
09 Cataluña,43 Tarragona,2012M08,299
09 Cataluña,43 Tarragona,2012M07,246
09 Cataluña,43 Tarragona,2012M06,259
09 Cataluña,43 Tarragona,2012M05,201
09 Cataluña,43 Tarragona,2012M04,211
09 Cataluña,43 Tarragona,2012M03,210
09 Cataluña,43 Tarragona,2012M02,428
09 Cataluña,43 Tarragona,2012M01,474
09 Cataluña,43 Tarragona,2011M12,164
09 Cataluña,43 Tarragona,2011M11,389
09 Cataluña,43 Tarragona,2011M10,176
09 Cataluña,43 Tarragona,2011M09,288
09 Cataluña,43 Tarragona,2011M08,343
09 Cataluña,43 Tarragona,2011M07,333
09 Cataluña,43 Tarragona,2011M06,173
09 Cataluña,43 Tarragona,2011M05,263
09 Cataluña,43 Tarragona,2011M04,308
09 Cataluña,43 Tarragona,2011M03,419
09 Cataluña,43 Tarragona,2011M02,413
09 Cataluña,43 Tarragona,2011M01,318
09 Cataluña,43 Tarragona,2023M02,1011
09 Cataluña,43 Tarragona,2023M01,1210
09 Cataluña,43 Tarragona,2022M12,939
09 Cataluña,43 Tarragona,2022M11,1266
09 Cataluña,43 Tarragona,2022M10,972
09 Cataluña,43 Tarragona,2022M09,1303
09 Cataluña,43 Tarragona,2022M08,1099
09 Cataluña,43 Tarragona,2022M07,1293
09 Cataluña,43 Tarragona,2022M06,1195
09 Cataluña,43 Tarragona,2022M05,1123
09 Cataluña,43 Tarragona,2022M04,1021
09 Cataluña,43 Tarragona,2022M03,1199
09 Cataluña,43 Tarragona,2022M02,1063
09 Cataluña,43 Tarragona,2022M01,1048
09 Cataluña,43 Tarragona,2021M12,1068
09 Cataluña,43 Tarragona,2021M11,975
09 Cataluña,43 Tarragona,2021M10,916
09 Cataluña,43 Tarragona,2021M09,1100
09 Cataluña,43 Tarragona,2021M08,1191
09 Cataluña,43 Tarragona,2021M07,974
09 Cataluña,43 Tarragona,2021M06,1005
09 Cataluña,43 Tarragona,2021M05,1001
09 Cataluña,43 Tarragona,2021M04,951
09 Cataluña,43 Tarragona,2021M03,941
09 Cataluña,43 Tarragona,2021M02,704
09 Cataluña,43 Tarragona,2021M01,832
09 Cataluña,43 Tarragona,2020M12,767
09 Cataluña,43 Tarragona,2020M11,850
09 Cataluña,43 Tarragona,2020M10,790
09 Cataluña,43 Tarragona,2020M09,728
09 Cataluña,43 Tarragona,2020M08,642
09 Cataluña,43 Tarragona,2020M07,592
09 Cataluña,43 Tarragona,2020M06,483
09 Cataluña,43 Tarragona,2020M05,393
09 Cataluña,43 Tarragona,2020M04,479
09 Cataluña,43 Tarragona,2020M03,692
09 Cataluña,43 Tarragona,2020M02,872
09 Cataluña,43 Tarragona,2020M01,927
09 Cataluña,43 Tarragona,2019M12,730
09 Cataluña,43 Tarragona,2019M11,747
09 Cataluña,43 Tarragona,2019M10,876
09 Cataluña,43 Tarragona,2019M09,697
09 Cataluña,43 Tarragona,2019M08,734
09 Cataluña,43 Tarragona,2019M07,966
09 Cataluña,43 Tarragona,2019M06,852
09 Cataluña,43 Tarragona,2019M05,989
09 Cataluña,43 Tarragona,2019M04,786
09 Cataluña,43 Tarragona,2019M03,775
09 Cataluña,43 Tarragona,2019M02,782
09 Cataluña,43 Tarragona,2019M01,1005
09 Cataluña,43 Tarragona,2018M12,632
09 Cataluña,43 Tarragona,2018M11,822
09 Cataluña,43 Tarragona,2018M10,885
09 Cataluña,43 Tarragona,2018M09,684
09 Cataluña,43 Tarragona,2018M08,846
09 Cataluña,43 Tarragona,2018M07,887
09 Cataluña,43 Tarragona,2018M06,831
09 Cataluña,43 Tarragona,2018M05,820
09 Cataluña,43 Tarragona,2018M04,755
09 Cataluña,43 Tarragona,2018M03,704
09 Cataluña,43 Tarragona,2018M02,714
09 Cataluña,43 Tarragona,2018M01,934
09 Cataluña,43 Tarragona,2017M12,654
09 Cataluña,43 Tarragona,2017M11,735
09 Cataluña,43 Tarragona,2017M10,665
09 Cataluña,43 Tarragona,2017M09,674
09 Cataluña,43 Tarragona,2017M08,819
09 Cataluña,43 Tarragona,2017M07,758
09 Cataluña,43 Tarragona,2017M06,735
09 Cataluña,43 Tarragona,2017M05,843
09 Cataluña,43 Tarragona,2017M04,596
09 Cataluña,43 Tarragona,2017M03,717
09 Cataluña,43 Tarragona,2017M02,609
09 Cataluña,43 Tarragona,2017M01,842
09 Cataluña,43 Tarragona,2016M12,667
09 Cataluña,43 Tarragona,2016M11,716
09 Cataluña,43 Tarragona,2016M10,670
09 Cataluña,43 Tarragona,2016M09,645
09 Cataluña,43 Tarragona,2016M08,778
09 Cataluña,43 Tarragona,2016M07,689
09 Cataluña,43 Tarragona,2016M06,644
09 Cataluña,43 Tarragona,2016M05,598
09 Cataluña,43 Tarragona,2016M04,546
09 Cataluña,43 Tarragona,2016M03,523
09 Cataluña,43 Tarragona,2016M02,499
09 Cataluña,43 Tarragona,2016M01,560
09 Cataluña,43 Tarragona,2015M12,541
09 Cataluña,43 Tarragona,2015M11,477
09 Cataluña,43 Tarragona,2015M10,526
09 Cataluña,43 Tarragona,2015M09,580
09 Cataluña,43 Tarragona,2015M08,497
09 Cataluña,43 Tarragona,2015M07,606
09 Cataluña,43 Tarragona,2015M06,502
09 Cataluña,43 Tarragona,2015M05,585
09 Cataluña,43 Tarragona,2015M04,468
09 Cataluña,43 Tarragona,2015M03,385
09 Cataluña,43 Tarragona,2015M02,467
09 Cataluña,43 Tarragona,2015M01,509
09 Cataluña,43 Tarragona,2014M12,410
09 Cataluña,43 Tarragona,2014M11,432
09 Cataluña,43 Tarragona,2014M10,469
09 Cataluña,43 Tarragona,2014M09,342
09 Cataluña,43 Tarragona,2014M08,396
09 Cataluña,43 Tarragona,2014M07,452
09 Cataluña,43 Tarragona,2014M06,338
09 Cataluña,43 Tarragona,2014M05,321
09 Cataluña,43 Tarragona,2014M04,324
09 Cataluña,43 Tarragona,2014M03,326
09 Cataluña,43 Tarragona,2014M02,315
09 Cataluña,43 Tarragona,2014M01,406
09 Cataluña,43 Tarragona,2013M12,302
09 Cataluña,43 Tarragona,2013M11,339
09 Cataluña,43 Tarragona,2013M10,287
09 Cataluña,43 Tarragona,2013M09,304
09 Cataluña,43 Tarragona,2013M08,298
09 Cataluña,43 Tarragona,2013M07,355
09 Cataluña,43 Tarragona,2013M06,288
09 Cataluña,43 Tarragona,2013M05,496
09 Cataluña,43 Tarragona,2013M04,302
09 Cataluña,43 Tarragona,2013M03,199
09 Cataluña,43 Tarragona,2013M02,430
09 Cataluña,43 Tarragona,2013M01,454
09 Cataluña,43 Tarragona,2012M12,271
09 Cataluña,43 Tarragona,2012M11,323
09 Cataluña,43 Tarragona,2012M10,387
09 Cataluña,43 Tarragona,2012M09,286
09 Cataluña,43 Tarragona,2012M08,407
09 Cataluña,43 Tarragona,2012M07,328
09 Cataluña,43 Tarragona,2012M06,286
09 Cataluña,43 Tarragona,2012M05,265
09 Cataluña,43 Tarragona,2012M04,217
09 Cataluña,43 Tarragona,2012M03,250
09 Cataluña,43 Tarragona,2012M02,352
09 Cataluña,43 Tarragona,2012M01,333
09 Cataluña,43 Tarragona,2011M12,241
09 Cataluña,43 Tarragona,2011M11,270
09 Cataluña,43 Tarragona,2011M10,215
09 Cataluña,43 Tarragona,2011M09,222
09 Cataluña,43 Tarragona,2011M08,332
09 Cataluña,43 Tarragona,2011M07,245
09 Cataluña,43 Tarragona,2011M06,206
09 Cataluña,43 Tarragona,2011M05,289
09 Cataluña,43 Tarragona,2011M04,215
09 Cataluña,43 Tarragona,2011M03,256
09 Cataluña,43 Tarragona,2011M02,438
09 Cataluña,43 Tarragona,2011M01,370
09 Cataluña,43 Tarragona,2023M02,1142
09 Cataluña,43 Tarragona,2023M01,1361
09 Cataluña,43 Tarragona,2022M12,1030
09 Cataluña,43 Tarragona,2022M11,1448
09 Cataluña,43 Tarragona,2022M10,1152
09 Cataluña,43 Tarragona,2022M09,1514
09 Cataluña,43 Tarragona,2022M08,1239
09 Cataluña,43 Tarragona,2022M07,1473
09 Cataluña,43 Tarragona,2022M06,1336
09 Cataluña,43 Tarragona,2022M05,1284
09 Cataluña,43 Tarragona,2022M04,1145
09 Cataluña,43 Tarragona,2022M03,1395
09 Cataluña,43 Tarragona,2022M02,1210
09 Cataluña,43 Tarragona,2022M01,1246
09 Cataluña,43 Tarragona,2021M12,1218
09 Cataluña,43 Tarragona,2021M11,1098
09 Cataluña,43 Tarragona,2021M10,1035
09 Cataluña,43 Tarragona,2021M09,1231
09 Cataluña,43 Tarragona,2021M08,1348
09 Cataluña,43 Tarragona,2021M07,1097
09 Cataluña,43 Tarragona,2021M06,1153
09 Cataluña,43 Tarragona,2021M05,1148
09 Cataluña,43 Tarragona,2021M04,1056
09 Cataluña,43 Tarragona,2021M03,1084
09 Cataluña,43 Tarragona,2021M02,855
09 Cataluña,43 Tarragona,2021M01,936
09 Cataluña,43 Tarragona,2020M12,859
09 Cataluña,43 Tarragona,2020M11,939
09 Cataluña,43 Tarragona,2020M10,853
09 Cataluña,43 Tarragona,2020M09,864
09 Cataluña,43 Tarragona,2020M08,705
09 Cataluña,43 Tarragona,2020M07,639
09 Cataluña,43 Tarragona,2020M06,523
09 Cataluña,43 Tarragona,2020M05,432
09 Cataluña,43 Tarragona,2020M04,513
09 Cataluña,43 Tarragona,2020M03,746
09 Cataluña,43 Tarragona,2020M02,924
09 Cataluña,43 Tarragona,2020M01,983
09 Cataluña,43 Tarragona,2019M12,771
09 Cataluña,43 Tarragona,2019M11,796
09 Cataluña,43 Tarragona,2019M10,938
09 Cataluña,43 Tarragona,2019M09,752
09 Cataluña,43 Tarragona,2019M08,825
09 Cataluña,43 Tarragona,2019M07,1049
09 Cataluña,43 Tarragona,2019M06,909
09 Cataluña,43 Tarragona,2019M05,1070
09 Cataluña,43 Tarragona,2019M04,840
09 Cataluña,43 Tarragona,2019M03,852
09 Cataluña,43 Tarragona,2019M02,862
09 Cataluña,43 Tarragona,2019M01,1082
09 Cataluña,43 Tarragona,2018M12,699
09 Cataluña,43 Tarragona,2018M11,984
09 Cataluña,43 Tarragona,2018M10,983
09 Cataluña,43 Tarragona,2018M09,811
09 Cataluña,43 Tarragona,2018M08,962
09 Cataluña,43 Tarragona,2018M07,973
09 Cataluña,43 Tarragona,2018M06,939
09 Cataluña,43 Tarragona,2018M05,898
09 Cataluña,43 Tarragona,2018M04,818
09 Cataluña,43 Tarragona,2018M03,769
09 Cataluña,43 Tarragona,2018M02,811
09 Cataluña,43 Tarragona,2018M01,1019
09 Cataluña,43 Tarragona,2017M12,726
09 Cataluña,43 Tarragona,2017M11,930
09 Cataluña,43 Tarragona,2017M10,760
09 Cataluña,43 Tarragona,2017M09,772
09 Cataluña,43 Tarragona,2017M08,894
09 Cataluña,43 Tarragona,2017M07,1028
09 Cataluña,43 Tarragona,2017M06,854
09 Cataluña,43 Tarragona,2017M05,961
09 Cataluña,43 Tarragona,2017M04,648
09 Cataluña,43 Tarragona,2017M03,804
09 Cataluña,43 Tarragona,2017M02,705
09 Cataluña,43 Tarragona,2017M01,875
09 Cataluña,43 Tarragona,2016M12,733
09 Cataluña,43 Tarragona,2016M11,793
09 Cataluña,43 Tarragona,2016M10,729
09 Cataluña,43 Tarragona,2016M09,727
09 Cataluña,43 Tarragona,2016M08,850
09 Cataluña,43 Tarragona,2016M07,748
09 Cataluña,43 Tarragona,2016M06,718
09 Cataluña,43 Tarragona,2016M05,674
09 Cataluña,43 Tarragona,2016M04,615
09 Cataluña,43 Tarragona,2016M03,577
09 Cataluña,43 Tarragona,2016M02,583
09 Cataluña,43 Tarragona,2016M01,626
09 Cataluña,43 Tarragona,2015M12,616
09 Cataluña,43 Tarragona,2015M11,553
09 Cataluña,43 Tarragona,2015M10,576
09 Cataluña,43 Tarragona,2015M09,647
09 Cataluña,43 Tarragona,2015M08,560
09 Cataluña,43 Tarragona,2015M07,706
09 Cataluña,43 Tarragona,2015M06,572
09 Cataluña,43 Tarragona,2015M05,667
09 Cataluña,43 Tarragona,2015M04,526
09 Cataluña,43 Tarragona,2015M03,468
09 Cataluña,43 Tarragona,2015M02,560
09 Cataluña,43 Tarragona,2015M01,638
09 Cataluña,43 Tarragona,2014M12,560
09 Cataluña,43 Tarragona,2014M11,552
09 Cataluña,43 Tarragona,2014M10,570
09 Cataluña,43 Tarragona,2014M09,428
09 Cataluña,43 Tarragona,2014M08,579
09 Cataluña,43 Tarragona,2014M07,650
09 Cataluña,43 Tarragona,2014M06,551
09 Cataluña,43 Tarragona,2014M05,543
09 Cataluña,43 Tarragona,2014M04,500
09 Cataluña,43 Tarragona,2014M03,505
09 Cataluña,43 Tarragona,2014M02,510
09 Cataluña,43 Tarragona,2014M01,665
09 Cataluña,43 Tarragona,2013M12,520
09 Cataluña,43 Tarragona,2013M11,545
09 Cataluña,43 Tarragona,2013M10,453
09 Cataluña,43 Tarragona,2013M09,546
09 Cataluña,43 Tarragona,2013M08,610
09 Cataluña,43 Tarragona,2013M07,652
09 Cataluña,43 Tarragona,2013M06,533
09 Cataluña,43 Tarragona,2013M05,750
09 Cataluña,43 Tarragona,2013M04,492
09 Cataluña,43 Tarragona,2013M03,382
09 Cataluña,43 Tarragona,2013M02,782
09 Cataluña,43 Tarragona,2013M01,779
09 Cataluña,43 Tarragona,2012M12,453
09 Cataluña,43 Tarragona,2012M11,599
09 Cataluña,43 Tarragona,2012M10,724
09 Cataluña,43 Tarragona,2012M09,500
09 Cataluña,43 Tarragona,2012M08,681
09 Cataluña,43 Tarragona,2012M07,549
09 Cataluña,43 Tarragona,2012M06,518
09 Cataluña,43 Tarragona,2012M05,447
09 Cataluña,43 Tarragona,2012M04,414
09 Cataluña,43 Tarragona,2012M03,450
09 Cataluña,43 Tarragona,2012M02,720
09 Cataluña,43 Tarragona,2012M01,709
09 Cataluña,43 Tarragona,2011M12,391
09 Cataluña,43 Tarragona,2011M11,646
09 Cataluña,43 Tarragona,2011M10,381
09 Cataluña,43 Tarragona,2011M09,487
09 Cataluña,43 Tarragona,2011M08,630
09 Cataluña,43 Tarragona,2011M07,547
09 Cataluña,43 Tarragona,2011M06,368
09 Cataluña,43 Tarragona,2011M05,520
09 Cataluña,43 Tarragona,2011M04,477
09 Cataluña,43 Tarragona,2011M03,482
09 Cataluña,43 Tarragona,2011M02,761
09 Cataluña,43 Tarragona,2011M01,619
09 Cataluña,43 Tarragona,2023M02,32
09 Cataluña,43 Tarragona,2023M01,44
09 Cataluña,43 Tarragona,2022M12,31
09 Cataluña,43 Tarragona,2022M11,30
09 Cataluña,43 Tarragona,2022M10,31
09 Cataluña,43 Tarragona,2022M09,40
09 Cataluña,43 Tarragona,2022M08,14
09 Cataluña,43 Tarragona,2022M07,23
09 Cataluña,43 Tarragona,2022M06,39
09 Cataluña,43 Tarragona,2022M05,24
09 Cataluña,43 Tarragona,2022M04,26
09 Cataluña,43 Tarragona,2022M03,22
09 Cataluña,43 Tarragona,2022M02,18
09 Cataluña,43 Tarragona,2022M01,19
09 Cataluña,43 Tarragona,2021M12,24
09 Cataluña,43 Tarragona,2021M11,57
09 Cataluña,43 Tarragona,2021M10,23
09 Cataluña,43 Tarragona,2021M09,37
09 Cataluña,43 Tarragona,2021M08,29
09 Cataluña,43 Tarragona,2021M07,22
09 Cataluña,43 Tarragona,2021M06,23
09 Cataluña,43 Tarragona,2021M05,31
09 Cataluña,43 Tarragona,2021M04,17
09 Cataluña,43 Tarragona,2021M03,20
09 Cataluña,43 Tarragona,2021M02,20
09 Cataluña,43 Tarragona,2021M01,28
09 Cataluña,43 Tarragona,2020M12,27
09 Cataluña,43 Tarragona,2020M11,25
09 Cataluña,43 Tarragona,2020M10,22
09 Cataluña,43 Tarragona,2020M09,21
09 Cataluña,43 Tarragona,2020M08,17
09 Cataluña,43 Tarragona,2020M07,18
09 Cataluña,43 Tarragona,2020M06,16
09 Cataluña,43 Tarragona,2020M05,11
09 Cataluña,43 Tarragona,2020M04,18
09 Cataluña,43 Tarragona,2020M03,18
09 Cataluña,43 Tarragona,2020M02,36
09 Cataluña,43 Tarragona,2020M01,29
09 Cataluña,43 Tarragona,2019M12,20
09 Cataluña,43 Tarragona,2019M11,23
09 Cataluña,43 Tarragona,2019M10,36
09 Cataluña,43 Tarragona,2019M09,21
09 Cataluña,43 Tarragona,2019M08,21
09 Cataluña,43 Tarragona,2019M07,35
09 Cataluña,43 Tarragona,2019M06,26
09 Cataluña,43 Tarragona,2019M05,36
09 Cataluña,43 Tarragona,2019M04,24
09 Cataluña,43 Tarragona,2019M03,29
09 Cataluña,43 Tarragona,2019M02,29
09 Cataluña,43 Tarragona,2019M01,35
09 Cataluña,43 Tarragona,2018M12,20
09 Cataluña,43 Tarragona,2018M11,28
09 Cataluña,43 Tarragona,2018M10,21
09 Cataluña,43 Tarragona,2018M09,26
09 Cataluña,43 Tarragona,2018M08,23
09 Cataluña,43 Tarragona,2018M07,28
09 Cataluña,43 Tarragona,2018M06,27
09 Cataluña,43 Tarragona,2018M05,33
09 Cataluña,43 Tarragona,2018M04,34
09 Cataluña,43 Tarragona,2018M03,17
09 Cataluña,43 Tarragona,2018M02,19
09 Cataluña,43 Tarragona,2018M01,25
09 Cataluña,43 Tarragona,2017M12,32
09 Cataluña,43 Tarragona,2017M11,24
09 Cataluña,43 Tarragona,2017M10,21
09 Cataluña,43 Tarragona,2017M09,17
09 Cataluña,43 Tarragona,2017M08,30
09 Cataluña,43 Tarragona,2017M07,23
09 Cataluña,43 Tarragona,2017M06,17
09 Cataluña,43 Tarragona,2017M05,26
09 Cataluña,43 Tarragona,2017M04,25
09 Cataluña,43 Tarragona,2017M03,24
09 Cataluña,43 Tarragona,2017M02,27
09 Cataluña,43 Tarragona,2017M01,100
09 Cataluña,43 Tarragona,2016M12,18
09 Cataluña,43 Tarragona,2016M11,19
09 Cataluña,43 Tarragona,2016M10,16
09 Cataluña,43 Tarragona,2016M09,19
09 Cataluña,43 Tarragona,2016M08,24
09 Cataluña,43 Tarragona,2016M07,27
09 Cataluña,43 Tarragona,2016M06,23
09 Cataluña,43 Tarragona,2016M05,15
09 Cataluña,43 Tarragona,2016M04,31
09 Cataluña,43 Tarragona,2016M03,14
09 Cataluña,43 Tarragona,2016M02,11
09 Cataluña,43 Tarragona,2016M01,23
09 Cataluña,43 Tarragona,2015M12,19
09 Cataluña,43 Tarragona,2015M11,19
09 Cataluña,43 Tarragona,2015M10,16
09 Cataluña,43 Tarragona,2015M09,22
09 Cataluña,43 Tarragona,2015M08,15
09 Cataluña,43 Tarragona,2015M07,19
09 Cataluña,43 Tarragona,2015M06,20
09 Cataluña,43 Tarragona,2015M05,16
09 Cataluña,43 Tarragona,2015M04,26
09 Cataluña,43 Tarragona,2015M03,24
09 Cataluña,43 Tarragona,2015M02,29
09 Cataluña,43 Tarragona,2015M01,17
09 Cataluña,43 Tarragona,2014M12,16
09 Cataluña,43 Tarragona,2014M11,18
09 Cataluña,43 Tarragona,2014M10,17
09 Cataluña,43 Tarragona,2014M09,20
09 Cataluña,43 Tarragona,2014M08,14
09 Cataluña,43 Tarragona,2014M07,23
09 Cataluña,43 Tarragona,2014M06,11
09 Cataluña,43 Tarragona,2014M05,25
09 Cataluña,43 Tarragona,2014M04,25
09 Cataluña,43 Tarragona,2014M03,31
09 Cataluña,43 Tarragona,2014M02,15
09 Cataluña,43 Tarragona,2014M01,27
09 Cataluña,43 Tarragona,2013M12,9
09 Cataluña,43 Tarragona,2013M11,12
09 Cataluña,43 Tarragona,2013M10,17
09 Cataluña,43 Tarragona,2013M09,18
09 Cataluña,43 Tarragona,2013M08,15
09 Cataluña,43 Tarragona,2013M07,16
09 Cataluña,43 Tarragona,2013M06,10
09 Cataluña,43 Tarragona,2013M05,32
09 Cataluña,43 Tarragona,2013M04,14
09 Cataluña,43 Tarragona,2013M03,8
09 Cataluña,43 Tarragona,2013M02,70
09 Cataluña,43 Tarragona,2013M01,24
09 Cataluña,43 Tarragona,2012M12,10
09 Cataluña,43 Tarragona,2012M11,11
09 Cataluña,43 Tarragona,2012M10,15
09 Cataluña,43 Tarragona,2012M09,13
09 Cataluña,43 Tarragona,2012M08,25
09 Cataluña,43 Tarragona,2012M07,25
09 Cataluña,43 Tarragona,2012M06,27
09 Cataluña,43 Tarragona,2012M05,19
09 Cataluña,43 Tarragona,2012M04,14
09 Cataluña,43 Tarragona,2012M03,10
09 Cataluña,43 Tarragona,2012M02,60
