Comunidades y Ciudades Autñnomas,Provincias,Periodo,Total
09 Cataluña,17 Girona,2011M01,343
09 Cataluña,17 Girona,2023M02,973
09 Cataluña,17 Girona,2023M01,1223
09 Cataluña,17 Girona,2022M12,914
09 Cataluña,17 Girona,2022M11,1110
09 Cataluña,17 Girona,2022M10,1041
09 Cataluña,17 Girona,2022M09,1214
09 Cataluña,17 Girona,2022M08,1207
09 Cataluña,17 Girona,2022M07,1138
09 Cataluña,17 Girona,2022M06,1063
09 Cataluña,17 Girona,2022M05,1201
09 Cataluña,17 Girona,2022M04,901
09 Cataluña,17 Girona,2022M03,1034
09 Cataluña,17 Girona,2022M02,918
09 Cataluña,17 Girona,2022M01,1000
09 Cataluña,17 Girona,2021M12,903
09 Cataluña,17 Girona,2021M11,940
09 Cataluña,17 Girona,2021M10,909
09 Cataluña,17 Girona,2021M09,985
09 Cataluña,17 Girona,2021M08,942
09 Cataluña,17 Girona,2021M07,978
09 Cataluña,17 Girona,2021M06,746
09 Cataluña,17 Girona,2021M05,857
09 Cataluña,17 Girona,2021M04,714
09 Cataluña,17 Girona,2021M03,844
09 Cataluña,17 Girona,2021M02,843
09 Cataluña,17 Girona,2021M01,790
09 Cataluña,17 Girona,2020M12,715
09 Cataluña,17 Girona,2020M11,809
09 Cataluña,17 Girona,2020M10,643
09 Cataluña,17 Girona,2020M09,685
09 Cataluña,17 Girona,2020M08,604
09 Cataluña,17 Girona,2020M07,654
09 Cataluña,17 Girona,2020M06,476
09 Cataluña,17 Girona,2020M05,386
09 Cataluña,17 Girona,2020M04,440
09 Cataluña,17 Girona,2020M03,686
09 Cataluña,17 Girona,2020M02,794
09 Cataluña,17 Girona,2020M01,890
09 Cataluña,17 Girona,2019M12,626
09 Cataluña,17 Girona,2019M11,667
09 Cataluña,17 Girona,2019M10,792
09 Cataluña,17 Girona,2019M09,719
09 Cataluña,17 Girona,2019M08,669
09 Cataluña,17 Girona,2019M07,894
09 Cataluña,17 Girona,2019M06,738
09 Cataluña,17 Girona,2019M05,954
09 Cataluña,17 Girona,2019M04,702
09 Cataluña,17 Girona,2019M03,797
09 Cataluña,17 Girona,2019M02,742
09 Cataluña,17 Girona,2019M01,918
09 Cataluña,17 Girona,2018M12,638
09 Cataluña,17 Girona,2018M11,786
09 Cataluña,17 Girona,2018M10,848
09 Cataluña,17 Girona,2018M09,693
09 Cataluña,17 Girona,2018M08,739
09 Cataluña,17 Girona,2018M07,850
09 Cataluña,17 Girona,2018M06,685
09 Cataluña,17 Girona,2018M05,731
09 Cataluña,17 Girona,2018M04,728
09 Cataluña,17 Girona,2018M03,705
09 Cataluña,17 Girona,2018M02,736
09 Cataluña,17 Girona,2018M01,827
09 Cataluña,17 Girona,2017M12,530
09 Cataluña,17 Girona,2017M11,756
09 Cataluña,17 Girona,2017M10,705
09 Cataluña,17 Girona,2017M09,642
09 Cataluña,17 Girona,2017M08,771
09 Cataluña,17 Girona,2017M07,839
09 Cataluña,17 Girona,2017M06,783
09 Cataluña,17 Girona,2017M05,874
09 Cataluña,17 Girona,2017M04,623
09 Cataluña,17 Girona,2017M03,797
09 Cataluña,17 Girona,2017M02,713
09 Cataluña,17 Girona,2017M01,742
09 Cataluña,17 Girona,2016M12,559
09 Cataluña,17 Girona,2016M11,633
09 Cataluña,17 Girona,2016M10,576
09 Cataluña,17 Girona,2016M09,679
09 Cataluña,17 Girona,2016M08,707
09 Cataluña,17 Girona,2016M07,655
09 Cataluña,17 Girona,2016M06,709
09 Cataluña,17 Girona,2016M05,602
09 Cataluña,17 Girona,2016M04,593
09 Cataluña,17 Girona,2016M03,577
09 Cataluña,17 Girona,2016M02,858
09 Cataluña,17 Girona,2016M01,605
09 Cataluña,17 Girona,2015M12,573
09 Cataluña,17 Girona,2015M11,560
09 Cataluña,17 Girona,2015M10,498
09 Cataluña,17 Girona,2015M09,554
09 Cataluña,17 Girona,2015M08,525
09 Cataluña,17 Girona,2015M07,588
09 Cataluña,17 Girona,2015M06,516
09 Cataluña,17 Girona,2015M05,516
09 Cataluña,17 Girona,2015M04,475
09 Cataluña,17 Girona,2015M03,484
09 Cataluña,17 Girona,2015M02,503
09 Cataluña,17 Girona,2015M01,619
09 Cataluña,17 Girona,2014M12,463
09 Cataluña,17 Girona,2014M11,422
09 Cataluña,17 Girona,2014M10,454
09 Cataluña,17 Girona,2014M09,500
09 Cataluña,17 Girona,2014M08,396
09 Cataluña,17 Girona,2014M07,522
09 Cataluña,17 Girona,2014M06,428
09 Cataluña,17 Girona,2014M05,503
09 Cataluña,17 Girona,2014M04,323
09 Cataluña,17 Girona,2014M03,388
09 Cataluña,17 Girona,2014M02,340
09 Cataluña,17 Girona,2014M01,501
09 Cataluña,17 Girona,2013M12,278
09 Cataluña,17 Girona,2013M11,324
09 Cataluña,17 Girona,2013M10,324
09 Cataluña,17 Girona,2013M09,409
09 Cataluña,17 Girona,2013M08,458
09 Cataluña,17 Girona,2013M07,417
09 Cataluña,17 Girona,2013M06,331
09 Cataluña,17 Girona,2013M05,336
09 Cataluña,17 Girona,2013M04,324
09 Cataluña,17 Girona,2013M03,238
09 Cataluña,17 Girona,2013M02,330
09 Cataluña,17 Girona,2013M01,510
09 Cataluña,17 Girona,2012M12,302
09 Cataluña,17 Girona,2012M11,377
09 Cataluña,17 Girona,2012M10,331
09 Cataluña,17 Girona,2012M09,298
09 Cataluña,17 Girona,2012M08,334
09 Cataluña,17 Girona,2012M07,289
09 Cataluña,17 Girona,2012M06,272
09 Cataluña,17 Girona,2012M05,331
09 Cataluña,17 Girona,2012M04,206
09 Cataluña,17 Girona,2012M03,284
09 Cataluña,17 Girona,2012M02,319
09 Cataluña,17 Girona,2012M01,367
09 Cataluña,17 Girona,2011M12,285
09 Cataluña,17 Girona,2011M11,328
09 Cataluña,17 Girona,2011M10,296
09 Cataluña,17 Girona,2011M09,248
09 Cataluña,17 Girona,2011M08,279
09 Cataluña,17 Girona,2011M07,306
09 Cataluña,17 Girona,2011M06,236
09 Cataluña,17 Girona,2011M05,308
09 Cataluña,17 Girona,2011M04,186
09 Cataluña,17 Girona,2011M03,259
09 Cataluña,17 Girona,2011M02,382
09 Cataluña,17 Girona,2011M01,405
09 Cataluña,17 Girona,2023M02,1190
09 Cataluña,17 Girona,2023M01,1353
09 Cataluña,17 Girona,2022M12,1048
09 Cataluña,17 Girona,2022M11,1272
09 Cataluña,17 Girona,2022M10,1210
09 Cataluña,17 Girona,2022M09,1372
09 Cataluña,17 Girona,2022M08,1382
09 Cataluña,17 Girona,2022M07,1293
09 Cataluña,17 Girona,2022M06,1206
09 Cataluña,17 Girona,2022M05,1376
09 Cataluña,17 Girona,2022M04,1076
09 Cataluña,17 Girona,2022M03,1236
09 Cataluña,17 Girona,2022M02,1091
09 Cataluña,17 Girona,2022M01,1170
09 Cataluña,17 Girona,2021M12,1033
09 Cataluña,17 Girona,2021M11,1089
09 Cataluña,17 Girona,2021M10,1098
09 Cataluña,17 Girona,2021M09,1189
09 Cataluña,17 Girona,2021M08,1064
09 Cataluña,17 Girona,2021M07,1126
09 Cataluña,17 Girona,2021M06,848
09 Cataluña,17 Girona,2021M05,991
09 Cataluña,17 Girona,2021M04,821
09 Cataluña,17 Girona,2021M03,971
09 Cataluña,17 Girona,2021M02,986
09 Cataluña,17 Girona,2021M01,892
09 Cataluña,17 Girona,2020M12,868
09 Cataluña,17 Girona,2020M11,910
09 Cataluña,17 Girona,2020M10,748
09 Cataluña,17 Girona,2020M09,780
09 Cataluña,17 Girona,2020M08,691
09 Cataluña,17 Girona,2020M07,707
09 Cataluña,17 Girona,2020M06,538
09 Cataluña,17 Girona,2020M05,453
09 Cataluña,17 Girona,2020M04,502
09 Cataluña,17 Girona,2020M03,795
09 Cataluña,17 Girona,2020M02,863
09 Cataluña,17 Girona,2020M01,1020
09 Cataluña,17 Girona,2019M12,720
09 Cataluña,17 Girona,2019M11,760
09 Cataluña,17 Girona,2019M10,949
09 Cataluña,17 Girona,2019M09,811
09 Cataluña,17 Girona,2019M08,768
09 Cataluña,17 Girona,2019M07,1028
09 Cataluña,17 Girona,2019M06,808
09 Cataluña,17 Girona,2019M05,1071
09 Cataluña,17 Girona,2019M04,810
09 Cataluña,17 Girona,2019M03,918
09 Cataluña,17 Girona,2019M02,821
09 Cataluña,17 Girona,2019M01,1019
09 Cataluña,17 Girona,2018M12,711
09 Cataluña,17 Girona,2018M11,901
09 Cataluña,17 Girona,2018M10,945
09 Cataluña,17 Girona,2018M09,790
09 Cataluña,17 Girona,2018M08,834
09 Cataluña,17 Girona,2018M07,983
09 Cataluña,17 Girona,2018M06,775
09 Cataluña,17 Girona,2018M05,848
09 Cataluña,17 Girona,2018M04,877
09 Cataluña,17 Girona,2018M03,870
09 Cataluña,17 Girona,2018M02,832
09 Cataluña,17 Girona,2018M01,926
09 Cataluña,17 Girona,2017M12,591
09 Cataluña,17 Girona,2017M11,843
09 Cataluña,17 Girona,2017M10,799
09 Cataluña,17 Girona,2017M09,732
09 Cataluña,17 Girona,2017M08,943
09 Cataluña,17 Girona,2017M07,923
09 Cataluña,17 Girona,2017M06,893
09 Cataluña,17 Girona,2017M05,974
09 Cataluña,17 Girona,2017M04,675
09 Cataluña,17 Girona,2017M03,879
09 Cataluña,17 Girona,2017M02,767
09 Cataluña,17 Girona,2017M01,868
09 Cataluña,17 Girona,2016M12,634
09 Cataluña,17 Girona,2016M11,726
09 Cataluña,17 Girona,2016M10,635
09 Cataluña,17 Girona,2016M09,733
09 Cataluña,17 Girona,2016M08,802
09 Cataluña,17 Girona,2016M07,729
09 Cataluña,17 Girona,2016M06,773
09 Cataluña,17 Girona,2016M05,685
09 Cataluña,17 Girona,2016M04,657
09 Cataluña,17 Girona,2016M03,598
09 Cataluña,17 Girona,2016M02,921
09 Cataluña,17 Girona,2016M01,679
09 Cataluña,17 Girona,2015M12,625
09 Cataluña,17 Girona,2015M11,630
09 Cataluña,17 Girona,2015M10,551
09 Cataluña,17 Girona,2015M09,620
09 Cataluña,17 Girona,2015M08,587
09 Cataluña,17 Girona,2015M07,668
09 Cataluña,17 Girona,2015M06,586
09 Cataluña,17 Girona,2015M05,584
09 Cataluña,17 Girona,2015M04,547
09 Cataluña,17 Girona,2015M03,577
09 Cataluña,17 Girona,2015M02,614
09 Cataluña,17 Girona,2015M01,725
09 Cataluña,17 Girona,2014M12,612
09 Cataluña,17 Girona,2014M11,574
09 Cataluña,17 Girona,2014M10,558
09 Cataluña,17 Girona,2014M09,606
09 Cataluña,17 Girona,2014M08,567
09 Cataluña,17 Girona,2014M07,637
09 Cataluña,17 Girona,2014M06,568
09 Cataluña,17 Girona,2014M05,672
09 Cataluña,17 Girona,2014M04,503
09 Cataluña,17 Girona,2014M03,574
09 Cataluña,17 Girona,2014M02,505
09 Cataluña,17 Girona,2014M01,727
09 Cataluña,17 Girona,2013M12,401
09 Cataluña,17 Girona,2013M11,469
09 Cataluña,17 Girona,2013M10,476
09 Cataluña,17 Girona,2013M09,585
09 Cataluña,17 Girona,2013M08,647
09 Cataluña,17 Girona,2013M07,707
09 Cataluña,17 Girona,2013M06,549
09 Cataluña,17 Girona,2013M05,594
09 Cataluña,17 Girona,2013M04,492
09 Cataluña,17 Girona,2013M03,380
09 Cataluña,17 Girona,2013M02,558
09 Cataluña,17 Girona,2013M01,920
09 Cataluña,17 Girona,2012M12,464
09 Cataluña,17 Girona,2012M11,634
09 Cataluña,17 Girona,2012M10,564
09 Cataluña,17 Girona,2012M09,581
09 Cataluña,17 Girona,2012M08,655
09 Cataluña,17 Girona,2012M07,507
09 Cataluña,17 Girona,2012M06,462
09 Cataluña,17 Girona,2012M05,501
09 Cataluña,17 Girona,2012M04,469
09 Cataluña,17 Girona,2012M03,531
09 Cataluña,17 Girona,2012M02,601
09 Cataluña,17 Girona,2012M01,620
09 Cataluña,17 Girona,2011M12,495
09 Cataluña,17 Girona,2011M11,553
09 Cataluña,17 Girona,2011M10,533
09 Cataluña,17 Girona,2011M09,455
09 Cataluña,17 Girona,2011M08,533
09 Cataluña,17 Girona,2011M07,553
09 Cataluña,17 Girona,2011M06,547
09 Cataluña,17 Girona,2011M05,621
09 Cataluña,17 Girona,2011M04,393
09 Cataluña,17 Girona,2011M03,471
09 Cataluña,17 Girona,2011M02,681
09 Cataluña,17 Girona,2011M01,715
09 Cataluña,17 Girona,2023M02,34
09 Cataluña,17 Girona,2023M01,56
09 Cataluña,17 Girona,2022M12,33
09 Cataluña,17 Girona,2022M11,54
09 Cataluña,17 Girona,2022M10,42
09 Cataluña,17 Girona,2022M09,60
09 Cataluña,17 Girona,2022M08,53
09 Cataluña,17 Girona,2022M07,50
09 Cataluña,17 Girona,2022M06,37
09 Cataluña,17 Girona,2022M05,45
09 Cataluña,17 Girona,2022M04,35
09 Cataluña,17 Girona,2022M03,38
09 Cataluña,17 Girona,2022M02,29
09 Cataluña,17 Girona,2022M01,29
09 Cataluña,17 Girona,2021M12,32
09 Cataluña,17 Girona,2021M11,33
09 Cataluña,17 Girona,2021M10,55
09 Cataluña,17 Girona,2021M09,27
09 Cataluña,17 Girona,2021M08,34
09 Cataluña,17 Girona,2021M07,44
09 Cataluña,17 Girona,2021M06,35
09 Cataluña,17 Girona,2021M05,31
09 Cataluña,17 Girona,2021M04,34
09 Cataluña,17 Girona,2021M03,34
09 Cataluña,17 Girona,2021M02,34
09 Cataluña,17 Girona,2021M01,31
09 Cataluña,17 Girona,2020M12,31
09 Cataluña,17 Girona,2020M11,36
09 Cataluña,17 Girona,2020M10,16
09 Cataluña,17 Girona,2020M09,25
09 Cataluña,17 Girona,2020M08,54
09 Cataluña,17 Girona,2020M07,39
09 Cataluña,17 Girona,2020M06,24
09 Cataluña,17 Girona,2020M05,15
09 Cataluña,17 Girona,2020M04,18
09 Cataluña,17 Girona,2020M03,24
09 Cataluña,17 Girona,2020M02,54
09 Cataluña,17 Girona,2020M01,27
09 Cataluña,17 Girona,2019M12,21
09 Cataluña,17 Girona,2019M11,23
09 Cataluña,17 Girona,2019M10,41
09 Cataluña,17 Girona,2019M09,29
09 Cataluña,17 Girona,2019M08,26
09 Cataluña,17 Girona,2019M07,42
09 Cataluña,17 Girona,2019M06,43
09 Cataluña,17 Girona,2019M05,49
09 Cataluña,17 Girona,2019M04,30
09 Cataluña,17 Girona,2019M03,40
09 Cataluña,17 Girona,2019M02,33
09 Cataluña,17 Girona,2019M01,46
09 Cataluña,17 Girona,2018M12,23
09 Cataluña,17 Girona,2018M11,34
09 Cataluña,17 Girona,2018M10,52
09 Cataluña,17 Girona,2018M09,49
09 Cataluña,17 Girona,2018M08,34
09 Cataluña,17 Girona,2018M07,31
09 Cataluña,17 Girona,2018M06,36
09 Cataluña,17 Girona,2018M05,30
09 Cataluña,17 Girona,2018M04,38
09 Cataluña,17 Girona,2018M03,58
09 Cataluña,17 Girona,2018M02,35
09 Cataluña,17 Girona,2018M01,49
09 Cataluña,17 Girona,2017M12,32
09 Cataluña,17 Girona,2017M11,34
09 Cataluña,17 Girona,2017M10,28
09 Cataluña,17 Girona,2017M09,36
09 Cataluña,17 Girona,2017M08,25
09 Cataluña,17 Girona,2017M07,41
09 Cataluña,17 Girona,2017M06,33
09 Cataluña,17 Girona,2017M05,43
09 Cataluña,17 Girona,2017M04,58
09 Cataluña,17 Girona,2017M03,46
09 Cataluña,17 Girona,2017M02,50
09 Cataluña,17 Girona,2017M01,40
09 Cataluña,17 Girona,2016M12,32
09 Cataluña,17 Girona,2016M11,36
09 Cataluña,17 Girona,2016M10,29
09 Cataluña,17 Girona,2016M09,41
09 Cataluña,17 Girona,2016M08,50
09 Cataluña,17 Girona,2016M07,28
09 Cataluña,17 Girona,2016M06,37
09 Cataluña,17 Girona,2016M05,31
09 Cataluña,17 Girona,2016M04,33
09 Cataluña,17 Girona,2016M03,56
09 Cataluña,17 Girona,2016M02,34
09 Cataluña,17 Girona,2016M01,22
09 Cataluña,17 Girona,2015M12,24
09 Cataluña,17 Girona,2015M11,30
09 Cataluña,17 Girona,2015M10,28
09 Cataluña,17 Girona,2015M09,39
09 Cataluña,17 Girona,2015M08,18
09 Cataluña,17 Girona,2015M07,28
09 Cataluña,17 Girona,2015M06,16
09 Cataluña,17 Girona,2015M05,25
09 Cataluña,17 Girona,2015M04,24
09 Cataluña,17 Girona,2015M03,25
09 Cataluña,17 Girona,2015M02,19
09 Cataluña,17 Girona,2015M01,22
09 Cataluña,17 Girona,2014M12,32
09 Cataluña,17 Girona,2014M11,29
09 Cataluña,17 Girona,2014M10,13
09 Cataluña,17 Girona,2014M09,34
09 Cataluña,17 Girona,2014M08,17
09 Cataluña,17 Girona,2014M07,21
09 Cataluña,17 Girona,2014M06,24
09 Cataluña,17 Girona,2014M05,16
09 Cataluña,17 Girona,2014M04,17
09 Cataluña,17 Girona,2014M03,12
09 Cataluña,17 Girona,2014M02,27
09 Cataluña,17 Girona,2014M01,27
09 Cataluña,17 Girona,2013M12,26
09 Cataluña,17 Girona,2013M11,14
09 Cataluña,17 Girona,2013M10,14
09 Cataluña,17 Girona,2013M09,24
09 Cataluña,17 Girona,2013M08,25
09 Cataluña,17 Girona,2013M07,18
09 Cataluña,17 Girona,2013M06,21
09 Cataluña,17 Girona,2013M05,17
09 Cataluña,17 Girona,2013M04,15
09 Cataluña,17 Girona,2013M03,12
09 Cataluña,17 Girona,2013M02,16
09 Cataluña,17 Girona,2013M01,49
09 Cataluña,17 Girona,2012M12,9
09 Cataluña,17 Girona,2012M11,22
09 Cataluña,17 Girona,2012M10,11
09 Cataluña,17 Girona,2012M09,55
09 Cataluña,17 Girona,2012M08,14
09 Cataluña,17 Girona,2012M07,19
09 Cataluña,17 Girona,2012M06,22
09 Cataluña,17 Girona,2012M05,9
09 Cataluña,17 Girona,2012M04,10
09 Cataluña,17 Girona,2012M03,49
09 Cataluña,17 Girona,2012M02,16
09 Cataluña,17 Girona,2012M01,21
09 Cataluña,17 Girona,2011M12,11
09 Cataluña,17 Girona,2011M11,18
09 Cataluña,17 Girona,2011M10,17
09 Cataluña,17 Girona,2011M09,17
09 Cataluña,17 Girona,2011M08,18
09 Cataluña,17 Girona,2011M07,7
09 Cataluña,17 Girona,2011M06,18
09 Cataluña,17 Girona,2011M05,30
09 Cataluña,17 Girona,2011M04,17
09 Cataluña,17 Girona,2011M03,24
09 Cataluña,17 Girona,2011M02,31
09 Cataluña,17 Girona,2011M01,33
09 Cataluña,25 Lleida,2023M02,429
09 Cataluña,25 Lleida,2023M01,478
09 Cataluña,25 Lleida,2022M12,406
09 Cataluña,25 Lleida,2022M11,380
09 Cataluña,25 Lleida,2022M10,480
09 Cataluña,25 Lleida,2022M09,379
09 Cataluña,25 Lleida,2022M08,422
09 Cataluña,25 Lleida,2022M07,329
09 Cataluña,25 Lleida,2022M06,409
09 Cataluña,25 Lleida,2022M05,360
09 Cataluña,25 Lleida,2022M04,400
09 Cataluña,25 Lleida,2022M03,467
09 Cataluña,25 Lleida,2022M02,443
09 Cataluña,25 Lleida,2022M01,363
09 Cataluña,25 Lleida,2021M12,477
09 Cataluña,25 Lleida,2021M11,460
09 Cataluña,25 Lleida,2021M10,396
09 Cataluña,25 Lleida,2021M09,401
09 Cataluña,25 Lleida,2021M08,374
09 Cataluña,25 Lleida,2021M07,390
09 Cataluña,25 Lleida,2021M06,379
09 Cataluña,25 Lleida,2021M05,404
09 Cataluña,25 Lleida,2021M04,370
09 Cataluña,25 Lleida,2021M03,469
09 Cataluña,25 Lleida,2021M02,516
09 Cataluña,25 Lleida,2021M01,423
09 Cataluña,25 Lleida,2020M12,321
09 Cataluña,25 Lleida,2020M11,307
09 Cataluña,25 Lleida,2020M10,299
09 Cataluña,25 Lleida,2020M09,266
09 Cataluña,25 Lleida,2020M08,259
09 Cataluña,25 Lleida,2020M07,240
09 Cataluña,25 Lleida,2020M06,196
09 Cataluña,25 Lleida,2020M05,135
09 Cataluña,25 Lleida,2020M04,213
09 Cataluña,25 Lleida,2020M03,333
09 Cataluña,25 Lleida,2020M02,333
09 Cataluña,25 Lleida,2020M01,430
09 Cataluña,25 Lleida,2019M12,286
09 Cataluña,25 Lleida,2019M11,263
09 Cataluña,25 Lleida,2019M10,299
09 Cataluña,25 Lleida,2019M09,244
09 Cataluña,25 Lleida,2019M08,341
09 Cataluña,25 Lleida,2019M07,418
09 Cataluña,25 Lleida,2019M06,301
09 Cataluña,25 Lleida,2019M05,333
09 Cataluña,25 Lleida,2019M04,253
09 Cataluña,25 Lleida,2019M03,340
09 Cataluña,25 Lleida,2019M02,315
09 Cataluña,25 Lleida,2019M01,357
09 Cataluña,25 Lleida,2018M12,287
09 Cataluña,25 Lleida,2018M11,290
09 Cataluña,25 Lleida,2018M10,315
09 Cataluña,25 Lleida,2018M09,272
09 Cataluña,25 Lleida,2018M08,376
09 Cataluña,25 Lleida,2018M07,361
09 Cataluña,25 Lleida,2018M06,389
09 Cataluña,25 Lleida,2018M05,398
09 Cataluña,25 Lleida,2018M04,282
09 Cataluña,25 Lleida,2018M03,298
09 Cataluña,25 Lleida,2018M02,343
09 Cataluña,25 Lleida,2018M01,334
09 Cataluña,25 Lleida,2017M12,262
09 Cataluña,25 Lleida,2017M11,303
09 Cataluña,25 Lleida,2017M10,278
09 Cataluña,25 Lleida,2017M09,279
09 Cataluña,25 Lleida,2017M08,287
09 Cataluña,25 Lleida,2017M07,293
09 Cataluña,25 Lleida,2017M06,311
09 Cataluña,25 Lleida,2017M05,329
09 Cataluña,25 Lleida,2017M04,220
09 Cataluña,25 Lleida,2017M03,292
09 Cataluña,25 Lleida,2017M02,274
09 Cataluña,25 Lleida,2017M01,275
09 Cataluña,25 Lleida,2016M12,228
09 Cataluña,25 Lleida,2016M11,246
09 Cataluña,25 Lleida,2016M10,208
09 Cataluña,25 Lleida,2016M09,238
09 Cataluña,25 Lleida,2016M08,273
09 Cataluña,25 Lleida,2016M07,275
09 Cataluña,25 Lleida,2016M06,277
09 Cataluña,25 Lleida,2016M05,263
09 Cataluña,25 Lleida,2016M04,269
09 Cataluña,25 Lleida,2016M03,243
09 Cataluña,25 Lleida,2016M02,277
09 Cataluña,25 Lleida,2016M01,274
09 Cataluña,25 Lleida,2015M12,235
09 Cataluña,25 Lleida,2015M11,187
09 Cataluña,25 Lleida,2015M10,177
09 Cataluña,25 Lleida,2015M09,229
09 Cataluña,25 Lleida,2015M08,255
09 Cataluña,25 Lleida,2015M07,273
09 Cataluña,25 Lleida,2015M06,184
09 Cataluña,25 Lleida,2015M05,180
09 Cataluña,25 Lleida,2015M04,210
09 Cataluña,25 Lleida,2015M03,212
09 Cataluña,25 Lleida,2015M02,257
09 Cataluña,25 Lleida,2015M01,252
09 Cataluña,25 Lleida,2014M12,184
09 Cataluña,25 Lleida,2014M11,197
09 Cataluña,25 Lleida,2014M10,208
09 Cataluña,25 Lleida,2014M09,158
09 Cataluña,25 Lleida,2014M08,168
09 Cataluña,25 Lleida,2014M07,198
09 Cataluña,25 Lleida,2014M06,178
09 Cataluña,25 Lleida,2014M05,190
09 Cataluña,25 Lleida,2014M04,177
09 Cataluña,25 Lleida,2014M03,193
09 Cataluña,25 Lleida,2014M02,202
09 Cataluña,25 Lleida,2014M01,223
09 Cataluña,25 Lleida,2013M12,161
09 Cataluña,25 Lleida,2013M11,173
09 Cataluña,25 Lleida,2013M10,152
09 Cataluña,25 Lleida,2013M09,172
09 Cataluña,25 Lleida,2013M08,287
09 Cataluña,25 Lleida,2013M07,179
09 Cataluña,25 Lleida,2013M06,211
09 Cataluña,25 Lleida,2013M05,240
09 Cataluña,25 Lleida,2013M04,232
09 Cataluña,25 Lleida,2013M03,190
09 Cataluña,25 Lleida,2013M02,301
09 Cataluña,25 Lleida,2013M01,281
09 Cataluña,25 Lleida,2012M12,239
09 Cataluña,25 Lleida,2012M11,238
09 Cataluña,25 Lleida,2012M10,260
09 Cataluña,25 Lleida,2012M09,169
09 Cataluña,25 Lleida,2012M08,303
09 Cataluña,25 Lleida,2012M07,244
09 Cataluña,25 Lleida,2012M06,180
09 Cataluña,25 Lleida,2012M05,241
09 Cataluña,25 Lleida,2012M04,179
09 Cataluña,25 Lleida,2012M03,185
09 Cataluña,25 Lleida,2012M02,242
09 Cataluña,25 Lleida,2012M01,356
09 Cataluña,25 Lleida,2011M12,160
09 Cataluña,25 Lleida,2011M11,315
09 Cataluña,25 Lleida,2011M10,166
09 Cataluña,25 Lleida,2011M09,193
09 Cataluña,25 Lleida,2011M08,242
09 Cataluña,25 Lleida,2011M07,188
09 Cataluña,25 Lleida,2011M06,165
09 Cataluña,25 Lleida,2011M05,226
09 Cataluña,25 Lleida,2011M04,180
09 Cataluña,25 Lleida,2011M03,350
09 Cataluña,25 Lleida,2011M02,355
09 Cataluña,25 Lleida,2011M01,336
09 Cataluña,25 Lleida,2023M02,103
09 Cataluña,25 Lleida,2023M01,86
09 Cataluña,25 Lleida,2022M12,93
09 Cataluña,25 Lleida,2022M11,90
09 Cataluña,25 Lleida,2022M10,98
09 Cataluña,25 Lleida,2022M09,98
09 Cataluña,25 Lleida,2022M08,91
09 Cataluña,25 Lleida,2022M07,66
09 Cataluña,25 Lleida,2022M06,67
09 Cataluña,25 Lleida,2022M05,63
09 Cataluña,25 Lleida,2022M04,74
09 Cataluña,25 Lleida,2022M03,98
09 Cataluña,25 Lleida,2022M02,72
09 Cataluña,25 Lleida,2022M01,66
09 Cataluña,25 Lleida,2021M12,97
09 Cataluña,25 Lleida,2021M11,120
09 Cataluña,25 Lleida,2021M10,119
09 Cataluña,25 Lleida,2021M09,81
09 Cataluña,25 Lleida,2021M08,83
09 Cataluña,25 Lleida,2021M07,49
09 Cataluña,25 Lleida,2021M06,68
09 Cataluña,25 Lleida,2021M05,73
09 Cataluña,25 Lleida,2021M04,54
09 Cataluña,25 Lleida,2021M03,121
09 Cataluña,25 Lleida,2021M02,107
09 Cataluña,25 Lleida,2021M01,107
09 Cataluña,25 Lleida,2020M12,70
09 Cataluña,25 Lleida,2020M11,58
09 Cataluña,25 Lleida,2020M10,70
09 Cataluña,25 Lleida,2020M09,54
09 Cataluña,25 Lleida,2020M08,40
09 Cataluña,25 Lleida,2020M07,46
09 Cataluña,25 Lleida,2020M06,47
09 Cataluña,25 Lleida,2020M05,24
09 Cataluña,25 Lleida,2020M04,38
09 Cataluña,25 Lleida,2020M03,49
09 Cataluña,25 Lleida,2020M02,58
09 Cataluña,25 Lleida,2020M01,77
09 Cataluña,25 Lleida,2019M12,84
09 Cataluña,25 Lleida,2019M11,43
09 Cataluña,25 Lleida,2019M10,50
09 Cataluña,25 Lleida,2019M09,32
09 Cataluña,25 Lleida,2019M08,82
09 Cataluña,25 Lleida,2019M07,114
09 Cataluña,25 Lleida,2019M06,74
09 Cataluña,25 Lleida,2019M05,60
09 Cataluña,25 Lleida,2019M04,40
09 Cataluña,25 Lleida,2019M03,55
09 Cataluña,25 Lleida,2019M02,62
09 Cataluña,25 Lleida,2019M01,59
09 Cataluña,25 Lleida,2018M12,58
09 Cataluña,25 Lleida,2018M11,73
09 Cataluña,25 Lleida,2018M10,61
09 Cataluña,25 Lleida,2018M09,55
09 Cataluña,25 Lleida,2018M08,99
09 Cataluña,25 Lleida,2018M07,107
09 Cataluña,25 Lleida,2018M06,90
09 Cataluña,25 Lleida,2018M05,142
09 Cataluña,25 Lleida,2018M04,51
09 Cataluña,25 Lleida,2018M03,45
09 Cataluña,25 Lleida,2018M02,60
09 Cataluña,25 Lleida,2018M01,53
09 Cataluña,25 Lleida,2017M12,76
09 Cataluña,25 Lleida,2017M11,44
09 Cataluña,25 Lleida,2017M10,58
09 Cataluña,25 Lleida,2017M09,43
09 Cataluña,25 Lleida,2017M08,44
09 Cataluña,25 Lleida,2017M07,44
