Comunidades y Ciudades Autnomas,Provincias,Periodo,Total
09 Catalua,Barcelona,2010,2392
09 Catalua,Barcelona,2010,2441
09 Catalua,Barcelona,2010,2142
09 Catalua,Barcelona,2010,2903
09 Catalua,Barcelona,2010,3497
09 Catalua,Barcelona,2010,3623
09 Catalua,Barcelona,2010,2899
09 Catalua,Barcelona,2010,3036
09 Catalua,Barcelona,2010,2593
09 Catalua,Barcelona,2010,2913
09 Catalua,Barcelona,2010,3368
09 Catalua,Barcelona,2010,3065
09 Catalua,Barcelona,2009,2156
09 Catalua,Barcelona,2009,2122
09 Catalua,Barcelona,2009,2407
09 Catalua,Barcelona,2009,2762
09 Catalua,Barcelona,2009,2300
09 Catalua,Barcelona,2009,2573
09 Catalua,Barcelona,2009,2228
09 Catalua,Barcelona,2009,2116
09 Catalua,Barcelona,2009,1724
09 Catalua,Barcelona,2009,2035
09 Catalua,Barcelona,2009,1908
09 Catalua,Barcelona,2009,2255
09 Catalua,Barcelona,2008,1814
09 Catalua,Barcelona,2008,2170
09 Catalua,Barcelona,2008,2279
09 Catalua,Barcelona,2008,2698
09 Catalua,Barcelona,2008,2290
09 Catalua,Barcelona,2008,2919
09 Catalua,Barcelona,2008,2800
09 Catalua,Barcelona,2008,3238
09 Catalua,Barcelona,2008,3457
09 Catalua,Barcelona,2008,3016
09 Catalua,Barcelona,2008,3970
09 Catalua,Barcelona,2008,4718
09 Catalua,Barcelona,2007,3178
09 Catalua,Barcelona,2007,3627
09 Catalua,Barcelona,2007,3779
09 Catalua,Barcelona,2007,4667
09 Catalua,Barcelona,2007,4615
09 Catalua,Barcelona,2007,5370
09 Catalua,Barcelona,2007,5397
09 Catalua,Barcelona,2007,6499
09 Catalua,Barcelona,2007,5066
09 Catalua,Barcelona,2007,6377
09 Catalua,Barcelona,2007,6918
09 Catalua,Barcelona,2007,8262
09 Catalua,Barcelona,2023,454
09 Catalua,Barcelona,2023,572
09 Catalua,Barcelona,2023,479
09 Catalua,Barcelona,2023,517
09 Catalua,Barcelona,2022,426
09 Catalua,Barcelona,2022,505
09 Catalua,Barcelona,2022,598
09 Catalua,Barcelona,2022,484
09 Catalua,Barcelona,2022,547
09 Catalua,Barcelona,2022,546
09 Catalua,Barcelona,2022,490
09 Catalua,Barcelona,2022,576
09 Catalua,Barcelona,2022,495
09 Catalua,Barcelona,2022,637
09 Catalua,Barcelona,2022,499
09 Catalua,Barcelona,2022,490
09 Catalua,Barcelona,2021,544
09 Catalua,Barcelona,2021,444
09 Catalua,Barcelona,2021,442
09 Catalua,Barcelona,2021,533
09 Catalua,Barcelona,2021,501
09 Catalua,Barcelona,2021,537
09 Catalua,Barcelona,2021,513
09 Catalua,Barcelona,2021,494
09 Catalua,Barcelona,2021,463
09 Catalua,Barcelona,2021,563
09 Catalua,Barcelona,2021,386
09 Catalua,Barcelona,2021,350
09 Catalua,Barcelona,2020,393
09 Catalua,Barcelona,2020,381
09 Catalua,Barcelona,2020,330
09 Catalua,Barcelona,2020,323
09 Catalua,Barcelona,2020,297
09 Catalua,Barcelona,2020,364
09 Catalua,Barcelona,2020,341
09 Catalua,Barcelona,2020,293
09 Catalua,Barcelona,2020,310
09 Catalua,Barcelona,2020,402
09 Catalua,Barcelona,2020,440
09 Catalua,Barcelona,2020,464
09 Catalua,Barcelona,2019,374
09 Catalua,Barcelona,2019,502
09 Catalua,Barcelona,2019,537
09 Catalua,Barcelona,2019,478
09 Catalua,Barcelona,2019,388
09 Catalua,Barcelona,2019,611
09 Catalua,Barcelona,2019,507
09 Catalua,Barcelona,2019,571
09 Catalua,Barcelona,2019,497
09 Catalua,Barcelona,2019,468
09 Catalua,Barcelona,2019,518
09 Catalua,Barcelona,2019,497
09 Catalua,Barcelona,2018,375
09 Catalua,Barcelona,2018,522
09 Catalua,Barcelona,2018,543
09 Catalua,Barcelona,2018,496
09 Catalua,Barcelona,2018,579
09 Catalua,Barcelona,2018,603
09 Catalua,Barcelona,2018,540
09 Catalua,Barcelona,2018,583
09 Catalua,Barcelona,2018,549
09 Catalua,Barcelona,2018,563
09 Catalua,Barcelona,2018,531
09 Catalua,Barcelona,2018,619
09 Catalua,Barcelona,2017,413
09 Catalua,Barcelona,2017,539
09 Catalua,Barcelona,2017,427
09 Catalua,Barcelona,2017,462
09 Catalua,Barcelona,2017,542
09 Catalua,Barcelona,2017,537
09 Catalua,Barcelona,2017,586
09 Catalua,Barcelona,2017,646
09 Catalua,Barcelona,2017,478
09 Catalua,Barcelona,2017,642
09 Catalua,Barcelona,2017,565
09 Catalua,Barcelona,2017,571
09 Catalua,Barcelona,2016,453
09 Catalua,Barcelona,2016,468
09 Catalua,Barcelona,2016,452
09 Catalua,Barcelona,2016,543
09 Catalua,Barcelona,2016,582
09 Catalua,Barcelona,2016,557
09 Catalua,Barcelona,2016,515
09 Catalua,Barcelona,2016,517
09 Catalua,Barcelona,2016,578
09 Catalua,Barcelona,2016,517
09 Catalua,Barcelona,2016,578
09 Catalua,Barcelona,2016,478
09 Catalua,Barcelona,2015,414
09 Catalua,Barcelona,2015,414
09 Catalua,Barcelona,2015,401
09 Catalua,Barcelona,2015,436
09 Catalua,Barcelona,2015,413
09 Catalua,Barcelona,2015,546
09 Catalua,Barcelona,2015,436
09 Catalua,Barcelona,2015,372
09 Catalua,Barcelona,2015,416
09 Catalua,Barcelona,2015,459
09 Catalua,Barcelona,2015,432
09 Catalua,Barcelona,2015,416
09 Catalua,Barcelona,2014,304
09 Catalua,Barcelona,2014,313
09 Catalua,Barcelona,2014,348
09 Catalua,Barcelona,2014,330
09 Catalua,Barcelona,2014,299
09 Catalua,Barcelona,2014,340
09 Catalua,Barcelona,2014,326
09 Catalua,Barcelona,2014,357
09 Catalua,Barcelona,2014,325
09 Catalua,Barcelona,2014,296
09 Catalua,Barcelona,2014,310
09 Catalua,Barcelona,2014,403
09 Catalua,Barcelona,2013,255
09 Catalua,Barcelona,2013,251
09 Catalua,Barcelona,2013,310
09 Catalua,Barcelona,2013,271
09 Catalua,Barcelona,2013,355
09 Catalua,Barcelona,2013,330
09 Catalua,Barcelona,2013,301
09 Catalua,Barcelona,2013,302
09 Catalua,Barcelona,2013,274
09 Catalua,Barcelona,2013,264
09 Catalua,Barcelona,2013,474
09 Catalua,Barcelona,2013,599
09 Catalua,Barcelona,2012,261
09 Catalua,Barcelona,2012,319
09 Catalua,Barcelona,2012,110
09 Catalua,Barcelona,2012,107
09 Catalua,Barcelona,2012,117
09 Catalua,Barcelona,2012,169
09 Catalua,Barcelona,2012,119
09 Catalua,Barcelona,2012,104
09 Catalua,Barcelona,2012,100
09 Catalua,Barcelona,2012,144
09 Catalua,Barcelona,2012,144
09 Catalua,Barcelona,2012,189
09 Catalua,Barcelona,2011,103
09 Catalua,Barcelona,2011,123
09 Catalua,Barcelona,2011,103
09 Catalua,Barcelona,2011,134
09 Catalua,Barcelona,2011,112
09 Catalua,Barcelona,2011,151
09 Catalua,Barcelona,2011,136
09 Catalua,Barcelona,2011,149
09 Catalua,Barcelona,2011,226
09 Catalua,Barcelona,2011,182
09 Catalua,Barcelona,2011,376
09 Catalua,Barcelona,2011,381
09 Catalua,Barcelona,2010,101
09 Catalua,Barcelona,2010,121
09 Catalua,Barcelona,2010,203
09 Catalua,Barcelona,2010,168
09 Catalua,Barcelona,2010,196
09 Catalua,Barcelona,2010,225
09 Catalua,Barcelona,2010,183
09 Catalua,Barcelona,2010,188
09 Catalua,Barcelona,2010,191
09 Catalua,Barcelona,2010,132
09 Catalua,Barcelona,2010,242
09 Catalua,Barcelona,2010,180
09 Catalua,Barcelona,2009,198
09 Catalua,Barcelona,2009,129
09 Catalua,Barcelona,2009,132
09 Catalua,Barcelona,2009,236
09 Catalua,Barcelona,2009,157
09 Catalua,Barcelona,2009,176
09 Catalua,Barcelona,2009,187
09 Catalua,Barcelona,2009,122
09 Catalua,Barcelona,2009,93
09 Catalua,Barcelona,2009,140
09 Catalua,Barcelona,2009,116
09 Catalua,Barcelona,2009,267
09 Catalua,Barcelona,2008,228
09 Catalua,Barcelona,2008,254
09 Catalua,Barcelona,2008,250
09 Catalua,Barcelona,2008,224
09 Catalua,Barcelona,2008,191
09 Catalua,Barcelona,2008,279
09 Catalua,Barcelona,2008,172
09 Catalua,Barcelona,2008,148
09 Catalua,Barcelona,2008,180
09 Catalua,Barcelona,2008,197
09 Catalua,Barcelona,2008,198
09 Catalua,Barcelona,2008,190
09 Catalua,Barcelona,2007,169
09 Catalua,Barcelona,2007,192
09 Catalua,Barcelona,2007,251
09 Catalua,Barcelona,2007,205
09 Catalua,Barcelona,2007,233
09 Catalua,Barcelona,2007,332
09 Catalua,Barcelona,2007,476
09 Catalua,Barcelona,2007,557
09 Catalua,Barcelona,2007,233
09 Catalua,Barcelona,2007,277
09 Catalua,Barcelona,2007,284
09 Catalua,Barcelona,2007,466
09 Catalua,Girona,2023,1066
09 Catalua,Girona,2023,1229
09 Catalua,Girona,2023,1224
09 Catalua,Girona,2023,1409
09 Catalua,Girona,2022,1081
09 Catalua,Girona,2022,1326
09 Catalua,Girona,2022,1252
09 Catalua,Girona,2022,1432
09 Catalua,Girona,2022,1435
09 Catalua,Girona,2022,1343
09 Catalua,Girona,2022,1243
09 Catalua,Girona,2022,1421
09 Catalua,Girona,2022,1071
09 Catalua,Girona,2022,1267
09 Catalua,Girona,2022,1120
09 Catalua,Girona,2022,1199
09 Catalua,Girona,2021,1065
09 Catalua,Girona,2021,1122
09 Catalua,Girona,2021,1153
09 Catalua,Girona,2021,1216
09 Catalua,Girona,2021,1098
09 Catalua,Girona,2021,1170
09 Catalua,Girona,2021,883
09 Catalua,Girona,2021,1022
09 Catalua,Girona,2021,855
09 Catalua,Girona,2021,1005
09 Catalua,Girona,2021,1020
09 Catalua,Girona,2021,923
09 Catalua,Girona,2020,899
09 Catalua,Girona,2020,946
09 Catalua,Girona,2020,764
09 Catalua,Girona,2020,805
09 Catalua,Girona,2020,745
09 Catalua,Girona,2020,746
09 Catalua,Girona,2020,562
09 Catalua,Girona,2020,468
09 Catalua,Girona,2020,520
09 Catalua,Girona,2020,819
09 Catalua,Girona,2020,917
09 Catalua,Girona,2020,1047
09 Catalua,Girona,2019,741
09 Catalua,Girona,2019,783
09 Catalua,Girona,2019,990
09 Catalua,Girona,2019,840
09 Catalua,Girona,2019,794
09 Catalua,Girona,2019,1070
09 Catalua,Girona,2019,851
09 Catalua,Girona,2019,1120
09 Catalua,Girona,2019,840
09 Catalua,Girona,2019,958
09 Catalua,Girona,2019,854
09 Catalua,Girona,2019,1065
09 Catalua,Girona,2018,734
09 Catalua,Girona,2018,935
09 Catalua,Girona,2018,997
09 Catalua,Girona,2018,839
09 Catalua,Girona,2018,868
09 Catalua,Girona,2018,1014
09 Catalua,Girona,2018,811
09 Catalua,Girona,2018,878
09 Catalua,Girona,2018,915
09 Catalua,Girona,2018,928
09 Catalua,Girona,2018,867
09 Catalua,Girona,2018,975
09 Catalua,Girona,2017,623
09 Catalua,Girona,2017,877
09 Catalua,Girona,2017,827
09 Catalua,Girona,2017,768
09 Catalua,Girona,2017,968
09 Catalua,Girona,2017,964
09 Catalua,Girona,2017,926
09 Catalua,Girona,2017,1017
09 Catalua,Girona,2017,733
09 Catalua,Girona,2017,925
09 Catalua,Girona,2017,817
09 Catalua,Girona,2017,908
09 Catalua,Girona,2016,666
09 Catalua,Girona,2016,762
09 Catalua,Girona,2016,664
09 Catalua,Girona,2016,774
09 Catalua,Girona,2016,852
09 Catalua,Girona,2016,757
09 Catalua,Girona,2016,810
09 Catalua,Girona,2016,716
09 Catalua,Girona,2016,690
09 Catalua,Girona,2016,654
09 Catalua,Girona,2016,955
09 Catalua,Girona,2016,701
09 Catalua,Girona,2015,649
09 Catalua,Girona,2015,660
09 Catalua,Girona,2015,579
09 Catalua,Girona,2015,659
09 Catalua,Girona,2015,605
09 Catalua,Girona,2015,696
09 Catalua,Girona,2015,602
09 Catalua,Girona,2015,609
09 Catalua,Girona,2015,571
09 Catalua,Girona,2015,602
09 Catalua,Girona,2015,633
09 Catalua,Girona,2015,747
09 Catalua,Girona,2014,644
09 Catalua,Girona,2014,603
09 Catalua,Girona,2014,571
09 Catalua,Girona,2014,640
09 Catalua,Girona,2014,584
09 Catalua,Girona,2014,658
09 Catalua,Girona,2014,592
09 Catalua,Girona,2014,688
09 Catalua,Girona,2014,520
09 Catalua,Girona,2014,586
09 Catalua,Girona,2014,532
09 Catalua,Girona,2014,754
09 Catalua,Girona,2013,427
09 Catalua,Girona,2013,483
09 Catalua,Girona,2013,490
09 Catalua,Girona,2013,609
09 Catalua,Girona,2013,672
09 Catalua,Girona,2013,725
09 Catalua,Girona,2013,570
09 Catalua,Girona,2013,611
09 Catalua,Girona,2013,507
09 Catalua,Girona,2013,392
09 Catalua,Girona,2013,574
09 Catalua,Girona,2013,969
09 Catalua,Girona,2012,473
09 Catalua,Girona,2012,656
09 Catalua,Girona,2012,575
09 Catalua,Girona,2012,636
09 Catalua,Girona,2012,669
09 Catalua,Girona,2012,526
09 Catalua,Girona,2012,484
09 Catalua,Girona,2012,510
09 Catalua,Girona,2012,479
09 Catalua,Girona,2012,580
09 Catalua,Girona,2012,617
09 Catalua,Girona,2012,641
09 Catalua,Girona,2011,506
09 Catalua,Girona,2011,571
09 Catalua,Girona,2011,550
09 Catalua,Girona,2011,472
09 Catalua,Girona,2011,551
09 Catalua,Girona,2011,560
09 Catalua,Girona,2011,565
09 Catalua,Girona,2011,651
09 Catalua,Girona,2011,410
09 Catalua,Girona,2011,495
09 Catalua,Girona,2011,712
09 Catalua,Girona,2011,748
09 Catalua,Girona,2010,540
09 Catalua,Girona,2010,571
09 Catalua,Girona,2010,408
09 Catalua,Girona,2010,542
09 Catalua,Girona,2010,771
09 Catalua,Girona,2010,852
09 Catalua,Girona,2010,612
09 Catalua,Girona,2010,651
09 Catalua,Girona,2010,801
09 Catalua,Girona,2010,639
09 Catalua,Girona,2010,888
09 Catalua,Girona,2010,719
09 Catalua,Girona,2009,652
09 Catalua,Girona,2009,667
09 Catalua,Girona,2009,589
09 Catalua,Girona,2009,643
09 Catalua,Girona,2009,602
09 Catalua,Girona,2009,712
09 Catalua,Girona,2009,476
09 Catalua,Girona,2009,557
09 Catalua,Girona,2009,425
09 Catalua,Girona,2009,690
09 Catalua,Girona,2009,556
09 Catalua,Girona,2009,616
09 Catalua,Girona,2008,528
09 Catalua,Girona,2008,727
09 Catalua,Girona,2008,669
09 Catalua,Girona,2008,616
09 Catalua,Girona,2008,591
09 Catalua,Girona,2008,798
09 Catalua,Girona,2008,729
09 Catalua,Girona,2008,832
09 Catalua,Girona,2008,935
09 Catalua,Girona,2008,774
09 Catalua,Girona,2008,965
09 Catalua,Girona,2008,1288
09 Catalua,Girona,2007,873
09 Catalua,Girona,2007,1109
09 Catalua,Girona,2007,1120
09 Catalua,Girona,2007,1120
09 Catalua,Girona,2007,1166
09 Catalua,Girona,2007,1304
09 Catalua,Girona,2007,1451
09 Catalua,Girona,2007,1882
09 Catalua,Girona,2007,1326
09 Catalua,Girona,2007,1569
09 Catalua,Girona,2007,1599
09 Catalua,Girona,2007,2063
09 Catalua,Girona,2023,195
09 Catalua,Girona,2023,204
09 Catalua,Girona,2023,251
09 Catalua,Girona,2023,186
09 Catalua,Girona,2022,167
09 Catalua,Girona,2022,216
09 Catalua,Girona,2022,211
09 Catalua,Girona,2022,218
09 Catalua,Girona,2022,228
09 Catalua,Girona,2022,205
09 Catalua,Girona,2022,180
09 Catalua,Girona,2022,220
09 Catalua,Girona,2022,201
09 Catalua,Girona,2022,254
09 Catalua,Girona,2022,202
09 Catalua,Girona,2022,199
09 Catalua,Girona,2021,162
09 Catalua,Girona,2021,182
09 Catalua,Girona,2021,244
09 Catalua,Girona,2021,231
09 Catalua,Girona,2021,156
09 Catalua,Girona,2021,192
09 Catalua,Girona,2021,137
09 Catalua,Girona,2021,165
09 Catalua,Girona,2021,141
09 Catalua,Girona,2021,161
09 Catalua,Girona,2021,177
09 Catalua,Girona,2021,133
09 Catalua,Girona,2020,184
09 Catalua,Girona,2020,137
09 Catalua,Girona,2020,121
09 Catalua,Girona,2020,120
09 Catalua,Girona,2020,141
09 Catalua,Girona,2020,92
09 Catalua,Girona,2020,86
09 Catalua,Girona,2020,82
09 Catalua,Girona,2020,80
09 Catalua,Girona,2020,133
09 Catalua,Girona,2020,123
09 Catalua,Girona,2020,157
09 Catalua,Girona,2019,115
09 Catalua,Girona,2019,116
09 Catalua,Girona,2019,198
09 Catalua,Girona,2019,121
09 Catalua,Girona,2019,125
09 Catalua,Girona,2019,176
09 Catalua,Girona,2019,113
09 Catalua,Girona,2019,166
09 Catalua,Girona,2019,138
09 Catalua,Girona,2019,161
09 Catalua,Girona,2019,112
09 Catalua,Girona,2019,147
09 Catalua,Girona,2018,96
09 Catalua,Girona,2018,149
09 Catalua,Girona,2018,149
09 Catalua,Girona,2018,146
09 Catalua,Girona,2018,129
09 Catalua,Girona,2018,164
09 Catalua,Girona,2018,126
09 Catalua,Girona,2018,147
09 Catalua,Girona,2018,187
09 Catalua,Girona,2018,223
09 Catalua,Girona,2018,131
09 Catalua,Girona,2018,148
09 Catalua,Girona,2017,93
09 Catalua,Girona,2017,121
09 Catalua,Girona,2017,122
09 Catalua,Girona,2017,126
09 Catalua,Girona,2017,197
09 Catalua,Girona,2017,125
09 Catalua,Girona,2017,143
09 Catalua,Girona,2017,143
09 Catalua,Girona,2017,110
09 Catalua,Girona,2017,128
09 Catalua,Girona,2017,104
09 Catalua,Girona,2017,166
09 Catalua,Girona,2016,107
09 Catalua,Girona,2016,129
09 Catalua,Girona,2016,88
09 Catalua,Girona,2016,95
09 Catalua,Girona,2016,145
09 Catalua,Girona,2016,102
09 Catalua,Girona,2016,101
09 Catalua,Girona,2016,114
09 Catalua,Girona,2016,97
09 Catalua,Girona,2016,77
09 Catalua,Girona,2016,97
09 Catalua,Girona,2016,96
09 Catalua,Girona,2015,76
09 Catalua,Girona,2015,100
09 Catalua,Girona,2015,81
09 Catalua,Girona,2015,105
09 Catalua,Girona,2015,80
09 Catalua,Girona,2015,108
09 Catalua,Girona,2015,86
09 Catalua,Girona,2015,93
09 Catalua,Girona,2015,96
09 Catalua,Girona,2015,118
09 Catalua,Girona,2015,130
09 Catalua,Girona,2015,128
09 Catalua,Girona,2014,181
09 Catalua,Girona,2014,181
09 Catalua,Girona,2014,117
09 Catalua,Girona,2014,140
09 Catalua,Girona,2014,188
09 Catalua,Girona,2014,136
09 Catalua,Girona,2014,164
09 Catalua,Girona,2014,185
09 Catalua,Girona,2014,197
09 Catalua,Girona,2014,198
09 Catalua,Girona,2014,192
09 Catalua,Girona,2014,253
09 Catalua,Girona,2013,149
09 Catalua,Girona,2013,159
09 Catalua,Girona,2013,166
09 Catalua,Girona,2013,200
09 Catalua,Girona,2013,214
09 Catalua,Girona,2013,308
09 Catalua,Girona,2013,239
09 Catalua,Girona,2013,275
09 Catalua,Girona,2013,183
09 Catalua,Girona,2013,154
09 Catalua,Girona,2013,244
09 Catalua,Girona,2013,459
09 Catalua,Girona,2012,171
09 Catalua,Girona,2012,279
09 Catalua,Girona,2012,244
09 Catalua,Girona,2012,338
09 Catalua,Girona,2012,335
09 Catalua,Girona,2012,237
09 Catalua,Girona,2012,212
09 Catalua,Girona,2012,179
09 Catalua,Girona,2012,273
09 Catalua,Girona,2012,296
09 Catalua,Girona,2012,298
09 Catalua,Girona,2012,274
09 Catalua,Girona,2011,221
09 Catalua,Girona,2011,243
09 Catalua,Girona,2011,254
09 Catalua,Girona,2011,224
09 Catalua,Girona,2011,272
09 Catalua,Girona,2011,254
09 Catalua,Girona,2011,329
09 Catalua,Girona,2011,343
09 Catalua,Girona,2011,224
09 Catalua,Girona,2011,236
09 Catalua,Girona,2011,330
09 Catalua,Girona,2011,343
09 Catalua,Girona,2010,292
09 Catalua,Girona,2010,254
09 Catalua,Girona,2010,183
09 Catalua,Girona,2010,246
09 Catalua,Girona,2010,399
09 Catalua,Girona,2010,455
09 Catalua,Girona,2010,272
09 Catalua,Girona,2010,346
09 Catalua,Girona,2010,512
09 Catalua,Girona,2010,338
09 Catalua,Girona,2010,478
09 Catalua,Girona,2010,340
09 Catalua,Girona,2009,280
09 Catalua,Girona,2009,369
09 Catalua,Girona,2009,303
09 Catalua,Girona,2009,299
09 Catalua,Girona,2009,270
09 Catalua,Girona,2009,367
09 Catalua,Girona,2009,243
09 Catalua,Girona,2009,303
09 Catalua,Girona,2009,274
09 Catalua,Girona,2009,435
09 Catalua,Girona,2009,335
09 Catalua,Girona,2009,349
09 Catalua,Girona,2008,281
09 Catalua,Girona,2008,444
09 Catalua,Girona,2008,348
09 Catalua,Girona,2008,375
09 Catalua,Girona,2008,321
09 Catalua,Girona,2008,468
09 Catalua,Girona,2008,419
09 Catalua,Girona,2008,451
09 Catalua,Girona,2008,468
09 Catalua,Girona,2008,431
09 Catalua,Girona,2008,498
09 Catalua,Girona,2008,685
09 Catalua,Girona,2007,450
09 Catalua,Girona,2007,497
09 Catalua,Girona,2007,565
09 Catalua,Girona,2007,524
09 Catalua,Girona,2007,567
09 Catalua,Girona,2007,632
09 Catalua,Girona,2007,729
09 Catalua,Girona,2007,963
09 Catalua,Girona,2007,584
09 Catalua,Girona,2007,714
09 Catalua,Girona,2007,705
09 Catalua,Girona,2007,857
09 Catalua,Girona,2023,871
09 Catalua,Girona,2023,1025
09 Catalua,Girona,2023,973
09 Catalua,Girona,2023,1223
09 Catalua,Girona,2022,914
09 Catalua,Girona,2022,1110
09 Catalua,Girona,2022,1041
09 Catalua,Girona,2022,1214
09 Catalua,Girona,2022,1207
09 Catalua,Girona,2022,1138
09 Catalua,Girona,2022,1063
09 Catalua,Girona,2022,1201
09 Catalua,Girona,2022,870
09 Catalua,Girona,2022,1013
09 Catalua,Girona,2022,918
09 Catalua,Girona,2022,1000
09 Catalua,Girona,2021,903
09 Catalua,Girona,2021,940
09 Catalua,Girona,2021,909
09 Catalua,Girona,2021,985
09 Catalua,Girona,2021,942
09 Catalua,Girona,2021,978
09 Catalua,Girona,2021,746
09 Catalua,Girona,2021,857
09 Catalua,Girona,2021,714
09 Catalua,Girona,2021,844
09 Catalua,Girona,2021,843
09 Catalua,Girona,2021,790
09 Catalua,Girona,2020,715
09 Catalua,Girona,2020,809
09 Catalua,Girona,2020,643
09 Catalua,Girona,2020,685
09 Catalua,Girona,2020,604
09 Catalua,Girona,2020,654
09 Catalua,Girona,2020,476
09 Catalua,Girona,2020,386
09 Catalua,Girona,2020,440
09 Catalua,Girona,2020,686
09 Catalua,Girona,2020,794
09 Catalua,Girona,2020,890
09 Catalua,Girona,2019,626
09 Catalua,Girona,2019,667
09 Catalua,Girona,2019,792
09 Catalua,Girona,2019,719
09 Catalua,Girona,2019,669
09 Catalua,Girona,2019,894
09 Catalua,Girona,2019,738
09 Catalua,Girona,2019,954
09 Catalua,Girona,2019,702
09 Catalua,Girona,2019,797
09 Catalua,Girona,2019,742
09 Catalua,Girona,2019,918
09 Catalua,Girona,2018,638
09 Catalua,Girona,2018,786
09 Catalua,Girona,2018,848
09 Catalua,Girona,2018,693
09 Catalua,Girona,2018,739
09 Catalua,Girona,2018,850
09 Catalua,Girona,2018,685
09 Catalua,Girona,2018,731
09 Catalua,Girona,2018,728
09 Catalua,Girona,2018,705
09 Catalua,Girona,2018,736
09 Catalua,Girona,2018,827
09 Catalua,Girona,2017,530
09 Catalua,Girona,2017,756
09 Catalua,Girona,2017,705
09 Catalua,Girona,2017,642
09 Catalua,Girona,2017,771
09 Catalua,Girona,2017,839
09 Catalua,Girona,2017,783
09 Catalua,Girona,2017,874
09 Catalua,Girona,2017,623
09 Catalua,Girona,2017,797
09 Catalua,Girona,2017,713
09 Catalua,Girona,2017,742
09 Catalua,Girona,2016,559
09 Catalua,Girona,2016,633
09 Catalua,Girona,2016,576
09 Catalua,Girona,2016,679
09 Catalua,Girona,2016,707
09 Catalua,Girona,2016,655
09 Catalua,Girona,2016,709
09 Catalua,Girona,2016,602
09 Catalua,Girona,2016,593
09 Catalua,Girona,2016,577
09 Catalua,Girona,2016,858
09 Catalua,Girona,2016,605
09 Catalua,Girona,2015,573
09 Catalua,Girona,2015,560
09 Catalua,Girona,2015,498
09 Catalua,Girona,2015,554
09 Catalua,Girona,2015,525
09 Catalua,Girona,2015,588
09 Catalua,Girona,2015,516
09 Catalua,Girona,2015,516
09 Catalua,Girona,2015,475
09 Catalua,Girona,2015,484
09 Catalua,Girona,2015,503
09 Catalua,Girona,2015,619
09 Catalua,Girona,2014,463
09 Catalua,Girona,2014,422
09 Catalua,Girona,2014,454
09 Catalua,Girona,2014,500
09 Catalua,Girona,2014,396
09 Catalua,Girona,2014,522
09 Catalua,Girona,2014,428
09 Catalua,Girona,2014,503
09 Catalua,Girona,2014,323
09 Catalua,Girona,2014,388
09 Catalua,Girona,2014,340
09 Catalua,Girona,2014,501
09 Catalua,Girona,2013,278
09 Catalua,Girona,2013,324
09 Catalua,Girona,2013,324
09 Catalua,Girona,2013,409
09 Catalua,Girona,2013,458
09 Catalua,Girona,2013,417
09 Catalua,Girona,2013,331
09 Catalua,Girona,2013,336
09 Catalua,Girona,2013,324
09 Catalua,Girona,2013,238
09 Catalua,Girona,2013,330
09 Catalua,Girona,2013,510
09 Catalua,Girona,2012,302
09 Catalua,Girona,2012,377
09 Catalua,Girona,2012,331
09 Catalua,Girona,2012,298
09 Catalua,Girona,2012,334
09 Catalua,Girona,2012,289
09 Catalua,Girona,2012,272
09 Catalua,Girona,2012,331
09 Catalua,Girona,2012,206
09 Catalua,Girona,2012,284
09 Catalua,Girona,2012,319
09 Catalua,Girona,2012,367
09 Catalua,Girona,2011,285
09 Catalua,Girona,2011,328
09 Catalua,Girona,2011,296
09 Catalua,Girona,2011,248
09 Catalua,Girona,2011,279
09 Catalua,Girona,2011,306
09 Catalua,Girona,2011,236
09 Catalua,Girona,2011,308
09 Catalua,Girona,2011,186
09 Catalua,Girona,2011,259
09 Catalua,Girona,2011,382
09 Catalua,Girona,2011,405
09 Catalua,Girona,2010,248
09 Catalua,Girona,2010,317
09 Catalua,Girona,2010,225
09 Catalua,Girona,2010,296
09 Catalua,Girona,2010,372
09 Catalua,Girona,2010,397
09 Catalua,Girona,2010,340
09 Catalua,Girona,2010,305
09 Catalua,Girona,2010,289
09 Catalua,Girona,2010,301
09 Catalua,Girona,2010,410
09 Catalua,Girona,2010,379
09 Catalua,Girona,2009,372
09 Catalua,Girona,2009,298
09 Catalua,Girona,2009,286
09 Catalua,Girona,2009,344
09 Catalua,Girona,2009,332
09 Catalua,Girona,2009,345
09 Catalua,Girona,2009,233
09 Catalua,Girona,2009,254
09 Catalua,Girona,2009,151
09 Catalua,Girona,2009,255
09 Catalua,Girona,2009,221
09 Catalua,Girona,2009,267
09 Catalua,Girona,2008,247
09 Catalua,Girona,2008,283
09 Catalua,Girona,2008,321
09 Catalua,Girona,2008,241
09 Catalua,Girona,2008,270
09 Catalua,Girona,2008,330
09 Catalua,Girona,2008,310
09 Catalua,Girona,2008,381
09 Catalua,Girona,2008,467
09 Catalua,Girona,2008,343
09 Catalua,Girona,2008,467
09 Catalua,Girona,2008,603
09 Catalua,Girona,2007,423
09 Catalua,Girona,2007,612
09 Catalua,Girona,2007,555
09 Catalua,Girona,2007,596
09 Catalua,Girona,2007,599
09 Catalua,Girona,2007,672
09 Catalua,Girona,2007,722
09 Catalua,Girona,2007,919
09 Catalua,Girona,2007,742
09 Catalua,Girona,2007,855
09 Catalua,Girona,2007,894
09 Catalua,Girona,2007,1206
09 Catalua,Girona,2023,1044
09 Catalua,Girona,2023,1188
09 Catalua,Girona,2023,1190
