Comunidades y Ciudades Autnomas,Provincias,Periodo,Total
09 Catalua,Girona,2023,1353
09 Catalua,Girona,2022,1048
09 Catalua,Girona,2022,1272
09 Catalua,Girona,2022,1210
09 Catalua,Girona,2022,1372
09 Catalua,Girona,2022,1382
09 Catalua,Girona,2022,1293
09 Catalua,Girona,2022,1206
09 Catalua,Girona,2022,1376
09 Catalua,Girona,2022,1038
09 Catalua,Girona,2022,1227
09 Catalua,Girona,2022,1091
09 Catalua,Girona,2022,1170
09 Catalua,Girona,2021,1033
09 Catalua,Girona,2021,1089
09 Catalua,Girona,2021,1098
09 Catalua,Girona,2021,1189
09 Catalua,Girona,2021,1064
09 Catalua,Girona,2021,1126
09 Catalua,Girona,2021,848
09 Catalua,Girona,2021,991
09 Catalua,Girona,2021,821
09 Catalua,Girona,2021,971
09 Catalua,Girona,2021,986
09 Catalua,Girona,2021,892
09 Catalua,Girona,2020,868
09 Catalua,Girona,2020,910
09 Catalua,Girona,2020,748
09 Catalua,Girona,2020,780
09 Catalua,Girona,2020,691
09 Catalua,Girona,2020,707
09 Catalua,Girona,2020,538
09 Catalua,Girona,2020,453
09 Catalua,Girona,2020,502
09 Catalua,Girona,2020,795
09 Catalua,Girona,2020,863
09 Catalua,Girona,2020,1020
09 Catalua,Girona,2019,720
09 Catalua,Girona,2019,760
09 Catalua,Girona,2019,949
09 Catalua,Girona,2019,811
09 Catalua,Girona,2019,768
09 Catalua,Girona,2019,1028
09 Catalua,Girona,2019,808
09 Catalua,Girona,2019,1071
09 Catalua,Girona,2019,810
09 Catalua,Girona,2019,918
09 Catalua,Girona,2019,821
09 Catalua,Girona,2019,1019
09 Catalua,Girona,2018,711
09 Catalua,Girona,2018,901
09 Catalua,Girona,2018,945
09 Catalua,Girona,2018,790
09 Catalua,Girona,2018,834
09 Catalua,Girona,2018,983
09 Catalua,Girona,2018,775
09 Catalua,Girona,2018,848
09 Catalua,Girona,2018,877
09 Catalua,Girona,2018,870
09 Catalua,Girona,2018,832
09 Catalua,Girona,2018,926
09 Catalua,Girona,2017,591
09 Catalua,Girona,2017,843
09 Catalua,Girona,2017,799
09 Catalua,Girona,2017,732
09 Catalua,Girona,2017,943
09 Catalua,Girona,2017,923
09 Catalua,Girona,2017,893
09 Catalua,Girona,2017,974
09 Catalua,Girona,2017,675
09 Catalua,Girona,2017,879
09 Catalua,Girona,2017,767
09 Catalua,Girona,2017,868
09 Catalua,Girona,2016,634
09 Catalua,Girona,2016,726
09 Catalua,Girona,2016,635
09 Catalua,Girona,2016,733
09 Catalua,Girona,2016,802
09 Catalua,Girona,2016,729
09 Catalua,Girona,2016,773
09 Catalua,Girona,2016,685
09 Catalua,Girona,2016,657
09 Catalua,Girona,2016,598
09 Catalua,Girona,2016,921
09 Catalua,Girona,2016,679
09 Catalua,Girona,2015,625
09 Catalua,Girona,2015,630
09 Catalua,Girona,2015,551
09 Catalua,Girona,2015,620
09 Catalua,Girona,2015,587
09 Catalua,Girona,2015,668
09 Catalua,Girona,2015,586
09 Catalua,Girona,2015,584
09 Catalua,Girona,2015,547
09 Catalua,Girona,2015,577
09 Catalua,Girona,2015,614
09 Catalua,Girona,2015,725
09 Catalua,Girona,2014,612
09 Catalua,Girona,2014,574
09 Catalua,Girona,2014,558
09 Catalua,Girona,2014,606
09 Catalua,Girona,2014,567
09 Catalua,Girona,2014,637
09 Catalua,Girona,2014,568
09 Catalua,Girona,2014,672
09 Catalua,Girona,2014,503
09 Catalua,Girona,2014,574
09 Catalua,Girona,2014,505
09 Catalua,Girona,2014,727
09 Catalua,Girona,2013,401
09 Catalua,Girona,2013,469
09 Catalua,Girona,2013,476
09 Catalua,Girona,2013,585
09 Catalua,Girona,2013,647
09 Catalua,Girona,2013,707
09 Catalua,Girona,2013,549
09 Catalua,Girona,2013,594
09 Catalua,Girona,2013,492
09 Catalua,Girona,2013,380
09 Catalua,Girona,2013,558
09 Catalua,Girona,2013,920
09 Catalua,Girona,2012,464
09 Catalua,Girona,2012,634
09 Catalua,Girona,2012,564
09 Catalua,Girona,2012,581
09 Catalua,Girona,2012,655
09 Catalua,Girona,2012,507
09 Catalua,Girona,2012,462
09 Catalua,Girona,2012,501
09 Catalua,Girona,2012,469
09 Catalua,Girona,2012,531
09 Catalua,Girona,2012,601
09 Catalua,Girona,2012,620
09 Catalua,Girona,2011,495
09 Catalua,Girona,2011,553
09 Catalua,Girona,2011,533
09 Catalua,Girona,2011,455
09 Catalua,Girona,2011,533
09 Catalua,Girona,2011,553
09 Catalua,Girona,2011,547
09 Catalua,Girona,2011,621
09 Catalua,Girona,2011,393
09 Catalua,Girona,2011,471
09 Catalua,Girona,2011,681
09 Catalua,Girona,2011,715
09 Catalua,Girona,2010,530
09 Catalua,Girona,2010,540
09 Catalua,Girona,2010,398
09 Catalua,Girona,2010,523
09 Catalua,Girona,2010,742
09 Catalua,Girona,2010,810
09 Catalua,Girona,2010,581
09 Catalua,Girona,2010,607
09 Catalua,Girona,2010,740
09 Catalua,Girona,2010,604
09 Catalua,Girona,2010,843
09 Catalua,Girona,2010,694
09 Catalua,Girona,2009,627
09 Catalua,Girona,2009,649
09 Catalua,Girona,2009,547
09 Catalua,Girona,2009,588
09 Catalua,Girona,2009,585
09 Catalua,Girona,2009,670
09 Catalua,Girona,2009,461
09 Catalua,Girona,2009,545
09 Catalua,Girona,2009,416
09 Catalua,Girona,2009,662
09 Catalua,Girona,2009,546
09 Catalua,Girona,2009,609
09 Catalua,Girona,2008,516
09 Catalua,Girona,2008,710
09 Catalua,Girona,2008,661
09 Catalua,Girona,2008,594
09 Catalua,Girona,2008,575
09 Catalua,Girona,2008,757
09 Catalua,Girona,2008,707
09 Catalua,Girona,2008,807
09 Catalua,Girona,2008,908
09 Catalua,Girona,2008,755
09 Catalua,Girona,2008,945
09 Catalua,Girona,2008,1247
09 Catalua,Girona,2007,854
09 Catalua,Girona,2007,1093
09 Catalua,Girona,2007,1089
09 Catalua,Girona,2007,1094
09 Catalua,Girona,2007,1143
09 Catalua,Girona,2007,1275
09 Catalua,Girona,2007,1406
09 Catalua,Girona,2007,1816
09 Catalua,Girona,2007,1287
09 Catalua,Girona,2007,1515
09 Catalua,Girona,2007,1535
09 Catalua,Girona,2007,1951
09 Catalua,Girona,2023,22
09 Catalua,Girona,2023,41
09 Catalua,Girona,2023,34
09 Catalua,Girona,2023,56
09 Catalua,Girona,2022,33
09 Catalua,Girona,2022,54
09 Catalua,Girona,2022,42
09 Catalua,Girona,2022,60
09 Catalua,Girona,2022,53
09 Catalua,Girona,2022,50
09 Catalua,Girona,2022,37
09 Catalua,Girona,2022,45
09 Catalua,Girona,2022,33
09 Catalua,Girona,2022,40
09 Catalua,Girona,2022,29
09 Catalua,Girona,2022,29
09 Catalua,Girona,2021,32
09 Catalua,Girona,2021,33
09 Catalua,Girona,2021,55
09 Catalua,Girona,2021,27
09 Catalua,Girona,2021,34
09 Catalua,Girona,2021,44
09 Catalua,Girona,2021,35
09 Catalua,Girona,2021,31
09 Catalua,Girona,2021,34
09 Catalua,Girona,2021,34
09 Catalua,Girona,2021,34
09 Catalua,Girona,2021,31
09 Catalua,Girona,2020,31
09 Catalua,Girona,2020,36
09 Catalua,Girona,2020,16
09 Catalua,Girona,2020,25
09 Catalua,Girona,2020,54
09 Catalua,Girona,2020,39
09 Catalua,Girona,2020,24
09 Catalua,Girona,2020,15
09 Catalua,Girona,2020,18
09 Catalua,Girona,2020,24
09 Catalua,Girona,2020,54
09 Catalua,Girona,2020,27
09 Catalua,Girona,2019,21
09 Catalua,Girona,2019,23
09 Catalua,Girona,2019,41
09 Catalua,Girona,2019,29
09 Catalua,Girona,2019,26
09 Catalua,Girona,2019,42
09 Catalua,Girona,2019,43
09 Catalua,Girona,2019,49
09 Catalua,Girona,2019,30
09 Catalua,Girona,2019,40
09 Catalua,Girona,2019,33
09 Catalua,Girona,2019,46
09 Catalua,Girona,2018,23
09 Catalua,Girona,2018,34
09 Catalua,Girona,2018,52
09 Catalua,Girona,2018,49
09 Catalua,Girona,2018,34
09 Catalua,Girona,2018,31
09 Catalua,Girona,2018,36
09 Catalua,Girona,2018,30
09 Catalua,Girona,2018,38
09 Catalua,Girona,2018,58
09 Catalua,Girona,2018,35
09 Catalua,Girona,2018,49
09 Catalua,Girona,2017,32
09 Catalua,Girona,2017,34
09 Catalua,Girona,2017,28
09 Catalua,Girona,2017,36
09 Catalua,Girona,2017,25
09 Catalua,Girona,2017,41
09 Catalua,Girona,2017,33
09 Catalua,Girona,2017,43
09 Catalua,Girona,2017,58
09 Catalua,Girona,2017,46
09 Catalua,Girona,2017,50
09 Catalua,Girona,2017,40
09 Catalua,Girona,2016,32
09 Catalua,Girona,2016,36
09 Catalua,Girona,2016,29
09 Catalua,Girona,2016,41
09 Catalua,Girona,2016,50
09 Catalua,Girona,2016,28
09 Catalua,Girona,2016,37
09 Catalua,Girona,2016,31
09 Catalua,Girona,2016,33
09 Catalua,Girona,2016,56
09 Catalua,Girona,2016,34
09 Catalua,Girona,2016,22
09 Catalua,Girona,2015,24
09 Catalua,Girona,2015,30
09 Catalua,Girona,2015,28
09 Catalua,Girona,2015,39
09 Catalua,Girona,2015,18
09 Catalua,Girona,2015,28
09 Catalua,Girona,2015,16
09 Catalua,Girona,2015,25
09 Catalua,Girona,2015,24
09 Catalua,Girona,2015,25
09 Catalua,Girona,2015,19
09 Catalua,Girona,2015,22
09 Catalua,Girona,2014,32
09 Catalua,Girona,2014,29
09 Catalua,Girona,2014,13
09 Catalua,Girona,2014,34
09 Catalua,Girona,2014,17
09 Catalua,Girona,2014,21
09 Catalua,Girona,2014,24
09 Catalua,Girona,2014,16
09 Catalua,Girona,2014,17
09 Catalua,Girona,2014,12
09 Catalua,Girona,2014,27
09 Catalua,Girona,2014,27
09 Catalua,Girona,2013,26
09 Catalua,Girona,2013,14
09 Catalua,Girona,2013,14
09 Catalua,Girona,2013,24
09 Catalua,Girona,2013,25
09 Catalua,Girona,2013,18
09 Catalua,Girona,2013,21
09 Catalua,Girona,2013,17
09 Catalua,Girona,2013,15
09 Catalua,Girona,2013,12
09 Catalua,Girona,2013,16
09 Catalua,Girona,2013,49
09 Catalua,Girona,2012,9
09 Catalua,Girona,2012,22
09 Catalua,Girona,2012,11
09 Catalua,Girona,2012,55
09 Catalua,Girona,2012,14
09 Catalua,Girona,2012,19
09 Catalua,Girona,2012,22
09 Catalua,Girona,2012,9
09 Catalua,Girona,2012,10
09 Catalua,Girona,2012,49
09 Catalua,Girona,2012,16
09 Catalua,Girona,2012,21
09 Catalua,Girona,2011,11
09 Catalua,Girona,2011,18
09 Catalua,Girona,2011,17
09 Catalua,Girona,2011,17
09 Catalua,Girona,2011,18
09 Catalua,Girona,2011,7
09 Catalua,Girona,2011,18
09 Catalua,Girona,2011,30
09 Catalua,Girona,2011,17
09 Catalua,Girona,2011,24
09 Catalua,Girona,2011,31
09 Catalua,Girona,2011,33
09 Catalua,Girona,2010,10
09 Catalua,Girona,2010,31
09 Catalua,Girona,2010,10
09 Catalua,Girona,2010,19
09 Catalua,Girona,2010,29
09 Catalua,Girona,2010,42
09 Catalua,Girona,2010,31
09 Catalua,Girona,2010,44
09 Catalua,Girona,2010,61
09 Catalua,Girona,2010,35
09 Catalua,Girona,2010,45
09 Catalua,Girona,2010,25
09 Catalua,Girona,2009,25
09 Catalua,Girona,2009,18
09 Catalua,Girona,2009,42
09 Catalua,Girona,2009,55
09 Catalua,Girona,2009,17
09 Catalua,Girona,2009,42
09 Catalua,Girona,2009,15
09 Catalua,Girona,2009,12
09 Catalua,Girona,2009,9
09 Catalua,Girona,2009,28
09 Catalua,Girona,2009,10
09 Catalua,Girona,2009,7
09 Catalua,Girona,2008,12
09 Catalua,Girona,2008,17
09 Catalua,Girona,2008,8
09 Catalua,Girona,2008,22
09 Catalua,Girona,2008,16
09 Catalua,Girona,2008,41
09 Catalua,Girona,2008,22
09 Catalua,Girona,2008,25
09 Catalua,Girona,2008,27
09 Catalua,Girona,2008,19
09 Catalua,Girona,2008,20
09 Catalua,Girona,2008,41
09 Catalua,Girona,2007,19
09 Catalua,Girona,2007,16
09 Catalua,Girona,2007,31
09 Catalua,Girona,2007,26
09 Catalua,Girona,2007,23
09 Catalua,Girona,2007,29
09 Catalua,Girona,2007,45
09 Catalua,Girona,2007,66
09 Catalua,Girona,2007,39
09 Catalua,Girona,2007,54
09 Catalua,Girona,2007,64
09 Catalua,Girona,2007,112
09 Catalua,Lleida,2023,357
09 Catalua,Lleida,2023,496
09 Catalua,Lleida,2023,429
09 Catalua,Lleida,2023,478
09 Catalua,Lleida,2022,406
09 Catalua,Lleida,2022,380
09 Catalua,Lleida,2022,480
09 Catalua,Lleida,2022,379
09 Catalua,Lleida,2022,422
09 Catalua,Lleida,2022,329
09 Catalua,Lleida,2022,409
09 Catalua,Lleida,2022,360
09 Catalua,Lleida,2022,437
09 Catalua,Lleida,2022,474
09 Catalua,Lleida,2022,443
09 Catalua,Lleida,2022,363
09 Catalua,Lleida,2021,477
09 Catalua,Lleida,2021,460
09 Catalua,Lleida,2021,396
09 Catalua,Lleida,2021,401
09 Catalua,Lleida,2021,374
09 Catalua,Lleida,2021,390
09 Catalua,Lleida,2021,379
09 Catalua,Lleida,2021,404
09 Catalua,Lleida,2021,370
09 Catalua,Lleida,2021,469
09 Catalua,Lleida,2021,516
09 Catalua,Lleida,2021,423
09 Catalua,Lleida,2020,321
09 Catalua,Lleida,2020,307
09 Catalua,Lleida,2020,299
09 Catalua,Lleida,2020,266
09 Catalua,Lleida,2020,259
09 Catalua,Lleida,2020,240
09 Catalua,Lleida,2020,196
09 Catalua,Lleida,2020,135
09 Catalua,Lleida,2020,213
09 Catalua,Lleida,2020,333
09 Catalua,Lleida,2020,333
09 Catalua,Lleida,2020,430
09 Catalua,Lleida,2019,286
09 Catalua,Lleida,2019,263
09 Catalua,Lleida,2019,299
09 Catalua,Lleida,2019,244
09 Catalua,Lleida,2019,341
09 Catalua,Lleida,2019,418
09 Catalua,Lleida,2019,301
09 Catalua,Lleida,2019,333
09 Catalua,Lleida,2019,253
09 Catalua,Lleida,2019,340
09 Catalua,Lleida,2019,315
09 Catalua,Lleida,2019,357
09 Catalua,Lleida,2018,287
09 Catalua,Lleida,2018,290
09 Catalua,Lleida,2018,315
09 Catalua,Lleida,2018,272
09 Catalua,Lleida,2018,376
09 Catalua,Lleida,2018,361
09 Catalua,Lleida,2018,389
09 Catalua,Lleida,2018,398
09 Catalua,Lleida,2018,282
09 Catalua,Lleida,2018,298
09 Catalua,Lleida,2018,343
09 Catalua,Lleida,2018,334
09 Catalua,Lleida,2017,262
09 Catalua,Lleida,2017,303
09 Catalua,Lleida,2017,278
09 Catalua,Lleida,2017,279
09 Catalua,Lleida,2017,287
09 Catalua,Lleida,2017,293
09 Catalua,Lleida,2017,311
09 Catalua,Lleida,2017,329
09 Catalua,Lleida,2017,220
09 Catalua,Lleida,2017,292
09 Catalua,Lleida,2017,274
09 Catalua,Lleida,2017,275
09 Catalua,Lleida,2016,228
09 Catalua,Lleida,2016,246
09 Catalua,Lleida,2016,208
09 Catalua,Lleida,2016,238
09 Catalua,Lleida,2016,273
09 Catalua,Lleida,2016,275
09 Catalua,Lleida,2016,277
09 Catalua,Lleida,2016,263
09 Catalua,Lleida,2016,269
09 Catalua,Lleida,2016,243
09 Catalua,Lleida,2016,277
09 Catalua,Lleida,2016,274
09 Catalua,Lleida,2015,235
09 Catalua,Lleida,2015,187
09 Catalua,Lleida,2015,177
09 Catalua,Lleida,2015,229
09 Catalua,Lleida,2015,255
09 Catalua,Lleida,2015,273
09 Catalua,Lleida,2015,184
09 Catalua,Lleida,2015,180
09 Catalua,Lleida,2015,210
09 Catalua,Lleida,2015,212
09 Catalua,Lleida,2015,257
09 Catalua,Lleida,2015,252
09 Catalua,Lleida,2014,184
09 Catalua,Lleida,2014,197
09 Catalua,Lleida,2014,208
09 Catalua,Lleida,2014,158
09 Catalua,Lleida,2014,168
09 Catalua,Lleida,2014,198
09 Catalua,Lleida,2014,178
09 Catalua,Lleida,2014,190
09 Catalua,Lleida,2014,177
09 Catalua,Lleida,2014,193
09 Catalua,Lleida,2014,202
09 Catalua,Lleida,2014,223
09 Catalua,Lleida,2013,161
09 Catalua,Lleida,2013,173
09 Catalua,Lleida,2013,152
09 Catalua,Lleida,2013,172
09 Catalua,Lleida,2013,287
09 Catalua,Lleida,2013,179
09 Catalua,Lleida,2013,211
09 Catalua,Lleida,2013,240
09 Catalua,Lleida,2013,232
09 Catalua,Lleida,2013,190
09 Catalua,Lleida,2013,301
09 Catalua,Lleida,2013,281
09 Catalua,Lleida,2012,239
09 Catalua,Lleida,2012,238
09 Catalua,Lleida,2012,260
09 Catalua,Lleida,2012,169
09 Catalua,Lleida,2012,303
09 Catalua,Lleida,2012,244
09 Catalua,Lleida,2012,180
09 Catalua,Lleida,2012,241
09 Catalua,Lleida,2012,179
09 Catalua,Lleida,2012,185
09 Catalua,Lleida,2012,242
09 Catalua,Lleida,2012,356
09 Catalua,Lleida,2011,160
09 Catalua,Lleida,2011,315
09 Catalua,Lleida,2011,166
09 Catalua,Lleida,2011,193
09 Catalua,Lleida,2011,242
09 Catalua,Lleida,2011,188
09 Catalua,Lleida,2011,165
09 Catalua,Lleida,2011,226
09 Catalua,Lleida,2011,180
09 Catalua,Lleida,2011,350
09 Catalua,Lleida,2011,355
09 Catalua,Lleida,2011,336
09 Catalua,Lleida,2010,303
09 Catalua,Lleida,2010,254
09 Catalua,Lleida,2010,178
09 Catalua,Lleida,2010,213
09 Catalua,Lleida,2010,386
09 Catalua,Lleida,2010,353
09 Catalua,Lleida,2010,305
09 Catalua,Lleida,2010,238
09 Catalua,Lleida,2010,227
09 Catalua,Lleida,2010,290
09 Catalua,Lleida,2010,428
09 Catalua,Lleida,2010,308
09 Catalua,Lleida,2009,316
09 Catalua,Lleida,2009,341
09 Catalua,Lleida,2009,253
09 Catalua,Lleida,2009,287
09 Catalua,Lleida,2009,303
09 Catalua,Lleida,2009,330
09 Catalua,Lleida,2009,254
09 Catalua,Lleida,2009,283
09 Catalua,Lleida,2009,287
09 Catalua,Lleida,2009,356
09 Catalua,Lleida,2009,245
09 Catalua,Lleida,2009,386
09 Catalua,Lleida,2008,319
09 Catalua,Lleida,2008,317
09 Catalua,Lleida,2008,465
09 Catalua,Lleida,2008,380
09 Catalua,Lleida,2008,401
09 Catalua,Lleida,2008,468
09 Catalua,Lleida,2008,470
09 Catalua,Lleida,2008,463
09 Catalua,Lleida,2008,585
09 Catalua,Lleida,2008,531
09 Catalua,Lleida,2008,567
09 Catalua,Lleida,2008,801
09 Catalua,Lleida,2007,465
09 Catalua,Lleida,2007,729
09 Catalua,Lleida,2007,652
09 Catalua,Lleida,2007,690
09 Catalua,Lleida,2007,834
09 Catalua,Lleida,2007,681
09 Catalua,Lleida,2007,725
09 Catalua,Lleida,2007,936
09 Catalua,Lleida,2007,787
09 Catalua,Lleida,2007,779
09 Catalua,Lleida,2007,830
09 Catalua,Lleida,2007,1093
09 Catalua,Lleida,2023,75
09 Catalua,Lleida,2023,108
09 Catalua,Lleida,2023,103
09 Catalua,Lleida,2023,86
09 Catalua,Lleida,2022,93
09 Catalua,Lleida,2022,90
09 Catalua,Lleida,2022,98
09 Catalua,Lleida,2022,98
09 Catalua,Lleida,2022,91
09 Catalua,Lleida,2022,66
09 Catalua,Lleida,2022,67
09 Catalua,Lleida,2022,63
09 Catalua,Lleida,2022,91
09 Catalua,Lleida,2022,100
09 Catalua,Lleida,2022,72
09 Catalua,Lleida,2022,66
09 Catalua,Lleida,2021,97
09 Catalua,Lleida,2021,120
09 Catalua,Lleida,2021,119
09 Catalua,Lleida,2021,81
09 Catalua,Lleida,2021,83
09 Catalua,Lleida,2021,49
09 Catalua,Lleida,2021,68
09 Catalua,Lleida,2021,73
09 Catalua,Lleida,2021,54
09 Catalua,Lleida,2021,121
09 Catalua,Lleida,2021,107
09 Catalua,Lleida,2021,107
09 Catalua,Lleida,2020,70
09 Catalua,Lleida,2020,58
09 Catalua,Lleida,2020,70
09 Catalua,Lleida,2020,54
09 Catalua,Lleida,2020,40
09 Catalua,Lleida,2020,46
09 Catalua,Lleida,2020,47
09 Catalua,Lleida,2020,24
09 Catalua,Lleida,2020,38
09 Catalua,Lleida,2020,49
09 Catalua,Lleida,2020,58
09 Catalua,Lleida,2020,77
09 Catalua,Lleida,2019,84
09 Catalua,Lleida,2019,43
09 Catalua,Lleida,2019,50
09 Catalua,Lleida,2019,32
09 Catalua,Lleida,2019,82
09 Catalua,Lleida,2019,114
09 Catalua,Lleida,2019,74
09 Catalua,Lleida,2019,60
09 Catalua,Lleida,2019,40
09 Catalua,Lleida,2019,55
09 Catalua,Lleida,2019,62
09 Catalua,Lleida,2019,59
09 Catalua,Lleida,2018,58
09 Catalua,Lleida,2018,73
09 Catalua,Lleida,2018,61
09 Catalua,Lleida,2018,55
09 Catalua,Lleida,2018,99
09 Catalua,Lleida,2018,107
09 Catalua,Lleida,2018,90
09 Catalua,Lleida,2018,142
09 Catalua,Lleida,2018,51
09 Catalua,Lleida,2018,45
09 Catalua,Lleida,2018,60
09 Catalua,Lleida,2018,53
09 Catalua,Lleida,2017,76
09 Catalua,Lleida,2017,44
09 Catalua,Lleida,2017,58
09 Catalua,Lleida,2017,43
09 Catalua,Lleida,2017,44
09 Catalua,Lleida,2017,44
09 Catalua,Lleida,2017,34
09 Catalua,Lleida,2017,46
09 Catalua,Lleida,2017,44
09 Catalua,Lleida,2017,56
09 Catalua,Lleida,2017,48
09 Catalua,Lleida,2017,46
09 Catalua,Lleida,2016,40
09 Catalua,Lleida,2016,36
09 Catalua,Lleida,2016,38
09 Catalua,Lleida,2016,29
09 Catalua,Lleida,2016,50
09 Catalua,Lleida,2016,45
09 Catalua,Lleida,2016,58
09 Catalua,Lleida,2016,47
09 Catalua,Lleida,2016,56
09 Catalua,Lleida,2016,57
09 Catalua,Lleida,2016,73
09 Catalua,Lleida,2016,62
09 Catalua,Lleida,2015,55
09 Catalua,Lleida,2015,44
09 Catalua,Lleida,2015,37
09 Catalua,Lleida,2015,49
09 Catalua,Lleida,2015,61
09 Catalua,Lleida,2015,47
09 Catalua,Lleida,2015,53
09 Catalua,Lleida,2015,41
09 Catalua,Lleida,2015,48
09 Catalua,Lleida,2015,56
09 Catalua,Lleida,2015,53
09 Catalua,Lleida,2015,60
09 Catalua,Lleida,2014,51
09 Catalua,Lleida,2014,57
09 Catalua,Lleida,2014,61
09 Catalua,Lleida,2014,56
09 Catalua,Lleida,2014,54
09 Catalua,Lleida,2014,48
09 Catalua,Lleida,2014,78
09 Catalua,Lleida,2014,71
09 Catalua,Lleida,2014,73
09 Catalua,Lleida,2014,80
09 Catalua,Lleida,2014,73
09 Catalua,Lleida,2014,101
09 Catalua,Lleida,2013,65
09 Catalua,Lleida,2013,92
09 Catalua,Lleida,2013,67
09 Catalua,Lleida,2013,52
09 Catalua,Lleida,2013,147
09 Catalua,Lleida,2013,61
09 Catalua,Lleida,2013,128
09 Catalua,Lleida,2013,120
09 Catalua,Lleida,2013,133
09 Catalua,Lleida,2013,79
09 Catalua,Lleida,2013,140
09 Catalua,Lleida,2013,112
09 Catalua,Lleida,2012,73
09 Catalua,Lleida,2012,127
09 Catalua,Lleida,2012,144
09 Catalua,Lleida,2012,82
09 Catalua,Lleida,2012,149
09 Catalua,Lleida,2012,87
09 Catalua,Lleida,2012,55
09 Catalua,Lleida,2012,125
09 Catalua,Lleida,2012,109
09 Catalua,Lleida,2012,78
09 Catalua,Lleida,2012,107
09 Catalua,Lleida,2012,196
09 Catalua,Lleida,2011,77
09 Catalua,Lleida,2011,198
09 Catalua,Lleida,2011,76
09 Catalua,Lleida,2011,106
09 Catalua,Lleida,2011,101
09 Catalua,Lleida,2011,87
09 Catalua,Lleida,2011,69
09 Catalua,Lleida,2011,110
09 Catalua,Lleida,2011,73
09 Catalua,Lleida,2011,195
09 Catalua,Lleida,2011,157
09 Catalua,Lleida,2011,146
09 Catalua,Lleida,2010,130
09 Catalua,Lleida,2010,99
09 Catalua,Lleida,2010,87
09 Catalua,Lleida,2010,92
09 Catalua,Lleida,2010,212
09 Catalua,Lleida,2010,179
09 Catalua,Lleida,2010,188
09 Catalua,Lleida,2010,110
09 Catalua,Lleida,2010,115
09 Catalua,Lleida,2010,133
09 Catalua,Lleida,2010,202
09 Catalua,Lleida,2010,171
09 Catalua,Lleida,2009,188
09 Catalua,Lleida,2009,187
09 Catalua,Lleida,2009,147
09 Catalua,Lleida,2009,157
09 Catalua,Lleida,2009,176
09 Catalua,Lleida,2009,177
09 Catalua,Lleida,2009,142
09 Catalua,Lleida,2009,129
09 Catalua,Lleida,2009,187
09 Catalua,Lleida,2009,215
09 Catalua,Lleida,2009,143
09 Catalua,Lleida,2009,178
09 Catalua,Lleida,2008,210
09 Catalua,Lleida,2008,204
09 Catalua,Lleida,2008,319
09 Catalua,Lleida,2008,218
09 Catalua,Lleida,2008,254
09 Catalua,Lleida,2008,282
09 Catalua,Lleida,2008,255
09 Catalua,Lleida,2008,284
09 Catalua,Lleida,2008,325
09 Catalua,Lleida,2008,331
09 Catalua,Lleida,2008,338
09 Catalua,Lleida,2008,441
09 Catalua,Lleida,2007,258
09 Catalua,Lleida,2007,459
09 Catalua,Lleida,2007,422
09 Catalua,Lleida,2007,433
09 Catalua,Lleida,2007,482
09 Catalua,Lleida,2007,345
09 Catalua,Lleida,2007,380
09 Catalua,Lleida,2007,533
09 Catalua,Lleida,2007,450
09 Catalua,Lleida,2007,415
09 Catalua,Lleida,2007,463
09 Catalua,Lleida,2007,587
09 Catalua,Lleida,2023,282
09 Catalua,Lleida,2023,388
09 Catalua,Lleida,2023,326
09 Catalua,Lleida,2023,392
09 Catalua,Lleida,2022,313
09 Catalua,Lleida,2022,290
09 Catalua,Lleida,2022,382
09 Catalua,Lleida,2022,281
09 Catalua,Lleida,2022,331
09 Catalua,Lleida,2022,263
09 Catalua,Lleida,2022,342
09 Catalua,Lleida,2022,297
09 Catalua,Lleida,2022,346
09 Catalua,Lleida,2022,374
09 Catalua,Lleida,2022,371
09 Catalua,Lleida,2022,297
09 Catalua,Lleida,2021,380
09 Catalua,Lleida,2021,340
09 Catalua,Lleida,2021,277
09 Catalua,Lleida,2021,320
09 Catalua,Lleida,2021,291
09 Catalua,Lleida,2021,341
09 Catalua,Lleida,2021,311
09 Catalua,Lleida,2021,331
09 Catalua,Lleida,2021,316
09 Catalua,Lleida,2021,348
09 Catalua,Lleida,2021,409
09 Catalua,Lleida,2021,316
09 Catalua,Lleida,2020,251
09 Catalua,Lleida,2020,249
09 Catalua,Lleida,2020,229
09 Catalua,Lleida,2020,212
09 Catalua,Lleida,2020,219
09 Catalua,Lleida,2020,194
09 Catalua,Lleida,2020,149
09 Catalua,Lleida,2020,111
09 Catalua,Lleida,2020,175
09 Catalua,Lleida,2020,284
09 Catalua,Lleida,2020,275
09 Catalua,Lleida,2020,353
09 Catalua,Lleida,2019,202
09 Catalua,Lleida,2019,220
09 Catalua,Lleida,2019,249
09 Catalua,Lleida,2019,212
09 Catalua,Lleida,2019,259
09 Catalua,Lleida,2019,304
09 Catalua,Lleida,2019,227
09 Catalua,Lleida,2019,273
09 Catalua,Lleida,2019,213
09 Catalua,Lleida,2019,285
09 Catalua,Lleida,2019,253
09 Catalua,Lleida,2019,298
09 Catalua,Lleida,2018,229
09 Catalua,Lleida,2018,217
09 Catalua,Lleida,2018,254
09 Catalua,Lleida,2018,217
09 Catalua,Lleida,2018,277
09 Catalua,Lleida,2018,254
09 Catalua,Lleida,2018,299
09 Catalua,Lleida,2018,256
09 Catalua,Lleida,2018,231
