DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL
15/06/2022,4,Alt Urgell,251497,Oliana,0.2,0,0,0.2
15/06/2022,4,Alt Urgell,251497,Oliana,0.09,0,0,0.09
15/06/2022,35,Solsonès,251240,Lladurs,0.1,0,0,0.1
15/06/2022,25,Pallars Jussà,251288,Llimiana,0,0.02,0,0.02
15/06/2022,4,Alt Urgell,250772,Coll de Nargó,0.07,0,0,0.07
15/06/2022,25,Pallars Jussà,251615,Conca de Dalt,0,0,0,0
15/06/2022,2,Alt Empordà,171432,Rabós,0,0.96,0,0.96
16/06/2022,35,Solsonès,251240,Lladurs,44.9,0,0,44.9
16/06/2022,4,Alt Urgell,250616,Cabó,0.2,0,0,0.2
16/06/2022,41,Vallès Oriental,80961,Granollers,0,0.1,2,0.1
16/06/2022,4,Alt Urgell,250772,Coll de Nargó,1,0,0,1
16/06/2022,11,Baix Llobregat,80692,Collbató,0,0,0,0
16/06/2022,7,Bages,81918,Sallent,2.96,3.14,18.57,6.1
16/06/2022,25,Pallars Jussà,252271,"Torre de Cabdella, la",0,0,0,0
17/06/2022,33,Segrià,250387,Aitona,0.5,0.8,2.5,1.3
17/06/2022,5,Alta Ribagorça,250432,"Vall de Boí, la",7.44,8.23,3.45,15.67
17/06/2022,1,Alt Camp,431248,"Riba, la",1.7,0,0,1.7
17/06/2022,10,Baix Empordà,170340,Calonge i Sant Antoni,0,0,0,0
17/06/2022,4,Alt Urgell,251654,Peramola,0.7,0,0,0.7
17/06/2022,7,Bages,81136,Manresa,0,0,0,0
17/06/2022,20,Gironès,170792,Girona,0.02,0,0,0.02
18/06/2022,35,Solsonès,251462,Navès,0,0.02,0,0.02
18/06/2022,2,Alt Empordà,170932,Llers,0.04,0,0,0.04
18/06/2022,14,Berguedà,251001,Gósol,1.6,0,0,1.6
18/06/2022,2,Alt Empordà,170932,Llers,0.03,0,0.56,0.03
18/06/2022,34,Selva,171485,Riudarenes,0.06,0,0,0.06
18/06/2022,35,Solsonès,251462,Navès,0,0,0,0
18/06/2022,35,Solsonès,251462,Navès,0,0.02,0,0.02
18/06/2022,24,Osona,81607,Perafita,0,0.2,0,0.2
18/06/2022,17,Garraf,81483,Olivella,92.28,90.74,0,183.02
18/06/2022,13,Barcelonès,82457,Santa Coloma de Gramenet,03.05,2.19,0,5.24
18/06/2022,35,Solsonès,251462,Navès,0,0.02,0,0.02
18/06/2022,35,Solsonès,251462,Navès,0,0.01,0,0.01
18/06/2022,33,Segrià,251207,Lleida,0.05,0.25,0.05,0.3
19/06/2022,7,Bages,80478,Cardona,0,0,0,0
19/06/2022,24,Osona,82331,Sant Pere de Torelló,0,0.04,0,0.04
19/06/2022,4,Alt Urgell,251654,Peramola,50.61,47.99,13.13,98.6
19/06/2022,37,Terra Alta,430326,Bot,6.11,0,0,6.11
19/06/2022,36,Tarragonès,430430,"Catllar, el",0,0.01,0,0.01
20/06/2022,4,Alt Urgell,250616,Cabó,0.04,0,0,0.04
20/06/2022,13,Barcelonès,80193,Barcelona,0,0,0,0
20/06/2022,40,Vallès Occidental,82671,Sentmenat,0.3,0.68,3.14,0.98
21/06/2022,17,Garraf,82310,Sant Pere de Ribes,18.94,4.38,0.07,23.32
23/06/2022,40,Vallès Occidental,81252,Montcada i Reixac,0,0.3,0,0.3
23/06/2022,10,Baix Empordà,171997,Torroella de Montgrí,0,0,0,0
23/06/2022,11,Baix Llobregat,80689,Cervelló,0.03,0,0,0.03
23/06/2022,2,Alt Empordà,172229,Vilaür,0.17,0,0.3,0.17
23/06/2022,40,Vallès Occidental,82055,Sant Cugat del Vallès,0,0,0,0
23/06/2022,2,Alt Empordà,170160,Bàscara,0.2,0,1.6,0.2
23/06/2022,34,Selva,171805,Santa Coloma de Farners,0,0.01,0,0.01
23/06/2022,11,Baix Llobregat,82080,Sant Esteve Sesrovires,0,0.01,0,0.01
23/06/2022,41,Vallès Oriental,80410,Canovelles,0,0.32,0,0.32
24/06/2022,25,Pallars Jussà,252347,Tremp,0.1,0.3,0.2,0.4
24/06/2022,30,Ribera d'Ebre,430939,Móra d'Ebre,0.17,0,0,0.17
24/06/2022,2,Alt Empordà,171886,"Selva de Mar, la",0,0,0,0
24/06/2022,20,Gironès,170890,Llagostera,0,0,0,0
24/06/2022,20,Gironès,170792,Girona,0,0.01,0,0.01
24/06/2022,40,Vallès Occidental,81878,Sabadell,0,0.02,0,0.02
24/06/2022,10,Baix Empordà,171267,Parlavà,0.04,0,0,0.04
25/06/2022,6,Anoia,81521,Orpí,0,0,0,0
25/06/2022,17,Garraf,82310,Sant Pere de Ribes,0,0,0,0
25/06/2022,34,Selva,171931,Sils,01.04,0,3.56,01.04
25/06/2022,2,Alt Empordà,170010,Agullana,4,0,0,4
25/06/2022,18,Garrigues,250292,Arbeca,0,2.82,22.06,2.82
27/06/2022,20,Gironès,170890,Llagostera,0.01,0,0,0.01
27/06/2022,1,Alt Camp,430363,Cabra del Camp,0,0.01,0,0.01
27/06/2022,24,Osona,82785,Taradell,0,0.01,0,0.01
28/06/2022,28,Pla de l'Estany,170561,Cornellà del Terri,0.02,0,0.75,0.02
28/06/2022,42,Moianès,82589,Santa Maria d'Oló,0.02,0,0.01,0.02
28/06/2022,37,Terra Alta,430712,Horta de Sant Joan,0,0.01,0,0.01
29/06/2022,41,Vallès Oriental,80410,Canovelles,0,0.01,0,0.01
29/06/2022,33,Segrià,251207,Lleida,0,0.17,0,0.17
29/06/2022,1,Alt Camp,431613,Valls,0.28,0,0,0.28
29/06/2022,11,Baix Llobregat,81141,Martorell,0,0.16,0,0.16
29/06/2022,34,Selva,171595,Sant Feliu de Buixalleu,0.02,0,0,0.02
29/06/2022,23,Noguera,250349,Artesa de Segre,32.46,27.66,68.16,60.12
30/06/2022,35,Solsonès,251484,Odèn,0,0.19,0,0.19
30/06/2022,25,Pallars Jussà,251615,Conca de Dalt,0.3,0,0,0.3
01/07/2022,7,Bages,80615,Castellgalí,0.14,0,0,0.14
01/07/2022,41,Vallès Oriental,80410,Canovelles,0,0,0,0
01/07/2022,10,Baix Empordà,170486,Castell-Platja d'Aro,57.76,16.73,0.59,74.49
01/07/2022,31,Ripollès,171479,Ripoll,0.02,0,0,0.02
01/07/2022,40,Vallès Occidental,81252,Montcada i Reixac,0.49,10.62,25.53,11.11
01/07/2022,20,Gironès,171426,Quart,0.04,0,0,0.04
03/07/2022,7,Bages,81136,Manresa,0.04,0,0,0.04
04/07/2022,7,Bages,82299,Sant Mateu de Bages,1.42,0,2.68,1.42
04/07/2022,38,Urgell,252385,Vallbona de les Monges,11.34,7.33,16.65,18.67
05/07/2022,29,Priorat,430727,"Lloar, el",0,0,0,0
05/07/2022,30,Ribera d'Ebre,431508,Tivissa,0,0,0,0
05/07/2022,6,Anoia,81764,Pujalt,0.05,6.3,14.34,6.35
05/07/2022,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.01,0,0,0.01
05/07/2022,37,Terra Alta,430189,Arnes,0,0,0,0
05/07/2022,9,Baix Ebre,431495,Tivenys,0.03,0,0,0.03
06/07/2022,12,Baix Penedès,430304,Bonastre,0,0.01,0,0.01
07/07/2022,20,Gironès,170388,Campllong,0.02,0,0,0.02
07/07/2022,25,Pallars Jussà,252154,Talarn,0,0.36,0,0.36
07/07/2022,16,Conca de Barberà,431074,Pira,0.09,0,0,0.09
07/07/2022,2,Alt Empordà,170622,"Escala, l'",0.28,0,6.27,0.28
08/07/2022,11,Baix Llobregat,80734,Cornellà de Llobregat,0,0.51,0,0.51
08/07/2022,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.05,0.18,0,0.23
09/07/2022,2,Alt Empordà,170865,"Jonquera, la",0.08,0,0,0.08
09/07/2022,14,Berguedà,80500,Castellar del Riu,0,0,0,0
09/07/2022,31,Ripollès,171479,Ripoll,0,0,0,0
09/07/2022,5,Alta Ribagorça,250432,"Vall de Boí, la",0.3,0.18,0,0.48
10/07/2022,24,Osona,82331,Sant Pere de Torelló,0.2,0.1,0.6,0.3
10/07/2022,22,Montsià,431567,Ulldecona,0,0.04,0,0.04
10/07/2022,22,Montsià,431567,Ulldecona,0,0.33,0,0.33
10/07/2022,40,Vallès Occidental,82055,Sant Cugat del Vallès,0,0,0,0
10/07/2022,40,Vallès Occidental,82055,Sant Cugat del Vallès,0,0.01,0,0.01
11/07/2022,2,Alt Empordà,171523,Roses,0.2,0,18,0.2
11/07/2022,18,Garrigues,251057,Granyena de les Garrigues,0,0.13,0,0.13
11/07/2022,10,Baix Empordà,170486,Castell-Platja d'Aro,0,0.03,0,0.03
11/07/2022,38,Urgell,252385,Vallbona de les Monges,0,0.1,0,0.1
12/07/2022,7,Bages,82628,Sant Vicenç de Castellet,7.61,5.92,0.35,13.53
12/07/2022,3,Alt Penedès,82270,Sant Martí Sarroca,0,0.09,0.01,0.09
12/07/2022,40,Vallès Occidental,81878,Sabadell,0,0.75,0,0.75
13/07/2022,40,Vallès Occidental,81878,Sabadell,0,0.77,0,0.77
13/07/2022,13,Barcelonès,82457,Santa Coloma de Gramenet,0,0.01,0,0.01
13/07/2022,37,Terra Alta,430568,"Fatarella, la",0,0,0,0
14/07/2022,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.57,0,0,0.57
15/07/2022,8,Baix Camp,431690,Vilaplana,0,0.01,0,0.01
15/07/2022,11,Baix Llobregat,80765,Esparreguera,0,0.49,0.36,0.49
15/07/2022,40,Vallès Occidental,89045,Badia del Vallès,0,0.03,0,0.03
15/07/2022,6,Anoia,80608,Castellfollit de Riubregós,0.05,0.04,0.3,0.1
15/07/2022,7,Bages,80538,Castellbell i el Vilar,0.05,0,0,0.05
15/07/2022,13,Barcelonès,80193,Barcelona,0,0,0,0
15/07/2022,5,Alta Ribagorça,250432,"Vall de Boí, la",0,0.02,0,0.02
15/07/2022,11,Baix Llobregat,82009,Sant Boi de Llobregat,0,0.01,0,0.01
16/07/2022,11,Baix Llobregat,80898,Gavà,0.02,0.02,0,0.04
16/07/2022,34,Selva,170280,Brunyola i Sant Martí Sapresa,0,0,0,0
16/07/2022,23,Noguera,250621,Camarasa,0,0,0,0
17/07/2022,20,Gironès,171426,Quart,0.1,0,0,0.1
17/07/2022,7,Bages,81825,"Pont de Vilomara i Rocafort, el",1184.46,261.05,251.27,1445.51
18/07/2022,7,Bages,81136,Manresa,39.22,0,07.09,39.22
18/07/2022,23,Noguera,250024,Àger,27.82,55.93,0,83.75
18/07/2022,35,Solsonès,250642,Castellar de la Ribera,0.9,0,0.05,0.9
19/07/2022,25,Pallars Jussà,252271,"Torre de Cabdella, la",0,1.1,0,1.1
19/07/2022,33,Segrià,251023,"Granja d'Escarp, la",0,0.08,0,0.08
19/07/2022,41,Vallès Oriental,80961,Granollers,0,0.06,0,0.06
19/07/2022,41,Vallès Oriental,81363,Montornès del Vallès,0.02,0,0,0.02
19/07/2022,14,Berguedà,82994,Vilada,0.05,0.45,0,0.5
19/07/2022,20,Gironès,170792,Girona,0,0.01,0,0.01
20/07/2022,19,Garrotxa,171390,"Preses, les",0,0.02,0,0.02
20/07/2022,24,Osona,81173,"Masies de Voltregà, les",0.07,0,0,0.07
20/07/2022,20,Gironès,171426,Quart,0.03,0,0,0.03
21/07/2022,14,Berguedà,80168,Bagà,0,0.01,0,0.01
22/07/2022,41,Vallès Oriental,82482,Santa Eulàlia de Ronçana,0,0.1,0.29,0.1
23/07/2022,7,Bages,81136,Manresa,0.02,0,0,0.02
24/07/2022,30,Ribera d'Ebre,430265,Benissanet,0.1,0,0,0.1
24/07/2022,30,Ribera d'Ebre,430939,Móra d'Ebre,0.33,0.07,0,0.4
24/07/2022,37,Terra Alta,430483,Corbera d'Ebre,0,0.1,0,0.1
24/07/2022,20,Gironès,170792,Girona,0.1,0,0,0.1
25/07/2022,14,Berguedà,82554,Santa Maria de Merlès,0,0,0,0
25/07/2022,36,Tarragonès,431482,Tarragona,0,0.01,0,0.01
26/07/2022,25,Pallars Jussà,251155,Isona i Conca Dellà,0.04,0,0.12,0.04
27/07/2022,9,Baix Ebre,431554,Tortosa,0.3,0,0,0.3
28/07/2022,23,Noguera,250426,"Baronia de Rialb, la",0,0,0,0
28/07/2022,34,Selva,171931,Sils,0.08,0,0,0.08
28/07/2022,11,Baix Llobregat,83015,Viladecans,0,0.1,0.01,0.1
28/07/2022,11,Baix Llobregat,81691,"Prat de Llobregat, el",0,0.03,0,0.03
29/07/2022,40,Vallès Occidental,81206,Matadepera,0,0,0,0
29/07/2022,20,Gironès,171637,Sant Gregori,0.17,0,0,0.17
29/07/2022,40,Vallès Occidental,81252,Montcada i Reixac,0,0.2,0,0.2
29/07/2022,41,Vallès Oriental,81069,Llinars del Vallès,0.02,0,0.25,0.02
29/07/2022,11,Baix Llobregat,80898,Gavà,0,0.01,0,0.01
29/07/2022,41,Vallès Oriental,80333,Caldes de Montbui,0.01,0,0,0.01
29/07/2022,5,Alta Ribagorça,251734,"Pont de Suert, el",0.01,0.01,0,0.02
30/07/2022,22,Montsià,430043,Alcanar,0,0.02,0,0.02
30/07/2022,2,Alt Empordà,171523,Roses,0,0.01,0,0.01
31/07/2022,7,Bages,81918,Sallent,0,0,0,0
31/07/2022,36,Tarragonès,431482,Tarragona,0,0.01,0,0.01
01/08/2022,20,Gironès,171426,Quart,0.12,0,1.54,0.12
01/08/2022,3,Alt Penedès,80137,Avinyonet del Penedès,0.2,0.6,0,0.8
01/08/2022,20,Gironès,170792,Girona,0.05,0.16,0,0.21
03/08/2022,36,Tarragonès,430477,Constantí,0,2.9,0,2.9
04/08/2022,22,Montsià,430445,"Sénia, la",0,0.02,0,0.02
04/08/2022,8,Baix Camp,430094,Alforja,4.5,0,0,4.5
04/08/2022,9,Baix Ebre,431554,Tortosa,0,0.41,0,0.41
05/08/2022,35,Solsonès,251462,Navès,0,0,0,0
05/08/2022,4,Alt Urgell,251497,Oliana,0.01,0,0,0.01
05/08/2022,11,Baix Llobregat,81234,Molins de Rei,0,1.58,0,1.58
05/08/2022,30,Ribera d'Ebre,431508,Tivissa,0,0.04,0,0.04
05/08/2022,35,Solsonès,251667,Pinell de Solsonès,0.01,0,0,0.01
05/08/2022,6,Anoia,80484,Carme,0,0,0,0
05/08/2022,36,Tarragonès,431310,Roda de Berà,0.06,0.01,0,0.07
05/08/2022,26,Pallars Sobirà,250175,Alins,0,0.06,0,0.06
06/08/2022,30,Ribera d'Ebre,431508,Tivissa,0.11,0,0,0.11
06/08/2022,20,Gironès,170792,Girona,0,0.03,0,0.03
06/08/2022,35,Solsonès,251240,Lladurs,0.26,0,0,0.26
07/08/2022,26,Pallars Sobirà,259010,Vall de Cardós,0,0.6,0,0.6
08/08/2022,24,Osona,81516,Oristà,0.02,0,0,0.02
08/08/2022,4,Alt Urgell,250306,"Pont de Bar, el",0,0,0,0
08/08/2022,13,Barcelonès,81017,"Hospitalet de Llobregat, l'",0,1.47,0,1.47
08/08/2022,22,Montsià,431567,Ulldecona,0,0.29,0,0.29
09/08/2022,40,Vallès Occidental,81252,Montcada i Reixac,0,0,0,0
10/08/2022,36,Tarragonès,430430,"Catllar, el",0,0.09,0,0.09
10/08/2022,2,Alt Empordà,170865,"Jonquera, la",3.5,0,0,3.5
10/08/2022,7,Bages,82188,Sant Joan de Vilatorrada,0,0,0,0
12/08/2022,21,Maresme,81635,Pineda de Mar,0,0.1,0,0.1
12/08/2022,2,Alt Empordà,171002,Masarac,0,0.2,0,0.2
12/08/2022,20,Gironès,170792,Girona,1.92,0.09,0,02.01
13/08/2022,40,Vallès Occidental,83008,Viladecavalls,0,0.04,0,0.04
14/08/2022,40,Vallès Occidental,82665,Cerdanyola del Vallès,0,0.12,0,0.12
14/08/2022,17,Garraf,82704,Sitges,0,0,0,0
14/08/2022,14,Berguedà,80497,Casserres,0.02,0,0,0.02
14/08/2022,21,Maresme,82359,Sant Pol de Mar,0,0.01,0,0.01
14/08/2022,40,Vallès Occidental,82798,Terrassa,0.06,0,0,0.06
15/08/2022,7,Bages,82423,Marganell,0,0,0,0
16/08/2022,29,Priorat,430859,"Molar, el",0,0,0,0
16/08/2022,34,Selva,171485,Riudarenes,0,0,0,0
16/08/2022,9,Baix Ebre,431554,Tortosa,0,0.28,0,0.28
17/08/2022,24,Osona,82248,Sant Martí de Centelles,0,0,0,0
17/08/2022,25,Pallars Jussà,252154,Talarn,0,0,0,0
19/08/2022,9,Baix Ebre,431554,Tortosa,0,0,0,0
19/08/2022,34,Selva,171931,Sils,0.03,0,0.2,0.03
20/08/2022,23,Noguera,250404,Balaguer,0,0.07,0,0.07
20/08/2022,8,Baix Camp,430923,Mont-roig del Camp,0.14,0,0,0.14
21/08/2022,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0,0,0,0
22/08/2022,9,Baix Ebre,430521,Xerta,0.01,0,0,0.01
22/08/2022,2,Alt Empordà,171753,Sant Miquel de Fluvià,0.11,0,0,0.11
23/08/2022,40,Vallès Occidental,81252,Montcada i Reixac,0,0.13,0,0.13
24/08/2022,2,Alt Empordà,171582,Sant Climent Sescebes,0.02,0.01,0,0.03
24/08/2022,9,Baix Ebre,431331,Roquetes,0,0.8,0,0.8
25/08/2022,9,Baix Ebre,431042,"Perelló, el",0,0,0,0
26/08/2022,22,Montsià,430786,Masdenverge,0,2.26,0,2.26
26/08/2022,9,Baix Ebre,430136,"Ametlla de Mar, l'",0,0,0,0
26/08/2022,8,Baix Camp,430923,Mont-roig del Camp,0,0.14,0,0.14
27/08/2022,12,Baix Penedès,431634,"Vendrell, el",0.06,0,0,0.06
28/08/2022,20,Gironès,170792,Girona,0,0,0,0
29/08/2022,16,Conca de Barberà,430461,Conesa,0,0.2,0.85,0.2
30/08/2022,3,Alt Penedès,81228,Mediona,0.02,0,0,0.02
31/08/2022,12,Baix Penedès,430901,"Montmell, el",0,0,0,0
02/09/2022,11,Baix Llobregat,81141,Martorell,0,0,0,0
02/09/2022,37,Terra Alta,430640,Gandesa,0.12,0,0,0.12
02/09/2022,13,Barcelonès,80155,Badalona,0,0,0,0
03/09/2022,6,Anoia,81653,"Pobla de Claramunt, la",0,0,0,0
03/09/2022,5,Alta Ribagorça,250432,"Vall de Boí, la",0.01,0,0,0.01
03/09/2022,9,Baix Ebre,431554,Tortosa,0,0,0,0
04/09/2022,23,Noguera,250352,"Sentiu de Sió, la",0,0.45,0.6,0.45
05/09/2022,23,Noguera,250156,Algerri,5.4,0,0,5.4
07/09/2022,23,Noguera,250621,Camarasa,0,0.22,0,0.22
08/09/2022,8,Baix Camp,431671,Vilanova d'Escornalbou,0,0.03,0,0.03
08/09/2022,11,Baix Llobregat,81141,Martorell,0,0.02,0,0.02
08/09/2022,12,Baix Penedès,431634,"Vendrell, el",0,0,0,0
09/09/2022,22,Montsià,430770,Mas de Barberans,0.5,0,0,0.5
09/09/2022,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.02,0,0,0.02
13/09/2022,2,Alt Empordà,171582,Sant Climent Sescebes,0,0.6,0,0.6
14/09/2022,39,Aran,250637,Canejan,1.95,0,0,1.95
14/09/2022,21,Maresme,82845,Tordera,0.01,0,0,0.01
14/09/2022,10,Baix Empordà,171100,Mont-ras,0,0,0,0
15/09/2022,34,Selva,170078,Amer,0.04,0,0,0.04
15/09/2022,34,Selva,170078,Amer,0.01,0,0,0.01
15/09/2022,19,Garrotxa,171058,Mieres,0.02,0,0,0.02
15/09/2022,34,Selva,170078,Amer,0.02,0,0,0.02
15/09/2022,2,Alt Empordà,170314,Cabanelles,0.05,0,0,0.05
16/09/2022,6,Anoia,81614,Piera,0,0.03,0,0.03
18/09/2022,19,Garrotxa,170101,Argelaguer,0,0,0,0
22/09/2022,35,Solsonès,250642,Castellar de la Ribera,0,0.01,0,0.01
23/09/2022,20,Gironès,170736,Fornells de la Selva,0.13,0,0,0.13
23/09/2022,16,Conca de Barberà,431074,Pira,0.01,0,0,0.01
24/09/2022,26,Pallars Sobirà,250390,Baix Pallars,0,0,0,0
27/09/2022,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.01,0,0,0.01
27/09/2022,9,Baix Ebre,430136,"Ametlla de Mar, l'",0,0.01,0,0.01
28/09/2022,11,Baix Llobregat,81580,"Papiol, el",0,0.01,0,0.01
30/09/2022,9,Baix Ebre,439060,"Ampolla, l'",0,0.05,0,0.05
01/10/2022,38,Urgell,259025,Sant Martí de Riucorb,0,0.53,7.94,0.53
02/10/2022,6,Anoia,82861,"Torre de Claramunt, la",0.89,0,0,0.89
02/10/2022,33,Segrià,250194,Almacelles,0.02,0,0,0.02
06/10/2022,1,Alt Camp,431704,Vila-rodona,0.02,0,0,0.02
07/10/2022,7,Bages,82299,Sant Mateu de Bages,0.01,0,0,0.01
11/10/2022,11,Baix Llobregat,80765,Esparreguera,0,0.01,0,0.01
12/10/2022,11,Baix Llobregat,80569,Castelldefels,0,0.02,0,0.02
13/10/2022,7,Bages,80180,Balsareny,0.06,0,0,0.06
14/10/2022,26,Pallars Sobirà,250827,Espot,0,0,0,0
14/10/2022,9,Baix Ebre,431554,Tortosa,0,0,0,0
14/10/2022,9,Baix Ebre,431554,Tortosa,0,0.01,0,0.01
18/10/2022,4,Alt Urgell,252038,"Seu d'Urgell, la",0.02,0,0,0.02
24/10/2022,12,Baix Penedès,431378,Sant Jaume dels Domenys,0,0.01,0,0.01
28/10/2022,6,Anoia,80253,"Bruc, el",0,0.03,0,0.03
29/10/2022,33,Segrià,250194,Almacelles,0.01,0,0,0.01
04/11/2022,7,Bages,81918,Sallent,0.68,0,0,0.68
04/11/2022,33,Segrià,250194,Almacelles,0,0,0,0
05/11/2022,30,Ribera d'Ebre,431779,Vinebre,0,0.23,0,0.23
07/11/2022,6,Anoia,81614,Piera,0,0.01,0,0.01
11/11/2022,6,Anoia,80253,"Bruc, el",0,0,0,0
14/11/2022,9,Baix Ebre,430136,"Ametlla de Mar, l'",0,1.49,0,1.49
19/11/2022,6,Anoia,80253,"Bruc, el",0,0,0,0
20/11/2022,24,Osona,81712,Prats de Lluçanès,0.01,0.02,0,0.02
21/11/2022,6,Anoia,81022,Igualada,0,0.02,0,0.02
22/11/2022,9,Baix Ebre,439039,Camarles,0,0.04,0,0.04
22/11/2022,6,Anoia,81653,"Pobla de Claramunt, la",0.08,0,0,0.08
22/11/2022,9,Baix Ebre,439039,Camarles,0,0.28,0,0.28
25/11/2022,13,Barcelonès,80193,Barcelona,0,0.01,0,0.01
26/11/2022,6,Anoia,81614,Piera,0,0.02,0,0.02
28/11/2022,11,Baix Llobregat,81141,Martorell,0.08,0,0,0.08
29/11/2022,11,Baix Llobregat,81234,Molins de Rei,0,0,0,0
01/12/2022,42,Moianès,82589,Santa Maria d'Oló,0.1,0,0,0.1
01/12/2022,24,Osona,82248,Sant Martí de Centelles,0.01,0,0,0.01
04/12/2022,9,Baix Ebre,431554,Tortosa,0,0.02,0,0.02
05/12/2022,42,Moianès,80348,Calders,0.05,0,0,0.05
23/12/2022,40,Vallès Occidental,81252,Montcada i Reixac,0.01,0,0,0.01
