,Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda
618,Municipi,17167,Sant Joan de les Abadesses,2022,gener - desembre,59,390.25
619,Municipi,17168,Sant Joan de Mollet,2022,gener - desembre,6,843.33
620,Municipi,8218,Sant Joan de Vilatorrada,2022,gener - desembre,118,527.73
621,Municipi,8217,Sant Joan Despí,2022,gener - desembre,496,892.61
622,Municipi,17185,Sant Joan les Fonts,2022,gener - desembre,40,495.83
623,Municipi,17166,Sant Jordi Desvalls,2022,gener - desembre,11,541.59
625,Municipi,17169,Sant Julià de Ramis,2022,gener - desembre,34,791.32
626,Municipi,8220,Sant Julià de Vilatorta,2022,gener - desembre,57,591.48
627,Municipi,17903,Sant Julià del Llor i Bonmatí,2022,gener - desembre,18,493.89
628,Municipi,8221,Sant Just Desvern,2022,gener - desembre,552,1228.71
629,Municipi,17171,Sant Llorenç de la Muga,2022,gener - desembre,10,645.5
630,Municipi,25193,Sant Llorenç de Morunys,2022,gener - desembre,12,515.83
631,Municipi,8222,Sant Llorenç d'Hortons,2022,gener - desembre,29,601.46
632,Municipi,8223,Sant Llorenç Savall,2022,gener - desembre,41,515.74
633,Municipi,8224,Sant Martí de Centelles,2022,gener - desembre,25,554.86
636,Municipi,8226,Sant Martí de Tous,2022,gener - desembre,6,435.0
637,Municipi,8227,Sant Martí Sarroca,2022,gener - desembre,47,626.47
640,Municipi,8229,Sant Mateu de Bages,2022,gener - desembre,10,551.5
644,Municipi,17177,Sant Pau de Segúries,2022,gener - desembre,6,505.0
645,Municipi,8231,Sant Pere de Ribes,2022,gener - desembre,471,807.87
646,Municipi,8232,Sant Pere de Riudebitlles,2022,gener - desembre,40,612.88
647,Municipi,8233,Sant Pere de Torelló,2022,gener - desembre,18,356.14
648,Municipi,8234,Sant Pere de Vilamajor,2022,gener - desembre,27,926.08
649,Municipi,17178,Sant Pere Pescador,2022,gener - desembre,26,535.62
651,Municipi,8235,Sant Pol de Mar,2022,gener - desembre,90,852.34
652,Municipi,8236,Sant Quintí de Mediona,2022,gener - desembre,42,488.57
653,Municipi,8237,Sant Quirze de Besora,2022,gener - desembre,43,477.27
654,Municipi,8238,Sant Quirze del Vallès,2022,gener - desembre,214,852.12
655,Municipi,8239,Sant Quirze Safaja,2022,gener - desembre,21,586.24
657,Municipi,8240,Sant Sadurní d'Anoia,2022,gener - desembre,243,572.41
658,Municipi,8098,Sant Salvador de Guardiola,2022,gener - desembre,8,468.18
659,Municipi,8262,Sant Vicenç de Castellet,2022,gener - desembre,168,470.74
660,Municipi,8264,Sant Vicenç de Montalt,2022,gener - desembre,90,1489.95
661,Municipi,8265,Sant Vicenç de Torelló,2022,gener - desembre,29,445.52
662,Municipi,8263,Sant Vicenç dels Horts,2022,gener - desembre,252,723.24
663,Municipi,43138,Santa Bàrbara,2022,gener - desembre,55,340.09
665,Municipi,8244,Santa Coloma de Cervelló,2022,gener - desembre,82,834.26
666,Municipi,17180,Santa Coloma de Farners,2022,gener - desembre,226,546.12
667,Municipi,8245,Santa Coloma de Gramenet,2022,gener - desembre,1877,637.02
668,Municipi,43139,Santa Coloma de Queralt,2022,gener - desembre,28,391.91
669,Municipi,17181,Santa Cristina d'Aro,2022,gener - desembre,66,774.92
670,Municipi,8246,Santa Eugènia de Berga,2022,gener - desembre,25,580.19
671,Municipi,8247,Santa Eulàlia de Riuprimer,2022,gener - desembre,22,647.27
672,Municipi,8248,Santa Eulàlia de Ronçana,2022,gener - desembre,61,808.76
674,Municipi,8250,Santa Margarida de Montbui,2022,gener - desembre,98,458.31
675,Municipi,8251,Santa Margarida i els Monjos,2022,gener - desembre,94,528.88
677,Municipi,8256,Santa Maria de Martorelles,2022,gener - desembre,7,778.57
679,Municipi,8259,Santa Maria de Palautordera,2022,gener - desembre,158,671.17
680,Municipi,8258,Santa Maria d'Oló,2022,gener - desembre,11,512.0
681,Municipi,43140,Santa Oliva,2022,gener - desembre,21,655.48
682,Municipi,17184,Santa Pau,2022,gener - desembre,12,487.92
683,Municipi,8260,Santa Perpètua de Mogoda,2022,gener - desembre,291,673.31
684,Municipi,8261,Santa Susanna,2022,gener - desembre,39,1067.69
685,Municipi,8192,Santpedor,2022,gener - desembre,118,538.45
686,Municipi,43142,Sarral,2022,gener - desembre,13,325.0
687,Municipi,17186,Sarrià de Ter,2022,gener - desembre,62,667.9
690,Municipi,17187,"Saus, Camallera i Llampaies",2022,gener - desembre,9,520.0
691,Municipi,43144,"Secuita, la",2022,gener - desembre,25,486.4
693,Municipi,43145,"Selva del Camp, la",2022,gener - desembre,41,521.95
694,Municipi,43044,"Sénia, la",2022,gener - desembre,50,284.28
697,Municipi,8267,Sentmenat,2022,gener - desembre,173,624.74
698,Municipi,17190,Serinyà,2022,gener - desembre,10,569.16
699,Municipi,25204,Seròs,2022,gener - desembre,9,353.89
701,Municipi,25203,"Seu d'Urgell, la",2022,gener - desembre,489,472.61
702,Municipi,8269,Seva,2022,gener - desembre,53,671.47
704,Municipi,17193,Sils,2022,gener - desembre,72,596.86
705,Municipi,8270,Sitges,2022,gener - desembre,848,1096.64
708,Municipi,25207,Solsona,2022,gener - desembre,234,377.13
711,Municipi,25209,Sort,2022,gener - desembre,98,413.68
712,Municipi,25210,Soses,2022,gener - desembre,6,376.67
713,Municipi,8273,Subirats,2022,gener - desembre,25,516.4
716,Municipi,8274,Súria,2022,gener - desembre,84,456.19
719,Municipi,25215,Talarn,2022,gener - desembre,6,369.17
721,Municipi,8278,Taradell,2022,gener - desembre,128,551.91
722,Municipi,43148,Tarragona,2022,gener - desembre,3635,602.1
723,Municipi,25217,Tàrrega,2022,gener - desembre,382,430.97
725,Municipi,8281,Teià,2022,gener - desembre,100,1071.12
726,Municipi,25220,Térmens,2022,gener - desembre,18,416.39
728,Municipi,8279,Terrassa,2022,gener - desembre,4452,650.53
729,Municipi,8282,Tiana,2022,gener - desembre,154,1003.55
731,Municipi,43149,Tivenys,2022,gener - desembre,14,351.43
733,Municipi,8283,Tona,2022,gener - desembre,113,644.04
734,Municipi,25223,Torà,2022,gener - desembre,30,362.5
735,Municipi,8284,Tordera,2022,gener - desembre,266,527.28
736,Municipi,8285,Torelló,2022,gener - desembre,299,478.14
737,Municipi,25225,Tornabous,2022,gener - desembre,6,480.83
739,Municipi,8286,"Torre de Claramunt, la",2022,gener - desembre,15,656.57
740,Municipi,43152,"Torre de l'Espanyol, la",2022,gener - desembre,7,317.14
742,Municipi,43153,Torredembarra,2022,gener - desembre,396,563.99
743,Municipi,25228,Torrefarrera,2022,gener - desembre,52,527.88
744,Municipi,25907,Torrefeta i Florejacs,2022,gener - desembre,8,412.5
745,Municipi,25230,Torregrossa,2022,gener - desembre,10,326.06
746,Municipi,8287,Torrelavit,2022,gener - desembre,18,632.78
747,Municipi,8288,Torrelles de Foix,2022,gener - desembre,37,500.78
748,Municipi,8289,Torrelles de Llobregat,2022,gener - desembre,77,818.02
751,Municipi,17198,Torroella de Fluvià,2022,gener - desembre,9,600.0
752,Municipi,17199,Torroella de Montgrí,2022,gener - desembre,191,620.88
754,Municipi,17200,Tortellà,2022,gener - desembre,6,537.5
755,Municipi,43155,Tortosa,2022,gener - desembre,892,422.21
757,Municipi,17202,Tossa de Mar,2022,gener - desembre,87,573.92
758,Municipi,25234,Tremp,2022,gener - desembre,110,381.75
759,Municipi,17204,Ullà,2022,gener - desembre,15,703.33
760,Municipi,8290,Ullastrell,2022,gener - desembre,12,870.83
761,Municipi,43156,Ulldecona,2022,gener - desembre,53,392.79
765,Municipi,8291,Vacarisses,2022,gener - desembre,32,924.12
767,Municipi,17208,"Vall de Bianya, la",2022,gener - desembre,12,543.1
770,Municipi,17207,"Vall d'en Bas, la",2022,gener - desembre,36,544.44
771,Municipi,8292,Vallbona d'Anoia,2022,gener - desembre,18,562.06
774,Municipi,25240,Vallfogona de Balaguer,2022,gener - desembre,23,398.8
777,Municipi,8294,Vallgorguina,2022,gener - desembre,26,732.69
778,Municipi,8295,Vallirana,2022,gener - desembre,163,769.14
781,Municipi,8296,Vallromanes,2022,gener - desembre,15,1172.5
782,Municipi,43161,Valls,2022,gener - desembre,414,475.41
784,Municipi,25239,"Valls de Valira, les",2022,gener - desembre,8,456.25
785,Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2022,gener - desembre,87,504.79
788,Municipi,43163,"Vendrell, el",2022,gener - desembre,763,562.48
789,Municipi,17210,Ventalló,2022,gener - desembre,12,775.0
790,Municipi,25242,Verdú,2022,gener - desembre,6,363.77
791,Municipi,17211,Verges,2022,gener - desembre,18,600.53
793,Municipi,8298,Vic,2022,gener - desembre,1206,613.25
795,Municipi,17213,Vidreres,2022,gener - desembre,74,629.12
796,Municipi,25243,Vielha e Mijaran,2022,gener - desembre,74,626.32
797,Municipi,43165,Vilabella,2022,gener - desembre,6,366.67
798,Municipi,17214,Vilabertran,2022,gener - desembre,6,504.71
799,Municipi,17215,Vilablareix,2022,gener - desembre,21,1055.76
800,Municipi,8299,Vilada,2022,gener - desembre,9,672.22
801,Municipi,17217,Viladamat,2022,gener - desembre,6,633.33
803,Municipi,8301,Viladecans,2022,gener - desembre,742,780.85
804,Municipi,8300,Viladecavalls,2022,gener - desembre,42,800.68
805,Municipi,17218,Vilademuls,2022,gener - desembre,7,507.14
806,Municipi,17220,Viladrau,2022,gener - desembre,24,529.29
807,Municipi,17221,Vilafant,2022,gener - desembre,64,635.38
808,Municipi,8305,Vilafranca del Penedès,2022,gener - desembre,966,592.09
809,Municipi,25244,Vilagrassa,2022,gener - desembre,8,403.75
810,Municipi,17223,Vilajuïga,2022,gener - desembre,16,541.88
811,Municipi,8306,Vilalba Sasserra,2022,gener - desembre,15,686.33
814,Municipi,43166,Vilallonga del Camp,2022,gener - desembre,31,500.48
816,Municipi,17226,Vilamalla,2022,gener - desembre,8,480.09
819,Municipi,17228,Vilanant,2022,gener - desembre,8,689.38
823,Municipi,8303,Vilanova de Sau,2022,gener - desembre,6,549.95
825,Municipi,8302,Vilanova del Camí,2022,gener - desembre,137,492.55
826,Municipi,8902,Vilanova del Vallès,2022,gener - desembre,55,1004.05
827,Municipi,43167,Vilanova d'Escornalbou,2022,gener - desembre,7,516.43
828,Municipi,8307,Vilanova i la Geltrú,2022,gener - desembre,1222,706.09
829,Municipi,43169,Vilaplana,2022,gener - desembre,8,402.5
830,Municipi,43170,Vila-rodona,2022,gener - desembre,14,430.0
831,Municipi,17230,Vila-sacra,2022,gener - desembre,9,777.78
833,Municipi,43171,Vila-seca,2022,gener - desembre,332,544.91
834,Municipi,8214,Vilassar de Dalt,2022,gener - desembre,139,889.57
835,Municipi,8219,Vilassar de Mar,2022,gener - desembre,397,958.07
839,Municipi,8304,Vilobí del Penedès,2022,gener - desembre,15,570.33
840,Municipi,17233,Vilobí d'Onyar,2022,gener - desembre,33,581.0
843,Municipi,43176,Vimbodí i Poblet,2022,gener - desembre,6,344.17
846,Municipi,43178,Vinyols i els Arcs,2022,gener - desembre,50,494.34
847,Municipi,43052,Xerta,2022,gener - desembre,10,337.5
848,Municipi,8001,Abrera,2022,octubre - desembre,52,643.57
849,Municipi,25003,Agramunt,2022,octubre - desembre,21,381.29
850,Municipi,17001,Agullana,2022,octubre - desembre,7,750.0
851,Municipi,8014,Aiguafreda,2022,octubre - desembre,16,633.75
854,Municipi,25038,Aitona,2022,octubre - desembre,9,337.78
857,Municipi,25007,Albatàrrec,2022,octubre - desembre,7,342.86
862,Municipi,25120,Lleida,2022,octubre - desembre,630,539.29
863,Municipi,8107,Lliçà d'Amunt,2022,octubre - desembre,17,803.82
864,Municipi,8108,Lliçà de Vall,2022,octubre - desembre,11,993.26
865,Municipi,8106,Llinars del Vallès,2022,octubre - desembre,46,754.21
866,Municipi,17094,Llívia,2022,octubre - desembre,7,592.86
868,Municipi,43074,Llorenç del Penedès,2022,octubre - desembre,10,554.0
869,Municipi,17095,Lloret de Mar,2022,octubre - desembre,158,558.04
873,Municipi,17103,Maçanet de la Selva,2022,octubre - desembre,11,661.36
877,Municipi,8110,Malgrat de Mar,2022,octubre - desembre,58,612.45
879,Municipi,8112,Manlleu,2022,octubre - desembre,97,480.92
880,Municipi,8113,Manresa,2022,octubre - desembre,486,525.74
882,Municipi,8114,Martorell,2022,octubre - desembre,109,639.74
883,Municipi,8115,Martorelles,2022,octubre - desembre,21,555.95
888,Municipi,8118,"Masnou, el",2022,octubre - desembre,152,978.52
890,Municipi,8119,Masquefa,2022,octubre - desembre,21,710.71
893,Municipi,8120,Matadepera,2022,octubre - desembre,34,1151.03
894,Municipi,8121,Mataró,2022,octubre - desembre,645,689.35
895,Municipi,8122,Mediona,2022,octubre - desembre,12,501.67
899,Municipi,8138,Moià,2022,octubre - desembre,36,513.29
900,Municipi,8123,Molins de Rei,2022,octubre - desembre,120,807.34
901,Municipi,25137,Mollerussa,2022,octubre - desembre,90,429.12
902,Municipi,8124,Mollet del Vallès,2022,octubre - desembre,203,690.99
904,Municipi,8127,Monistrol de Montserrat,2022,octubre - desembre,21,463.9
906,Municipi,43086,Montblanc,2022,octubre - desembre,24,444.3
907,Municipi,43088,Montbrió del Camp,2022,octubre - desembre,12,447.5
908,Municipi,8125,Montcada i Reixac,2022,octubre - desembre,140,710.05
910,Municipi,8131,Montesquiu,2022,octubre - desembre,8,380.0
913,Municipi,8126,Montgat,2022,octubre - desembre,46,941.41
916,Municipi,8135,Montmeló,2022,octubre - desembre,27,635.29
917,Municipi,8136,Montornès del Vallès,2022,octubre - desembre,58,675.01
920,Municipi,43092,Mont-roig del Camp,2022,octubre - desembre,41,570.98
922,Municipi,43093,Móra d'Ebre,2022,octubre - desembre,19,383.95
923,Municipi,43094,Móra la Nova,2022,octubre - desembre,8,371.25
924,Municipi,43095,"Morell, el",2022,octubre - desembre,16,497.02
927,Municipi,8140,Navarcles,2022,octubre - desembre,27,492.03
928,Municipi,8141,Navàs,2022,octubre - desembre,32,475.47
929,Municipi,17111,Navata,2022,octubre - desembre,8,663.12
933,Municipi,8143,Òdena,2022,octubre - desembre,6,545.84
934,Municipi,8145,Olèrdola,2022,octubre - desembre,11,740.45
936,Municipi,8147,Olesa de Montserrat,2022,octubre - desembre,85,655.52
939,Municipi,8148,Olivella,2022,octubre - desembre,7,885.71
941,Municipi,17114,Olot,2022,octubre - desembre,220,520.6
951,Municipi,8155,Palafolls,2022,octubre - desembre,23,608.7
952,Municipi,17117,Palafrugell,2022,octubre - desembre,79,619.6
953,Municipi,17118,Palamós,2022,octubre - desembre,101,670.63
957,Municipi,8156,Palau-solità i Plegamans,2022,octubre - desembre,32,847.62
959,Municipi,8157,Pallejà,2022,octubre - desembre,34,739.42
960,Municipi,8905,"Palma de Cervelló, la",2022,octubre - desembre,13,678.84
962,Municipi,8158,"Papiol, el",2022,octubre - desembre,15,839.33
963,Municipi,8159,Parets del Vallès,2022,octubre - desembre,68,751.4
970,Municipi,17132,Peralada,2022,octubre - desembre,12,707.08
971,Municipi,43104,"Perelló, el",2022,octubre - desembre,10,357.5
972,Municipi,8161,Piera,2022,octubre - desembre,43,686.86
974,Municipi,8163,Pineda de Mar,2022,octubre - desembre,128,618.52
978,Municipi,43108,"Pla de Santa Maria, el",2022,octubre - desembre,8,513.63
979,Municipi,8164,"Pla del Penedès, el",2022,octubre - desembre,6,485.0
984,Municipi,8165,"Pobla de Claramunt, la",2022,octubre - desembre,8,400.62
985,Municipi,8166,"Pobla de Lillet, la",2022,octubre - desembre,9,657.78
986,Municipi,43109,"Pobla de Mafumet, la",2022,octubre - desembre,20,524.0
987,Municipi,43111,"Pobla de Montornès, la",2022,octubre - desembre,16,547.81
988,Municipi,25171,"Pobla de Segur, la",2022,octubre - desembre,13,385.38
989,Municipi,8167,Polinyà,2022,octubre - desembre,26,704.88
992,Municipi,25173,"Pont de Suert, el",2022,octubre - desembre,12,390.42
993,Municipi,8182,"Pont de Vilomara i Rocafort, el",2022,octubre - desembre,18,537.78
995,Municipi,25172,Ponts,2022,octubre - desembre,9,341.78
996,Municipi,17137,Porqueres,2022,octubre - desembre,7,708.57
997,Municipi,17140,"Port de la Selva, el",2022,octubre - desembre,7,700.0
1001,Municipi,8169,"Prat de Llobregat, el",2022,octubre - desembre,204,790.57
1002,Municipi,8171,Prats de Lluçanès,2022,octubre - desembre,10,524.5
1004,Municipi,8230,Premià de Dalt,2022,octubre - desembre,41,1189.34
1005,Municipi,8172,Premià de Mar,2022,octubre - desembre,138,874.56
1008,Municipi,17141,Puigcerdà,2022,octubre - desembre,63,713.21
1012,Municipi,8175,Puig-reig,2022,octubre - desembre,25,422.4
1014,Municipi,17142,Quart,2022,octubre - desembre,10,847.5
1018,Municipi,43136,"Ràpita, la",2022,octubre - desembre,98,440.73
1021,Municipi,43123,Reus,2022,octubre - desembre,530,543.49
1022,Municipi,25183,Rialp,2022,octubre - desembre,8,532.5
1027,Municipi,17145,Ribes de Freser,2022,octubre - desembre,9,458.89
1028,Municipi,17146,Riells i Viabrea,2022,octubre - desembre,12,741.25
1029,Municipi,43126,"Riera de Gaià, la",2022,octubre - desembre,10,558.5
1031,Municipi,17147,Ripoll,2022,octubre - desembre,72,438.02
1032,Municipi,8180,Ripollet,2022,octubre - desembre,119,718.03
1034,Municipi,17148,Riudarenes,2022,octubre - desembre,7,722.14
1036,Municipi,43128,Riudecols,2022,octubre - desembre,7,478.57
1038,Municipi,43129,Riudoms,2022,octubre - desembre,14,527.9
1040,Municipi,8181,"Roca del Vallès, la",2022,octubre - desembre,37,769.21
1042,Municipi,43131,Roda de Berà,2022,octubre - desembre,51,591.14
1043,Municipi,8183,Roda de Ter,2022,octubre - desembre,28,523.93
1044,Municipi,43133,Roquetes,2022,octubre - desembre,44,425.71
1045,Municipi,17152,Roses,2022,octubre - desembre,75,560.11
1048,Municipi,8184,Rubí,2022,octubre - desembre,299,734.35
1050,Municipi,8187,Sabadell,2022,octubre - desembre,1010,728.86
1052,Municipi,8191,Sallent,2022,octubre - desembre,17,475.29
1054,Municipi,43004,Alcanar,2022,octubre - desembre,44,422.41
1055,Municipi,25011,Alcarràs,2022,octubre - desembre,43,428.95
1056,Municipi,25012,Alcoletge,2022,octubre - desembre,15,472.0
1057,Municipi,43005,Alcover,2022,octubre - desembre,8,532.75
1058,Municipi,43904,"Aldea, l'",2022,octubre - desembre,20,511.5
1061,Municipi,8003,Alella,2022,octubre - desembre,44,1112.02
1062,Municipi,25013,Alfarràs,2022,octubre - desembre,6,357.5
1064,Municipi,25016,Alguaire,2022,octubre - desembre,7,437.85
1065,Municipi,25019,Almacelles,2022,octubre - desembre,25,437.0
1068,Municipi,17006,Alp,2022,octubre - desembre,18,557.28
1070,Municipi,25023,Alpicat,2022,octubre - desembre,7,562.14
1071,Municipi,43012,Altafulla,2022,octubre - desembre,22,731.63
1072,Municipi,17007,Amer,2022,octubre - desembre,11,487.27
1073,Municipi,43013,"Ametlla de Mar, l'",2022,octubre - desembre,25,602.2
1074,Municipi,8005,"Ametlla del Vallès, l'",2022,octubre - desembre,21,993.33
1075,Municipi,43906,"Ampolla, l'",2022,octubre - desembre,21,476.9
1076,Municipi,43014,Amposta,2022,octubre - desembre,73,358.58
1077,Municipi,17008,Anglès,2022,octubre - desembre,19,489.95
1080,Municipi,43016,"Arboç, l'",2022,octubre - desembre,22,536.5
1081,Municipi,17009,Arbúcies,2022,octubre - desembre,48,485.52
1082,Municipi,8006,Arenys de Mar,2022,octubre - desembre,103,682.35
1083,Municipi,8007,Arenys de Munt,2022,octubre - desembre,36,671.0
1085,Municipi,8009,Argentona,2022,octubre - desembre,38,927.75
1086,Municipi,8010,Artés,2022,octubre - desembre,37,469.11
1087,Municipi,25034,Artesa de Segre,2022,octubre - desembre,15,374.33
1089,Municipi,8012,Avinyó,2022,octubre - desembre,7,525.71
1092,Municipi,8015,Badalona,2022,octubre - desembre,930,839.48
1093,Municipi,8904,Badia del Vallès,2022,octubre - desembre,7,241.03
1094,Municipi,8016,Bagà,2022,octubre - desembre,9,424.44
1096,Municipi,25040,Balaguer,2022,octubre - desembre,77,399.8
1097,Municipi,8017,Balenyà,2022,octubre - desembre,12,700.0
1098,Municipi,8018,Balsareny,2022,octubre - desembre,6,401.67
1099,Municipi,43020,Banyeres del Penedès,2022,octubre - desembre,10,655.0
1100,Municipi,17015,Banyoles,2022,octubre - desembre,100,604.08
1102,Municipi,8252,Barberà del Vallès,2022,octubre - desembre,90,733.69
