CODI_10,NOM_ENS,ANY,TOTAL,HOMES,DONES
4303500000,Ajuntament de Cabacés,2005,340,180,160
4305550006,Ajuntament de Falset,2002,2581,0,0
1721210007,Ajuntament de Vidrà,2013,166,88,78
2523040003,Ajuntament de Torregrossa,2018,2190,1124,1066
1703140003,Ajuntament de Cabanelles,1990,245,,
1706000000,Ajuntament de Darnius,2001,522,,
4314760009,Ajuntament de Solivella,1998,631,,
8101670005,Consell Comarcal de la Conca de Barberà,2009,21502,,
2512140003,Ajuntament de Les,1990,666,,
2525210007,Ajuntament de Vila-sana,1995,498,,
1718990004,Ajuntament de la Cellera de Ter,2006,2096,,
0804250006,Ajuntament de Cànoves i Samalús,2000,1870,,
0801420002,Ajuntament d'Aiguafreda,2015,2465,,
0828830008,Ajuntament de Torrelles de Foix,2013,2360,1241,1119
2524830008,Ajuntament de Vilanova de Bellpuig,2012,1213,,
8100430008,Consell Comarcal de l'Alt Urgell,2008,21942,11179,10763
0801420002,Ajuntament d'Aiguafreda,2009,2464,,
4390760009,Ajuntament de la Canonja,2016,5846,,
2502730008,Ajuntament d'Anglesola,2000,1277,,
2500450006,Ajuntament dels Alamús,2004,724,,
1709110007,Ajuntament de Llanars,2004,527,,
0813040003,Ajuntament de Montclar,1998,120,,
1718510007,Ajuntament de Sant Joan les Fonts,2006,2652,,
0806670005,Ajuntament de Castellví de Rosanes,2009,1719,,
4312510007,Ajuntament de Riba-roja d'Ebre,2008,1328,699,629
2500190004,Ajuntament d'Abella de la Conca,2003,183,0,0
0814580001,Ajuntament d'Olèrdola,2018,3611,1855,1756
0802910007,Ajuntament de Cabrera de Mar,2005,4119,2102,2017
2511550006,Ajuntament d'Isona i Conca Dellà,2000,1222,,
2509310007,Ajuntament de Fondarella,1995,659,,
0826520002,Ajuntament de Sant Vicenç de Torelló,2010,2028,,
0890450006,Ajuntament de Badia del Vallès,2019,13380,,
2514310007,Ajuntament de Montornès de Segarra,2007,108,50,58
0801550006,Ajuntament de Badalona,1999,209635,,
0817480001,Ajuntament de Puigdàlber,2012,535,,
0828300000,Ajuntament de Tona,2004,6725,,
8000840003,Diputació de Barcelona,1998,4666271,,
4314570005,Ajuntament de la Selva del Camp,1992,3546,,
4311140003,Ajuntament de la Pobla de Montornès,1994,1093,,
4304960009,Ajuntament de Cornudella de Montsant,2007,1006,526,480
1708490004,Ajuntament d'Isòvol,1999,198,,
4303850006,Ajuntament de Cambrils,1994,16547,,
1715180001,Ajuntament de Riumors,2010,224,,
2507720002,Ajuntament de Coll de Nargó,1992,618,,
0816660009,Ajuntament de la Pobla de Lillet,2021,1063,513,550
4302710007,Ajuntament de la Bisbal de Falset,2003,250,0,0
4308970005,Ajuntament de Montferri,1990,152,,
0809960009,Ajuntament de Guardiola de Berguedà,2004,945,,
4301080001,Ajuntament d'Alió,2002,382,0,0
0803050006,Ajuntament de Cabrils,2005,6238,3067,3171
4317850006,Ajuntament de Vinyols i els Arcs,2008,1738,894,844
4304770005,Ajuntament de Constantí,2005,5608,2981,2627
1702090004,Ajuntament de Bescanó,2016,4854,,
2503710007,Ajuntament de les Avellanes i Santa Linya,2013,474,270,204
4314390004,Ajuntament de Savallà del Comtat,2000,75,,
0829430008,Ajuntament de Vallgorguina,2020,2988,,
4305210007,Ajuntament de Xerta,2015,1209,,
0813630008,Ajuntament de Montornès del Vallès,1995,11573,,
1711220002,Ajuntament d'Ogassa,1995,261,,
2506930008,Ajuntament de Castelló de Farfanya,1999,588,,
0815930008,Ajuntament de Parets del Vallès,2016,18837,,
0804030008,Ajuntament de Canet de Mar,1990,8850,,
4310680001,Ajuntament del Pinell de Brai,1991,1170,,
2591010007,Ajuntament de Josa i Tuixén,2009,155,,
1723050006,Ajuntament de Vila-sacra,2009,598,,
1715010007,Ajuntament de Riudellots de la Selva,2021,2076,1049,1027
2513640003,Ajuntament de la Molsosa,2008,126,63,63
0829170005,Ajuntament de Vacarisses,1995,1577,,
1707670005,Ajuntament de Garrigoles,2016,163,,
0800570005,Ajuntament de l'Ametlla del Vallès,2020,8646,,
0810220002,Ajuntament d'Igualada,1999,32526,,
8103500000,Consell Comarcal del Solsonès,2005,12764,,
7006580001,Entitat Municipal Descentralitzada d'Unha,2001,75,,
2510440003,Ajuntament de Granyena de Segarra,1998,162,,
2505570005,Ajuntament de Biosca,1999,253,,
1712410007,Ajuntament de Pals,1990,1696,,
2502360009,Ajuntament d'Alpicat,1998,3600,,
2525370005,Ajuntament del Vilosell,2013,192,97,95
1718120002,Ajuntament de Santa Cristina d'Aro,1991,1859,,
4316520002,Ajuntament de Vilabella,2017,749,388,361
0830670005,Ajuntament de Vilalba Sasserra,2012,703,,
0827110007,Ajuntament de Sobremunt,1990,100,,
1702420002,Ajuntament de Bolvir,2013,373,200,173
0810750006,Ajuntament de Lliçà d'Amunt,1993,6427,,
0808630008,Ajuntament de les Franqueses del Vallès,2006,15817,,
0822050006,Ajuntament de Sant Julià de Vilatorta,1992,1949,,
0812340003,Ajuntament de Molins de Rei,2017,25492,12407,13085
4304610007,Ajuntament de Conesa,1999,112,,
4301360009,Ajuntament de l'Ametlla de Mar,2000,4946,,
2519300000,Ajuntament de Sant Llorenç de Morunys,2006,950,,
2518980001,Ajuntament de Rosselló,2010,2950,,
2591230008,Ajuntament de Gimenells i el Pla de la Font,2021,1118,597,521
8102280001,Consell Comarcal del Montsià,2015,68524,,
0808500000,Ajuntament de Font-rubí,2019,1327,,
4307480001,Ajuntament de Llorenç del Penedès,2019,2393,,
1717290004,Ajuntament de Sant Martí de Llémena,2004,509,,
4306400000,Ajuntament de Gandesa,2021,3098,1587,1511
2521920002,Ajuntament de Tarroja de Segarra,2019,187,,
2507720002,Ajuntament de Coll de Nargó,2014,587,296,291
0813630008,Ajuntament de Montornès del Vallès,2003,13484,0,0
1719590004,Ajuntament de la Tallada d'Empordà,2002,332,0,0
0804590004,Ajuntament de Capolat,1993,59,,
2513120002,Ajuntament de Massalcoreig,2005,625,337,288
0825360009,Ajuntament de Santa Maria de Besora,1990,208,,
1722530008,Ajuntament de Vilamacolum,2006,280,,
0823590004,Ajuntament de Sant Pol de Mar,2008,4970,2520,2450
1708900000,Ajuntament de Llagostera,1992,5363,,
4306070005,Ajuntament de Flix,1990,4992,,
0814300000,Ajuntament d'Òdena,1992,2543,,
2506800000,Ajuntament de Castellnou de Seana,2019,683,,
7000480001,Entitat Municipal Descentralitzada d'Arcavell i la Farga de Moles,2016,41,25,24
4315670005,Ajuntament d'Ulldecona,1996,5152,,
4305370005,Ajuntament de Duesaigües,2017,243,140,103
0812900000,Ajuntament de Muntanyola,2010,587,,
4312990004,Ajuntament de Riudoms,2009,6436,,
4300940003,Ajuntament d'Alforja,2002,1303,0,0
1716160009,Ajuntament de Sant Feliu de Pallerols,2021,1456,736,720
1713650006,Ajuntament de Pontós,2015,231,,
2515430008,Ajuntament dels Omells de na Gaia,2006,159,,
1715820002,Ajuntament de Sant Climent Sescebes,2006,482,,
2505600000,Ajuntament de Bovera,1992,455,,
1719590004,Ajuntament de la Tallada d'Empordà,2012,459,,
0825410007,Ajuntament de l'Esquirol,1995,2061,,
2522870005,Ajuntament de Torrefarrera,1993,1534,,
0825360009,Ajuntament de Santa Maria de Besora,2012,157,,
8101730008,Consell Comarcal del Garraf,2011,146469,73068,73401
0813790004,Ajuntament de Montseny,1991,286,,
0824570005,Ajuntament de Santa Coloma de Gramenet,2004,116503,,
0828300000,Ajuntament de Tona,2005,7030,3565,3465
0818780001,Ajuntament de Sabadell,2014,207444,100979,106465
4310210007,Ajuntament de Paüls,2012,602,,
0824440003,Ajuntament de Santa Coloma de Cervelló,2007,7508,3748,3760
2508990004,Ajuntament de Farrera,1998,86,,
2522340003,Ajuntament de Torà,2021,1209,607,602
0824180001,Ajuntament de Sant Sadurní d'Osormort,2014,86,50,36
2518630008,Ajuntament de Riner,1992,255,,
4312480001,Ajuntament de la Riba,1993,881,,
0827850006,Ajuntament de Taradell,1991,4593,,
1703290004,Ajuntament de Cadaqués,2001,2390,,
1710770005,Ajuntament de Molló,2017,342,164,178
1706560009,Ajuntament d'Esponellà,2011,451,219,232
4302900000,Ajuntament de Blancafort,2020,382,,
2516360009,Ajuntament de la Coma i la Pedra,2006,253,,
0827110007,Ajuntament de Sobremunt,2018,79,34,45
1720180001,Ajuntament de Toses,2010,155,,
0817860009,Ajuntament de Rajadell,2008,492,268,224
2523320002,Ajuntament de Torre-serona,2003,347,0,0
0813850006,Ajuntament de Moià,1992,3359,,
0815420002,Ajuntament de Pacs del Penedès,1992,448,,
4390570005,Ajuntament de Salou,2016,26386,,
8100380001,Consell Comarcal de l'Alt Penedès,1992,70399,,
0830360009,Ajuntament de Vilanova de Sau,1990,334,,
4301730008,Ajuntament de l'Argentera,2003,154,0,0
2512070005,Ajuntament de Lleida,2017,137327,67855,69472
2520000000,Ajuntament de Sarroca de Lleida,1991,501,,
2509620002,Ajuntament de la Fuliola,2007,1241,622,619
0807520002,Ajuntament de Dosrius,2006,4469,,
2510010007,Ajuntament de Gósol,1996,210,,
0811080001,Ajuntament de Malgrat de Mar,2013,18429,9265,9164
0801370005,Ajuntament d'Avinyonet del Penedès,2005,1529,822,707
4303790004,Ajuntament de Calafell,2019,26538,,
1706810007,Ajuntament de Foixà,2017,313,163,150
1709790004,Ajuntament de Madremanya,2013,279,134,145
0828610007,Ajuntament de la Torre de Claramunt,2020,3741,,
4310420002,Ajuntament del Perelló,2014,3155,1648,1507
0818030008,Ajuntament de Ripollet,1995,28622,,
2503130008,Ajuntament d'Arres,2015,67,,
4317040003,Ajuntament de Vila-rodona,1998,1008,,
0811890004,Ajuntament del Masnou,1998,20794,,
0810000000,Ajuntament de Gurb,2003,2049,0,0
0828610007,Ajuntament de la Torre de Claramunt,1994,1878,,
4313840003,Ajuntament de Santa Bàrbara,2005,3613,1838,1775
1722720002,Ajuntament de Vilamaniscle,2001,118,,
0819010007,Ajuntament de Saldes,1994,331,,
2518980001,Ajuntament de Rosselló,2015,3043,,
2507880001,Ajuntament de Corbins,1994,1005,,
0823620002,Ajuntament de Sant Quintí de Mediona,2013,2165,1101,1064
2502410007,Ajuntament d'Alt Àneu,2021,430,250,180
2521670005,Ajuntament de Talavera,2010,302,,
4307700000,Ajuntament de Mas de Barberans,1996,726,,
1712920002,Ajuntament de Pedret i Marzà,1994,122,,
4303500000,Ajuntament de Cabacés,2018,305,159,146
1721740003,Ajuntament de Viladamat,2008,439,231,208
1707410007,Ajuntament de Fortià,2018,732,362,370
8100940003,Consell Comarcal del Baix Ebre,2010,82222,,
8101920002,Consell Comarcal de la Garrotxa,2016,55999,,
2500610007,Ajuntament de l'Albagés,1992,553,,
1712360009,Ajuntament de Palol de Revardit,2007,459,234,225
4305930008,Ajuntament de Figuerola del Camp,2013,352,175,177
4301360009,Ajuntament de l'Ametlla de Mar,1996,4341,,
8100560009,Consell Comarcal de l'Alta Ribagorça,2000,3612,,
2501380001,Ajuntament d'Alfarràs,1993,3038,,
2510570005,Ajuntament de Granyena de les Garrigues,2005,170,95,75
1722880001,Ajuntament de Vilanant,2008,348,171,177
0810220002,Ajuntament d'Igualada,2020,40742,,
2504110007,Ajuntament de Barbens,2012,928,,
2524300000,Ajuntament de Vielha e Mijaran,2014,5474,2764,2710
4312640003,Ajuntament de la Riera de Gaià,2013,1635,825,810
1702740003,Ajuntament de Breda,2021,3836,1894,1942
4309010007,Ajuntament del Montmell,1999,498,,
0830080001,Ajuntament de Viladecavalls,1992,3532,,
4306910007,Ajuntament de Gratallops,2018,226,126,100
2521080001,Ajuntament de Soses,2004,1565,,
4302520002,Ajuntament de Benifallet,2002,863,0,0
4304450006,Ajuntament de la Sénia,2002,5579,0,0
7002390004,Entitat Municipal Descentralitzada d'Espui,1998,181,,
0807650006,Ajuntament d'Esparreguera,1991,12612,,
4310160009,Ajuntament de Passanant i Belltall,2021,167,98,69
8100810007,Consell Comarcal del Baix Camp,2020,194127,,
2501940003,Ajuntament d'Almacelles,1999,5515,,
0808110007,Ajuntament de Fogars de Montclús,2021,467,251,216
0806410007,Ajuntament de Castellterçol,1998,2013,,
4312700000,Ajuntament de Riudecanyes,2020,1146,,
1719100000,Ajuntament de Serra de Daró,2000,186,,
7007220002,Entitat Municipal Descentralitzada de Bítem,2008,1179,,
4310420002,Ajuntament del Perelló,2020,2826,,
1717140003,Ajuntament de Sant Llorenç de la Muga,1990,160,,
2514840003,Ajuntament d'Odèn,1991,302,,
4302710007,Ajuntament de la Bisbal de Falset,1998,245,,
7004140003,Entitat Municipal Descentralitzada de Senet,2018,39,21,20
0829690004,Ajuntament de Vallromanes,2000,1374,,
0830730008,Ajuntament de Vilanova i la Geltrú,2004,59409,,
4315080001,Ajuntament de Tivissa,1991,1786,,
0826340003,Ajuntament de Sant Vicenç dels Horts,1991,20836,,
0808110007,Ajuntament de Fogars de Montclús,2010,455,,
4314600000,Ajuntament de Senan,1995,30,,
2503900000,Ajuntament de Baix Pallars,2017,341,183,158
1705240003,Ajuntament de Siurana,2010,190,,
7000330008,Entitat Municipal Descentralitzada d'Araós,2020,51,27,26
1718640003,Ajuntament de Sarrià de Ter,2001,3610,,
1701820002,Ajuntament de Bellcaire d'Empordà,2014,650,309,341
4315410007,Ajuntament de Torroja del Priorat,2007,147,85,62
4307120002,Ajuntament d'Horta de Sant Joan,2007,1253,675,578
8102650006,Consell Comarcal del Pallars Sobirà,2016,6986,,
0821910007,Ajuntament de Vilassar de Mar,2003,18321,0,0
1707080001,Ajuntament de Fontanilles,2015,144,,
2503060009,Ajuntament del Pont de Bar,2000,160,,
4303110007,Ajuntament de les Borges del Camp,2013,2114,1056,1058
1722720002,Ajuntament de Vilamaniscle,2013,158,89,69
2516540003,Ajuntament de Peramola,1994,390,,
0815800000,Ajuntament del Papiol,1994,3427,,
1702370005,Ajuntament de Blanes,2018,38790,19272,19518
1720570005,Ajuntament d'Ullastret,1992,262,,
7000480001,Entitat Municipal Descentralitzada d'Arcavell i la Farga de Moles,2003,60,,
1710770005,Ajuntament de Molló,1990,369,,
1705240003,Ajuntament de Siurana,1994,152,,
4309440003,Ajuntament de Móra la Nova,2003,3084,0,0
0824570005,Ajuntament de Santa Coloma de Gramenet,1992,133006,,
0811730008,Ajuntament de les Masies de Voltregà,1999,2644,,
0812060009,Ajuntament de Matadepera,2019,9326,,
1705190004,Ajuntament de Cistella,2000,231,,
2520940003,Ajuntament de Sort,2010,2387,,
0820420002,Ajuntament de Sant Climent de Llobregat,1999,2866,,
4306910007,Ajuntament de Gratallops,2005,223,122,101
0811200000,Ajuntament de Manlleu,2018,20194,10068,10126
2516890004,Ajuntament del Poal,2021,667,345,322
0827260009,Ajuntament de Sora,2018,205,115,90
4305420002,Ajuntament de l'Espluga de Francolí,2012,3913,,
4315670005,Ajuntament d'Ulldecona,2003,5997,0,0
2506210007,Ajuntament de Camarasa,2008,948,492,456
1720760009,Ajuntament de la Vall d'en Bas,2009,2780,,
2505180001,Ajuntament de Bellver de Cerdanya,2008,2132,1129,1003
0818310007,Ajuntament de Roda de Ter,2017,6125,2998,3127
0826900000,Ajuntament de Seva,1993,1832,,
0812280001,Ajuntament de Mediona,2009,2360,,
0823970005,Ajuntament de Sant Quirze Safaja,1996,282,,
0890450006,Ajuntament de Badia del Vallès,2008,13829,6811,7018
4301920002,Ajuntament d'Ascó,2020,1644,,
1709470005,Ajuntament de Llívia,2019,1417,,
2504500000,Ajuntament de Bausen,2002,55,0,0
0817120002,Ajuntament de Prats de Lluçanès,1990,2571,,
2522520002,Ajuntament de Tornabous,2011,871,469,402
4314600000,Ajuntament de Senan,2004,33,,
1703720002,Ajuntament de Campelles,2000,125,,
1718700000,"Ajuntament de Saus, Camallera i Llampaies",2002,719,0,0
2508990004,Ajuntament de Farrera,2001,97,,
4307480001,Ajuntament de Llorenç del Penedès,2003,1821,0,0
2521150006,Ajuntament de Sudanell,2009,887,,
2516890004,Ajuntament del Poal,2019,648,,
0824570005,Ajuntament de Santa Coloma de Gramenet,2013,120029,60280,59749
0813850006,Ajuntament de Moià,1999,3922,,
4306530008,Ajuntament de Garcia,2005,498,260,238
1703910007,Ajuntament de Camprodon,2003,2343,0,0
2502360009,Ajuntament d'Alpicat,2017,6285,3146,3139
4312640003,Ajuntament de la Riera de Gaià,2004,1203,,
0822330008,Ajuntament de Sant Llorenç Savall,1996,2037,,
7001620002,Entitat Municipal Descentralitzada de Betren,1994,273,,
0807900000,Ajuntament de l'Estany,2014,407,206,201
1718050006,Ajuntament de Santa Coloma de Farners,1996,8404,,
0805940003,Ajuntament de Castellfollit del Boix,2009,426,,
8103790004,Consell Comarcal de la Terra Alta,2003,12322,0,0
0890450006,Ajuntament de Badia del Vallès,2000,15533,,
7002180001,Entitat Municipal Descentralitzada de Durro i Saraís,2011,111,,
2591390004,Ajuntament de Riu de Cerdanya,2006,94,,
1723480001,Ajuntament de Biure,2016,233,,
1720230008,Ajuntament de Tossa de Mar,1993,3751,,
0807280001,Ajuntament de Corbera de Llobregat,2009,13843,,
1703290004,Ajuntament de Cadaqués,2002,2487,0,0
0825410007,Ajuntament de l'Esquirol,2020,2186,,
0821140003,Ajuntament de Sant Feliu de Llobregat,2021,45463,22089,23374
4311400000,Ajuntament de Porrera,2016,445,,
2501000000,Ajuntament d'Alcanó,1992,282,,
4309230008,Ajuntament de Mont-roig del Camp,2014,12148,6361,5787
0830730008,Ajuntament de Vilanova i la Geltrú,2013,66275,32285,33990
4313620002,Ajuntament de la Ràpita,2019,14789,,
4301410007,Ajuntament d'Amposta,2019,20738,,
7002230008,Entitat Municipal Descentralitzada d'Escunhau e Casarilh,2008,195,,
2520690004,Ajuntament del Soleràs,1994,430,,
7002230008,Entitat Municipal Descentralitzada d'Escunhau e Casarilh,2003,173,,
1716800000,Ajuntament de Sant Joan de Mollet,1998,351,,
4313840003,Ajuntament de Santa Bàrbara,1990,3359,,
1722660009,Ajuntament de Vilamalla,1998,615,,
0827040003,Ajuntament de Sitges,2000,19448,,
0829810007,Ajuntament de Vic,2007,38321,19334,18987
1710240003,Ajuntament de Maçanet de Cabrenys,2020,698,,
0829750006,Ajuntament de Veciana,2005,159,84,75
0819570005,Ajuntament de Sant Agustí de Lluçanès,1990,130,,
2518040003,Ajuntament de Puiggròs,2001,265,,
0810000000,Ajuntament de Gurb,2014,2545,1324,1221
1719310007,Ajuntament de Sils,2003,3512,0,0
0828190004,Ajuntament de Teià,2021,6532,3227,3305
4313250006,Ajuntament de Rodonyà,2014,513,269,244
0809240003,Ajuntament de Gironella,2019,4826,,
2500240003,Ajuntament d'Àger,2019,588,,
2518260009,Ajuntament de Puigverd de Lleida,2016,1373,,
1707360009,Ajuntament de Fornells de la Selva,1990,1086,,
0812280001,Ajuntament de Mediona,2019,2322,,
2506160009,Ajuntament de Cabó,2000,123,,
4303980001,Ajuntament de Capafonts,2020,111,,
4303110007,Ajuntament de les Borges del Camp,1990,1387,,
0830410007,Ajuntament de Vilobí del Penedès,2009,1112,,
1790260009,Ajuntament de Forallac,2009,1737,,
0822050006,Ajuntament de Sant Julià de Vilatorta,2004,2622,,
0821880001,Ajuntament de Sant Joan de Vilatorrada,2009,10779,,
1702740003,Ajuntament de Breda,2004,3566,,
1714110007,Ajuntament de Puigcerdà,2002,7774,0,0
4314230008,Ajuntament de Sarral,2012,1662,,
2522490004,Ajuntament dels Torms,2003,188,0,0
4304580001,Ajuntament de Colldejou,1992,191,,
1717530008,Ajuntament de Sant Miquel de Fluvià,2002,609,0,0
1719310007,Ajuntament de Sils,1992,2425,,
1700460009,Ajuntament d'Albons,2020,759,,
4311910007,Ajuntament de Puigpelat,2007,891,474,417
4303320002,Ajuntament de Botarell,1999,572,,
0815420002,Ajuntament de Pacs del Penedès,2004,739,,
0804460009,Ajuntament de Capellades,2004,5143,,
1705580001,Ajuntament de Colomers,2015,189,,
1702550006,Ajuntament de Bordils,2005,1501,776,725
2517060009,Ajuntament de Bellaguarda,2009,336,,
2502200000,Ajuntament d'Alòs de Balaguer,2006,174,,
4302130008,Ajuntament de Barberà de la Conca,2002,434,0,0
1714040003,Ajuntament del Port de la Selva,2005,921,461,460
0823460009,Ajuntament de Sant Pere de Vilamajor,2000,2547,,
2504040003,Ajuntament de Balaguer,2006,15769,,
0829690004,Ajuntament de Vallromanes,2012,2480,,
8102710007,Consell Comarcal del Pla d'Urgell,1992,28782,,
0800180001,Ajuntament d'Abrera,1993,6041,,
8100170005,Consell Comarcal de l'Alt Camp,2000,35443,,
0815930008,Ajuntament de Parets del Vallès,1992,11268,,
4306070005,Ajuntament de Flix,2000,4208,,
0810750006,Ajuntament de Lliçà d'Amunt,2014,14696,7466,7230
0830410007,Ajuntament de Vilobí del Penedès,1994,816,,
1711000000,Ajuntament de Mont-ras,1993,1437,,
2519770005,Ajuntament de Sant Guim de la Plana,2013,184,98,86
0801740003,Ajuntament de Balenyà,1992,3269,,
0807340003,Ajuntament de Cornellà de Llobregat,1991,84927,,
2509620002,Ajuntament de la Fuliola,2015,1291,,
2513050006,Ajuntament de Maldà,1993,324,,
8102490004,Consell Comarcal d'Osona,2000,126853,,
0808040003,Ajuntament de Fígols,2010,54,,
2514030008,Ajuntament de Montferrer i Castellbò,2017,1092,591,501
2590780001,Ajuntament de Torrefeta i Florejacs,2008,633,329,304
4312860009,Ajuntament de Riudecols,1990,950,,
0817640003,Ajuntament de Pujalt,2021,206,114,92
0824820002,Ajuntament de Santa Eulàlia de Ronçana,2018,7192,3601,3591
4308310007,Ajuntament del Milà,1995,164,,
7001030008,Entitat Municipal Descentralitzada d'Arties e Garòs,2011,642,,
2519610007,Ajuntament de Sant Esteve de la Sarga,2021,122,74,48
2521670005,Ajuntament de Talavera,2008,304,168,136
4314760009,Ajuntament de Solivella,1990,733,,
4303320002,Ajuntament de Botarell,2004,881,,
8101200000,Consell Comarcal del Baix Penedès,2017,100850,50626,50224
1718120002,Ajuntament de Santa Cristina d'Aro,2011,5066,2582,2484
0816350006,Ajuntament de Pineda de Mar,2004,23539,,
0809190004,Ajuntament de Gelida,2012,7102,,
0805560009,Ajuntament de Castellcir,1990,248,,
8101080001,Consell Comarcal del Baix Empordà,1999,100776,,
0825150006,Ajuntament de Santa Margarida i els Monjos,2005,5933,3108,2825
1790260009,Ajuntament de Forallac,2000,1650,,
4314230008,Ajuntament de Sarral,2020,1538,,
0819950006,Ajuntament de Sant Bartomeu del Grau,1995,1207,,
4309230008,Ajuntament de Mont-roig del Camp,1992,5152,,
2506420002,Ajuntament de Castellar de la Ribera,2015,150,,
0817050006,Ajuntament dels Prats de Rei,2000,537,,
2509250006,Ajuntament de la Floresta,2000,177,,
1718120002,Ajuntament de Santa Cristina d'Aro,2002,3206,0,0
2500830008,Ajuntament d'Albesa,1996,1482,,
0830080001,Ajuntament de Viladecavalls,1998,5155,,
4301360009,Ajuntament de l'Ametlla de Mar,2017,6887,3473,3414
4390230008,Ajuntament de Sant Jaume d'Enveja,1998,3323,,
0808320002,Ajuntament de Folgueroles,1991,1160,,
1714040003,Ajuntament del Port de la Selva,2004,922,,
2503650006,Ajuntament d'Aspa,1996,251,,
1721680001,Ajuntament de Viladasens,2011,210,110,100
4316900000,Ajuntament de Vilaplana,2018,579,299,280
0821140003,Ajuntament de Sant Feliu de Llobregat,1994,36933,,
1716740003,Ajuntament de Sant Joan de les Abadesses,1996,3794,,
1706220002,Ajuntament de l'Escala,1995,6043,,
4314440003,Ajuntament de la Secuita,1993,1026,,
4302130008,Ajuntament de Barberà de la Conca,2011,540,294,246
2518260009,Ajuntament de Puigverd de Lleida,2021,1384,711,673
4390180001,Ajuntament de Deltebre,2014,11831,5957,5874
2522280001,Ajuntament de Tiurana,1993,226,,
2506160009,Ajuntament de Cabó,2018,97,52,45
4314230008,Ajuntament de Sarral,2017,1560,789,771
2505010007,Ajuntament de Bellpuig,2015,4989,,
1703400000,Ajuntament de Calonge i Sant Antoni,2015,10520,,
1718330008,Ajuntament de Sant Aniol de Finestres,2016,371,,
0810940003,Ajuntament de Lluçà,2004,261,,
4303500000,Ajuntament de Cabacés,2008,342,185,157
0817640003,Ajuntament de Pujalt,2013,198,106,92
0815210007,Ajuntament d'Orpí,1994,152,,
4316130008,Ajuntament de Valls,2016,24285,,
0821070005,Ajuntament de Sant Feliu de Codines,1999,4179,,
0823970005,Ajuntament de Sant Quirze Safaja,1999,333,,
7003680001,Entitat Municipal Descentralitzada de Riu,1990,60,,
1703140003,Ajuntament de Cabanelles,2013,248,137,111
0816720002,Ajuntament de Polinyà,1991,3385,,
0825360009,Ajuntament de Santa Maria de Besora,1999,177,,
0827500000,Ajuntament de Tavèrnoles,1990,218,,
1712670005,Ajuntament de Parlavà,1999,330,,
2525210007,Ajuntament de Vila-sana,2009,696,,
2503520002,Ajuntament de la Sentiu de Sió,2018,427,223,204
2510230008,Ajuntament de la Granja d'Escarp,2019,936,,
2507910007,Ajuntament de Cubells,1998,358,,
1708340003,Ajuntament d'Hostalric,2007,3773,1936,1837
0820090004,Ajuntament de Sant Boi de Llobregat,1995,79737,,
4307480001,Ajuntament de Llorenç del Penedès,2021,2381,1169,1212
4305550006,Ajuntament de Falset,2001,2518,,
2504500000,Ajuntament de Bausen,2015,58,,
2509620002,Ajuntament de la Fuliola,1999,1247,,
4314440003,Ajuntament de la Secuita,1998,1091,,
0806670005,Ajuntament de Castellví de Rosanes,1991,661,,
1709470005,Ajuntament de Llívia,1990,910,,
2518630008,Ajuntament de Riner,2007,287,144,143
2503490004,Ajuntament d'Artesa de Segre,1999,3171,,
2506210007,Ajuntament de Camarasa,1994,910,,
2517280001,Ajuntament de Ponts,2016,2638,,
0826870005,Ajuntament de Cercs,2004,1338,,
1714110007,Ajuntament de Puigcerdà,2012,8957,,
0827110007,Ajuntament de Sobremunt,2007,98,48,50
4304020002,Ajuntament de Capçanes,2002,413,0,0
4315540003,Ajuntament de Tortosa,2001,29821,,
2501380001,Ajuntament d'Alfarràs,2016,2923,,
0806410007,Ajuntament de Castellterçol,2021,2632,1333,1299
4309440003,Ajuntament de Móra la Nova,1990,2778,,
4308840003,Ajuntament de Montbrió del Camp,2005,1683,864,819
2501690004,Ajuntament d'Alguaire,2006,3088,,
0800230008,Ajuntament d'Aguilar de Segarra,1998,211,,
0805810007,Ajuntament de Castellet i la Gornal,2000,1404,,
0818590004,Ajuntament de Rubió,1996,121,,
0805690004,Ajuntament de Castelldefels,1996,38509,,
1718990004,Ajuntament de la Cellera de Ter,2013,2062,1033,1029
1721800000,Ajuntament de Vilademuls,1994,761,,
2510570005,Ajuntament de Granyena de les Garrigues,1990,199,,
0805560009,Ajuntament de Castellcir,2010,664,,
0815930008,Ajuntament de Parets del Vallès,2004,15912,,
4303110007,Ajuntament de les Borges del Camp,2016,2070,,
0802350006,Ajuntament de Bigues i Riells del Fai,1994,3481,,
4305740003,Ajuntament de la Febró,2009,46,,
4315890004,Ajuntament de Vallclara,2014,116,64,52
7004070005,Entitat Municipal Descentralitzada de Sellui,2008,15,,
4304300000,Ajuntament del Catllar,2010,4124,,
1711430008,Ajuntament d'Olot,2018,34486,17139,17347
2501380001,Ajuntament d'Alfarràs,2020,2765,,
7007750006,Entitat Municipal Descentralitzada de Sant Miquel de Balenyà,2016,1255,634,617
2500610007,Ajuntament de l'Albagés,1991,557,,
0807340003,Ajuntament de Cornellà de Llobregat,1998,80329,,
0830890004,Ajuntament de Viver i Serrateix,2004,195,,
2507910007,Ajuntament de Cubells,1991,384,,
0820680001,Ajuntament de Sant Cugat Sesgarrigues,2009,932,,
0813320002,Ajuntament de Montmaneu,2018,154,88,66
4313030008,Ajuntament de Rocafort de Queralt,2018,260,140,120
0805810007,Ajuntament de Castellet i la Gornal,2012,2252,,
