CODI_10,NOM_ENS,ANY,TOTAL,HOMES,DONES
1716800000,Ajuntament de Sant Joan de Mollet,1995,312,,
2521150006,Ajuntament de Sudanell,2007,833,461,372
2590250006,Ajuntament de Sant Martí de Riucorb,2013,691,362,329
4315150006,Ajuntament de la Torre de Fontaubella,2019,138,,
0801930008,Ajuntament de Barcelona,2021,1636732,778744,857988
0827110007,Ajuntament de Sobremunt,1995,97,,
1718640003,Ajuntament de Sarrià de Ter,2010,4596,,
0821720002,Ajuntament de Sant Joan Despí,2006,31485,,
0820680001,Ajuntament de Sant Cugat Sesgarrigues,2011,992,504,488
0811360009,Ajuntament de Manresa,1999,63688,,
4301670005,Ajuntament de l'Arboç,2015,5513,,
2521080001,Ajuntament de Soses,2020,1761,,
2523110007,Ajuntament de Torrelameu,2006,628,,
4304960009,Ajuntament de Cornudella de Montsant,2000,840,,
4301730008,Ajuntament de l'Argentera,2020,117,,
1718480001,Ajuntament de Santa Pau,2020,1614,,
4390230008,Ajuntament de Sant Jaume d'Enveja,2003,3296,0,0
1715010007,Ajuntament de Riudellots de la Selva,2008,1940,1009,931
7002950006,Entitat Municipal Descentralitzada de Josa de Cadí,2020,21,14,10
0811150006,Ajuntament de Malla,1992,254,,
1720230008,Ajuntament de Tossa de Mar,2004,5001,,
2516920002,Ajuntament de la Pobla de Cérvoles,2015,222,,
2590970005,Ajuntament de la Vansa i Fórnols,2007,195,106,89
0809960009,Ajuntament de Guardiola de Berguedà,2014,937,500,437
0816290004,Ajuntament dels Hostalets de Pierola,2015,2887,,
2513640003,Ajuntament de la Molsosa,2012,115,,
7005040003,Entitat Municipal Descentralitzada de Víllec i Estana,1991,35,,
1708520002,Ajuntament de Jafre,2009,419,,
1710190004,Ajuntament de Massanes,1995,537,,
8101360009,Comarca del Barcelonès,2009,2251600,,
7004350006,Entitat Municipal Descentralitzada de Sucs,2018,580,296,305
4309760009,Ajuntament de la Nou de Gaià,1996,380,,
0811360009,Ajuntament de Manresa,2011,76589,37610,38979
2511370005,Ajuntament d'Ivars d'Urgell,2011,1702,902,800
0802350006,Ajuntament de Bigues i Riells del Fai,1990,2643,,
1710020002,Ajuntament de Masarac,2013,296,160,136
1700250006,Ajuntament d'Aiguaviva,2005,601,304,297
0819570005,Ajuntament de Sant Agustí de Lluçanès,2020,89,,
0817050006,Ajuntament dels Prats de Rei,1991,562,,
4315890004,Ajuntament de Vallclara,1994,112,,
0830150006,Ajuntament de Viladecans,2002,58213,0,0
1717720002,Ajuntament de Sant Pau de Segúries,2011,694,347,347
2503340003,Ajuntament d'Artesa de Lleida,2017,1527,795,732
7003800000,Entitat Municipal Descentralitzada de Sant Martí de Torroella,2008,210,,
0807650006,Ajuntament d'Esparreguera,2007,21260,10902,10358
0826650006,Ajuntament de Cerdanyola del Vallès,2020,57855,,
1703140003,Ajuntament de Cabanelles,2002,230,0,0
0826130008,Ajuntament de Santa Susanna,1994,1323,,
1719250006,Ajuntament de Setcases,1996,160,,
4312510007,Ajuntament de Riba-roja d'Ebre,2007,1332,701,631
7000330008,Entitat Municipal Descentralitzada d'Araós,2019,52,24,28
0828190004,Ajuntament de Teià,2002,5581,0,0
1713280001,Ajuntament de Peralada,2001,1335,,
7004140003,Entitat Municipal Descentralitzada de Senet,1990,54,,
0812280001,Ajuntament de Mediona,2013,2353,1182,1171
0824950006,Ajuntament de Santa Fe del Penedès,2014,379,189,190
0811920002,Ajuntament de Masquefa,2014,8406,4246,4160
0825730008,Ajuntament de Santa Maria de Miralles,2019,126,,
0816140003,Ajuntament de Piera,2018,15362,7848,7514
2504850006,Ajuntament de Bell-lloc d'Urgell,2002,2122,0,0
0830150006,Ajuntament de Viladecans,2005,61043,30763,30280
2507720002,Ajuntament de Coll de Nargó,2001,601,,
1722140003,Ajuntament de Vilafant,2021,5480,2693,2787
2515380001,Ajuntament dels Omellons,2001,258,,
4300940003,Ajuntament d'Alforja,2005,1488,770,718
2511210007,Ajuntament d'Ivars de Noguera,1992,343,,
1719250006,Ajuntament de Setcases,1991,150,,
0813500000,Ajuntament de Montmeló,2020,8831,,
7003370005,Entitat Municipal Descentralitzada d'Os de Civís,2019,74,37,37
4310800000,Ajuntament del Pla de Santa Maria,2003,1727,0,0
0800440003,Ajuntament d'Alpens,2021,269,143,126
8103260009,Consell Comarcal de la Segarra,2003,19710,0,0
4300380001,Ajuntament de l'Albiol,2021,515,278,237
2507140003,Ajuntament de Cava,2008,55,36,19
0808470005,Ajuntament de Fonollosa,1998,852,,
4309820002,Ajuntament de Nulles,1994,337,,
0825080001,Ajuntament de Santa Margarida de Montbui,1990,9392,,
2525210007,Ajuntament de Vila-sana,1992,520,,
0890300000,Ajuntament de Sant Julià de Cerdanyola,1991,226,,
0800950006,Ajuntament d'Argentona,2001,9791,,
2508860009,Ajuntament d'Estamariu,2016,119,,
0801160009,Ajuntament d'Avià,2011,2245,1124,1121
0802660009,Ajuntament del Brull,2011,249,136,113
4390180001,Ajuntament de Deltebre,2008,11445,5864,5581
1704270005,Ajuntament de Capmany,2017,623,316,307
0814770005,Ajuntament d'Olesa de Montserrat,1995,15592,,
0800570005,Ajuntament de l'Ametlla del Vallès,2009,7949,,
0803860009,Ajuntament de Callús,2008,1675,824,851
0814830008,Ajuntament d'Olivella,2009,3340,,
0830150006,Ajuntament de Viladecans,2020,67197,,
0819820002,Ajuntament de Sant Antoni de Vilamajor,2008,5332,2686,2646
8102710007,Consell Comarcal del Pla d'Urgell,1991,28802,,
0822990004,Ajuntament de Sant Mateu de Bages,1991,545,,
0829380001,Ajuntament de Vallcebre,2001,269,,
2522280001,Ajuntament de Tiurana,2010,81,,
0827470005,Ajuntament de Súria,2020,5948,,
1705610007,Ajuntament de Cornellà del Terri,1998,1862,,
1714980001,Ajuntament de Riudaura,2017,475,229,246
0819230008,Ajuntament de Santpedor,1994,4812,,
0829810007,Ajuntament de Vic,2017,43964,21933,22031
4309180001,Ajuntament de Mont-ral,2005,180,99,81
4305210007,Ajuntament de Xerta,2013,1260,621,639
1721210007,Ajuntament de Vidrà,2001,160,,
4315540003,Ajuntament de Tortosa,1991,29452,,
0807130008,Ajuntament de Copons,2006,289,,
0822700000,Ajuntament de Sant Martí Sarroca,1996,2486,,
0825410007,Ajuntament de l'Esquirol,2019,2181,,
0825080001,Ajuntament de Santa Margarida de Montbui,1995,9440,,
4304580001,Ajuntament de Colldejou,1990,188,,
7002440003,Entitat Municipal Descentralitzada de Fontllonga i Ametlla,1991,85,,
0829560009,Ajuntament de Vallirana,1998,8914,,
1713870005,Ajuntament de Portbou,1992,1904,,
2516410007,Ajuntament de Penelles,2004,523,,
4317260009,Ajuntament de Vilaverd,2008,490,248,242
1790320002,Ajuntament de Sant Julià del Llor i Bonmatí,1991,887,,
1703350006,Ajuntament de Caldes de Malavella,1995,3483,,
0816350006,Ajuntament de Pineda de Mar,2013,26157,13114,13043
1710240003,Ajuntament de Maçanet de Cabrenys,1993,680,,
2513990004,Ajuntament de Montellà i Martinet,2019,579,,
0800820002,Ajuntament d'Argençola,2003,202,0,0
1718270005,Ajuntament de Santa Llogaia d'Àlguema,2010,325,,
2502730008,Ajuntament d'Anglesola,1994,1259,,
0824010007,Ajuntament de Sant Sadurní d'Anoia,2017,12749,6276,6473
0801160009,Ajuntament d'Avià,1992,1783,,
2517280001,Ajuntament de Ponts,2003,2366,0,0
0824180001,Ajuntament de Sant Sadurní d'Osormort,2008,91,53,38
0829170005,Ajuntament de Vacarisses,2012,6231,,
2506090004,Ajuntament de Cabanabona,2015,82,,
2502920002,Ajuntament d'Arbeca,1993,2318,,
1720180001,Ajuntament de Toses,2011,161,99,62
4307700000,Ajuntament de Mas de Barberans,2007,667,335,332
4304020002,Ajuntament de Capçanes,2017,403,201,202
4303630008,Ajuntament de Cabra del Camp,2002,668,0,0
8100690004,Consell Comarcal de l'Anoia,2004,101748,,
0803270005,Ajuntament de Caldes d'Estrac,1998,1808,,
4309010007,Ajuntament del Montmell,2009,1431,,
7007560009,Entitat Municipal Descentralitzada de Baldomar,2017,104,59,49
2500190004,Ajuntament d'Abella de la Conca,1991,164,,
1708060009,Ajuntament de Gombrèn,2021,196,96,100
4316650006,Ajuntament de Vilallonga del Camp,2002,1255,0,0
7005040003,Entitat Municipal Descentralitzada de Víllec i Estana,1995,35,,
1705770005,Ajuntament de Corçà,2009,1280,,
2506930008,Ajuntament de Castelló de Farfanya,2017,542,289,253
0821070005,Ajuntament de Sant Feliu de Codines,2009,5702,,
4307640003,Ajuntament de Marçà,1993,585,,
4316490004,Ajuntament de Vespella de Gaià,2017,424,234,190
2516410007,Ajuntament de Penelles,2011,505,296,209
0808850006,Ajuntament de la Garriga,2007,14183,6863,7320
2514840003,Ajuntament d'Odèn,2008,290,171,119
2506420002,Ajuntament de Castellar de la Ribera,2019,134,,
4303110007,Ajuntament de les Borges del Camp,2015,2087,,
0829690004,Ajuntament de Vallromanes,1991,657,,
0800820002,Ajuntament d'Argençola,2009,240,,
0821290004,Ajuntament de Sant Feliu Sasserra,2006,622,,
2505180001,Ajuntament de Bellver de Cerdanya,2016,1995,,
2517130008,Ajuntament de la Pobla de Segur,2013,3073,1520,1553
1714630008,Ajuntament de Riells i Viabrea,2001,2160,,
1708710007,Ajuntament de Juià,2020,319,,
2514100000,Ajuntament de Montoliu de Segarra,2019,179,,
1721420002,Ajuntament de Vilabertran,2017,919,468,451
2504260009,Ajuntament de la Baronia de Rialb,2018,231,121,110
4308100000,Ajuntament de Maspujols,2017,791,403,388
0809450006,Ajuntament de la Granada,2021,2207,1106,1101
4301410007,Ajuntament d'Amposta,2015,20952,,
1709980001,Ajuntament de Meranges,2015,100,,
0803480001,Ajuntament de Calders,2021,1063,539,524
1711170005,Ajuntament de Navata,2020,1427,,
2524960009,Ajuntament de Vilanova de l'Aguda,2005,242,120,122
2505760009,Ajuntament d'Es Bòrdes,2004,217,,
1705770005,Ajuntament de Corçà,2005,1232,622,610
0807130008,Ajuntament de Copons,2007,307,148,159
4307330008,Ajuntament de Llorac,2012,118,,
4316340003,Ajuntament del Vendrell,1999,21097,,
4312050006,Ajuntament de Querol,2021,544,305,239
1716550006,Ajuntament de Sant Jaume de Llierca,1992,772,,
1708060009,Ajuntament de Gombrèn,2010,224,,
1723330008,Ajuntament de Vilobí d'Onyar,2020,3333,,
0805220002,Ajuntament de Castellar de n'Hug,1990,187,,
4302060009,Ajuntament de Banyeres del Penedès,1993,1478,,
2514030008,Ajuntament de Montferrer i Castellbò,2000,738,,
8101150006,Consell Comarcal del Baix Llobregat,2009,793655,,
0824180001,Ajuntament de Sant Sadurní d'Osormort,1995,82,,
2519610007,Ajuntament de Sant Esteve de la Sarga,1992,90,,
0814580001,Ajuntament d'Olèrdola,2016,3529,,
2504790004,Ajuntament de Bellcaire d'Urgell,2016,1263,,
0806360009,Ajuntament de Castellolí,2007,468,222,246
2525420002,Ajuntament de Vilanova de la Barca,2015,1099,,
4311910007,Ajuntament de Puigpelat,2012,1024,,
0826710007,Ajuntament de Sentmenat,2020,9235,,
2512290004,Ajuntament de Linyola,1993,2375,,
0806360009,Ajuntament de Castellolí,1999,432,,
2513050006,Ajuntament de Maldà,2002,273,0,0
2502200000,Ajuntament d'Alòs de Balaguer,2013,133,75,58
0808040003,Ajuntament de Fígols,2013,45,24,21
0822700000,Ajuntament de Sant Martí Sarroca,2004,2650,,
2517060009,Ajuntament de Bellaguarda,2011,325,174,151
2525420002,Ajuntament de Vilanova de la Barca,2001,915,,
4315360009,Ajuntament de Torredembarra,2020,16567,,
0820370005,Ajuntament de Sant Cebrià de Vallalta,2007,3075,1609,1466
2513860009,Ajuntament de Montgai,2020,643,,
4313970005,Ajuntament de Santa Coloma de Queralt,1992,2527,,
1700620002,Ajuntament d'Alp,2019,1580,,
4305550006,Ajuntament de Falset,1990,2592,,
8104190004,Consell Comarcal del Vallès Oriental,2011,399900,201032,198868
4314600000,Ajuntament de Senan,2011,55,34,21
4311070005,Ajuntament de la Pobla de Massaluca,2009,399,,
4301540003,Ajuntament d'Arbolí,2007,113,61,52
0803700000,Ajuntament de Calldetenes,1994,1585,,
0814830008,Ajuntament d'Olivella,2006,2515,,
4306660009,Ajuntament dels Garidells,1993,182,,
2524450006,Ajuntament de Vilagrassa,2008,449,236,213
4312990004,Ajuntament de Riudoms,2007,6149,3129,3020
2507070005,Ajuntament de Castellserà,2016,1030,,
0821350006,Ajuntament de Sant Fruitós de Bages,1996,5300,,
8004330008,Diputació de Tarragona,2021,822309,410656,411653
0809240003,Ajuntament de Gironella,2012,5063,,
1707410007,Ajuntament de Fortià,1995,487,,
2501000000,Ajuntament d'Alcanó,2001,261,,
0826520002,Ajuntament de Sant Vicenç de Torelló,2013,2013,994,1019
0824760009,Ajuntament de Santa Eulàlia de Riuprimer,1991,844,,
1711220002,Ajuntament d'Ogassa,1990,294,,
0821720002,Ajuntament de Sant Joan Despí,1996,26805,,
2515750006,Ajuntament d'Ossó de Sió,2006,236,,
2525090004,Ajuntament de Vilanova de Meià,2010,420,,
0822860009,Ajuntament de Sant Martí Sesgueioles,2013,382,192,190
4306140003,Ajuntament de Forès,2016,47,,
0827850006,Ajuntament de Taradell,2014,6219,3123,3096
0801680001,Ajuntament de Bagà,2006,2178,,
1713870005,Ajuntament de Portbou,2004,1365,,
8100430008,Consell Comarcal de l'Alt Urgell,1993,18936,,
2511800000,Ajuntament de Juncosa,2002,616,0,0
0829750006,Ajuntament de Veciana,2001,153,,
2505390004,Ajuntament de Benavent de Segrià,1993,757,,
0822050006,Ajuntament de Sant Julià de Vilatorta,2016,3113,,
1710770005,Ajuntament de Molló,2001,335,,
0816400000,Ajuntament del Pla del Penedès,2012,1198,,
1711220002,Ajuntament d'Ogassa,2016,225,,
7004350006,Entitat Municipal Descentralitzada de Sucs,2008,578,,
1715820002,Ajuntament de Sant Climent Sescebes,1996,398,,
7006450006,Entitat Municipal Descentralitzada de Sorpe,1996,57,,
2590840003,Ajuntament de Fígols i Alinyà,2017,245,139,106
1700460009,Ajuntament d'Albons,2006,620,,
1708870005,Ajuntament de Lladó,2002,525,0,0
8101360009,Comarca del Barcelonès,2002,2130092,0,0
0813110007,Ajuntament de Montesquiu,1992,845,,
4313310007,Ajuntament de Roquetes,2002,6640,0,0
0804780001,Ajuntament de Cardona,1998,5720,,
2507350006,Ajuntament de Cervià de les Garrigues,2015,695,,
1721210007,Ajuntament de Vidrà,2021,186,95,91
7001310007,Entitat Municipal Descentralitzada de Bagergue,1991,45,,
0890580001,Ajuntament de la Palma de Cervelló,2003,2898,0,0
1718050006,Ajuntament de Santa Coloma de Farners,2007,11090,5715,5375
2519190004,Ajuntament de Sanaüja,2001,465,,
4303320002,Ajuntament de Botarell,2013,1113,595,518
8000840003,Diputació de Barcelona,1992,4662874,,
0804780001,Ajuntament de Cardona,2003,5312,0,0
1714110007,Ajuntament de Puigcerdà,2003,8034,0,0
8100430008,Consell Comarcal de l'Alt Urgell,2012,21386,,
0826060009,Ajuntament de Santa Perpètua de Mogoda,2012,25606,,
1708900000,Ajuntament de Llagostera,1998,5565,,
4310740003,Ajuntament de Pira,2017,500,269,231
8102340003,Consell Comarcal de la Noguera,2006,38394,,
4312330008,Ajuntament de Reus,1996,90993,,
1718330008,Ajuntament de Sant Aniol de Finestres,2007,306,164,142
0809190004,Ajuntament de Gelida,1996,3903,,
1709470005,Ajuntament de Llívia,2010,1608,,
0823030008,Ajuntament de Premià de Dalt,2013,10319,5172,5147
0818970005,Ajuntament de Sant Pere Sallavinera,2002,149,0,0
0818590004,Ajuntament de Rubió,1990,119,,
1717400000,Ajuntament de Sant Miquel de Campmajor,2002,196,0,0
0826870005,Ajuntament de Cercs,1998,1483,,
0815930008,Ajuntament de Parets del Vallès,1993,11651,,
1707150006,Ajuntament de Fontcoberta,1995,1015,,
4311140003,Ajuntament de la Pobla de Montornès,1993,992,,
4316130008,Ajuntament de Valls,2017,24112,11978,12134
1721740003,Ajuntament de Viladamat,2018,466,246,220
1717660009,Ajuntament de Sant Mori,2012,196,,
2508510007,Ajuntament d'Estaràs,2002,193,0,0
8102490004,Consell Comarcal d'Osona,1994,121135,,
0822270005,Ajuntament de Sant Llorenç d'Hortons,1994,1202,,
0810690004,Ajuntament de Llinars del Vallès,2012,9477,,
0890240003,Ajuntament de Vilanova del Vallès,2009,4654,,
2503490004,Ajuntament d'Artesa de Segre,2003,3413,0,0
2515690004,Ajuntament d'Os de Balaguer,2020,980,,
1703910007,Ajuntament de Camprodon,2019,2281,,
7000480001,Entitat Municipal Descentralitzada d'Arcavell i la Farga de Moles,1990,107,,
4306290004,Ajuntament de Freginals,2007,451,238,213
8101410007,Consell Comarcal del Berguedà,1993,39402,,
2590620002,Ajuntament de les Valls d'Aguilar,1998,296,,
7000120002,Entitat Municipal Descentralitzada d'Ainet de Besan,1991,54,,
4305550006,Ajuntament de Falset,2007,2742,1377,1365
7002390004,Entitat Municipal Descentralitzada d'Espui,1995,187,,
4312330008,Ajuntament de Reus,1993,89319,,
1714110007,Ajuntament de Puigcerdà,2000,6902,,
1790110007,"Ajuntament de Cruïlles, Monells i Sant Sadurní de l'Heura",2021,1327,664,663
4316870005,Ajuntament de Vilanova de Prades,1995,153,,
8104190004,Consell Comarcal del Vallès Oriental,1990,257840,,
2523040003,Ajuntament de Torregrossa,2013,2234,1129,1105
1707080001,Ajuntament de Fontanilles,2008,167,101,66
4317470005,Ajuntament de la Vilella Baixa,2002,179,0,0
1720820002,Ajuntament de la Vall de Bianya,2001,1123,,
2515170005,Ajuntament d'Olius,2019,986,,
2520170005,Ajuntament de Sarroca de Bellera,2010,136,,
0801090004,Ajuntament d'Artés,2003,4696,0,0
2501220002,Ajuntament d'Alcoletge,2007,2289,1214,1075
0820370005,Ajuntament de Sant Cebrià de Vallalta,1993,993,,
8103790004,Consell Comarcal de la Terra Alta,1993,12915,,
2502540003,Ajuntament de Naut Aran,2005,1713,913,800
4315670005,Ajuntament d'Ulldecona,1993,5186,,
0800180001,Ajuntament d'Abrera,2004,9422,,
2503520002,Ajuntament de la Sentiu de Sió,2006,478,,
2519190004,Ajuntament de Sanaüja,2010,458,,
0805430008,Ajuntament de Castellbisbal,1991,4983,,
2518500000,Ajuntament de Ribera d'Urgellet,1990,822,,
2590100000,Ajuntament de Vall de Cardós,2011,404,215,189
1702370005,Ajuntament de Blanes,2009,40047,,
0827790004,Ajuntament de Talamanca,1990,76,,
1715570005,Ajuntament de Salt,2000,22017,,
2524830008,Ajuntament de Vilanova de Bellpuig,1991,1197,,
7000990004,Entitat Municipal Descentralitzada d'Ars,2016,38,21,15
0829750006,Ajuntament de Veciana,1992,169,,
0801800000,Ajuntament de Balsareny,2004,3241,,
0821910007,Ajuntament de Vilassar de Mar,1991,12117,,
1704990004,Ajuntament de Celrà,1999,2640,,
0827110007,Ajuntament de Sobremunt,2020,78,,
2507140003,Ajuntament de Cava,2018,46,28,18
7001250006,Entitat Municipal Descentralitzada d'Aubèrt e Betlan,2003,174,,
2509780001,Ajuntament de Fulleda,1999,113,,
1709260009,Ajuntament de Llançà,2004,4205,,
1709500000,Ajuntament de Lloret de Mar,1994,16782,,
1718700000,"Ajuntament de Saus, Camallera i Llampaies",2003,708,0,0
4303850006,Ajuntament de Cambrils,2007,29112,14508,14604
0820930008,Ajuntament de Sant Fost de Campsentelles,2007,7656,3880,3776
1705020002,Ajuntament de Cervià de Ter,2001,601,,
0819820002,Ajuntament de Sant Antoni de Vilamajor,1993,2375,,
4303320002,Ajuntament de Botarell,2017,1078,566,512
2513990004,Ajuntament de Montellà i Martinet,2009,661,,
1712080001,Ajuntament de Palau-saverdera,2014,1437,712,725
0826280001,Ajuntament de Sant Vicenç de Castellet,1995,7554,,
0803860009,Ajuntament de Callús,1991,1396,,
1712150006,Ajuntament de Palau-sator,2020,310,,
1717400000,Ajuntament de Sant Miquel de Campmajor,2015,219,,
7002950006,Entitat Municipal Descentralitzada de Josa de Cadí,2017,24,14,10
0813110007,Ajuntament de Montesquiu,2021,1048,525,523
0802660009,Ajuntament del Brull,1992,182,,
0802350006,Ajuntament de Bigues i Riells del Fai,1995,3676,,
4304450006,Ajuntament de la Sénia,2004,5735,,
2501000000,Ajuntament d'Alcanó,2009,239,,
8100690004,Consell Comarcal de l'Anoia,2005,105376,,
0810430008,Ajuntament de la Llacuna,2018,863,469,394
1703720002,Ajuntament de Campelles,2021,149,76,73
0811670005,Ajuntament de les Masies de Roda,2006,742,,
1718990004,Ajuntament de la Cellera de Ter,2016,2054,,
0825890004,Ajuntament de Santa Maria d'Oló,2017,1030,521,509
4307640003,Ajuntament de Marçà,1998,610,,
1711940003,Ajuntament de Palau de Santa Eulàlia,1994,92,,
0811890004,Ajuntament del Masnou,2007,21935,10564,11371
4390600000,Ajuntament de l'Ampolla,2002,1988,0,0
4301200000,Ajuntament d'Altafulla,1998,2778,,
8102490004,Consell Comarcal d'Osona,2003,135871,0,0
2510440003,Ajuntament de Granyena de Segarra,1994,172,,
4311140003,Ajuntament de la Pobla de Montornès,2016,2806,,
1717350006,Ajuntament de Sant Martí Vell,2021,244,130,114
4304830008,Ajuntament de Corbera d'Ebre,1992,1122,,
1714260009,Ajuntament de Quart,2017,3570,1786,1784
0804590004,Ajuntament de Capolat,2016,93,,
0820740003,Ajuntament de Sant Esteve de Palautordera,1992,1194,,
2500580001,Ajuntament d'Alàs i Cerc,2020,320,,
2521540003,Ajuntament de Talarn,2003,346,0,0
0819440003,Ajuntament de Sant Adrià de Besòs,2004,32921,,
2500610007,Ajuntament de l'Albagés,2009,476,,
0808980001,Ajuntament de Gavà,1990,35990,,
1709320002,Ajuntament de Llers,2003,1068,0,0
4308970005,Ajuntament de Montferri,2015,378,,
4309820002,Ajuntament de Nulles,2004,364,,
0819010007,Ajuntament de Saldes,2018,265,154,111
2503340003,Ajuntament d'Artesa de Lleida,2012,1507,,
4310550006,Ajuntament de les Piles,2015,209,,
1718120002,Ajuntament de Santa Cristina d'Aro,2020,5287,,
2590460009,Ajuntament de Castell de Mur,2021,169,97,72
1711430008,Ajuntament d'Olot,2007,32337,16254,16083
4315730008,Ajuntament d'Ulldemolins,1994,522,,
1719780001,Ajuntament de Torrent,2018,165,90,75
8104190004,Consell Comarcal del Vallès Oriental,2006,371387,,
7004400000,Entitat Municipal Descentralitzada de Taús,2001,60,,
4308970005,Ajuntament de Montferri,2002,131,0,0
0805690004,Ajuntament de Castelldefels,2017,65954,32562,33392
2520220002,Ajuntament de Senterada,1991,109,,
4316130008,Ajuntament de Valls,2004,22237,,
1710300000,Ajuntament de Maçanet de la Selva,2021,7349,3796,3553
1714260009,Ajuntament de Quart,2006,2637,,
2520560009,Ajuntament de Sidamon,2011,739,372,367
2504470005,Ajuntament de Bassella,2010,259,,
1714790004,Ajuntament de Ripoll,2020,10803,,
0829810007,Ajuntament de Vic,2020,47630,,
0818780001,Ajuntament de Sabadell,2016,208246,,
7001100000,Entitat Municipal Descentralitzada d'Asnurri,1991,55,,
2504630008,Ajuntament de Belianes,2017,519,261,258
7003420002,Entitat Municipal Descentralitzada de Pi,2003,72,,
1719620002,Ajuntament de Terrades,2001,190,,
1714320002,Ajuntament de Rabós,1996,148,,
1720950006,Ajuntament de Vall-llobrega,2018,912,454,458
0824570005,Ajuntament de Santa Coloma de Gramenet,2010,120060,,
0817990004,Ajuntament de Rellinars,2014,726,375,351
2522710007,Ajuntament de la Torre de Cabdella,2014,761,390,371
4304580001,Ajuntament de Colldejou,1999,196,,
2511370005,Ajuntament d'Ivars d'Urgell,2004,1806,,
2507720002,Ajuntament de Coll de Nargó,2017,558,286,272
1703350006,Ajuntament de Caldes de Malavella,2016,7220,,
2524830008,Ajuntament de Vilanova de Bellpuig,2007,1119,581,538
1716800000,Ajuntament de Sant Joan de Mollet,2016,495,,
7003930008,Entitat Municipal Descentralitzada de Santa Maria de Meià,2020,81,42,38
0800390004,Ajuntament d'Alella,1993,7128,,
1718700000,"Ajuntament de Saus, Camallera i Llampaies",2004,713,,
0824950006,Ajuntament de Santa Fe del Penedès,2000,293,,
0801550006,Ajuntament de Badalona,1991,218725,,
2520750006,Ajuntament de Solsona,2014,9067,4531,4536
4310370005,Ajuntament de Perafort,2007,996,525,471
1713340003,Ajuntament de les Planes d'Hostoles,2014,1694,864,830
0800440003,Ajuntament d'Alpens,2009,311,,
0812650006,Ajuntament de Montgat,1993,7603,,
2502150006,Ajuntament d'Almenar,2021,3365,1778,1587
0825890004,Ajuntament de Santa Maria d'Oló,2014,1065,546,519
2503710007,Ajuntament de les Avellanes i Santa Linya,2011,470,264,206
0817050006,Ajuntament dels Prats de Rei,1992,571,,
2501560009,Ajuntament d'Algerri,2005,482,241,241
1722290004,Ajuntament de Vilaür,2014,153,75,78
2500610007,Ajuntament de l'Albagés,1995,543,,
4308970005,Ajuntament de Montferri,2006,258,,
0823100000,Ajuntament de Sant Pere de Ribes,2009,28353,,
2507400000,Ajuntament de Ciutadilla,2014,209,114,95
4305740003,Ajuntament de la Febró,2003,60,0,0
2512880001,Ajuntament de Llimiana,2015,158,,
4300690004,Ajuntament d'Aldover,2018,838,420,418
0800820002,Ajuntament d'Argençola,2020,219,,
0814580001,Ajuntament d'Olèrdola,2003,2578,0,0
1716800000,Ajuntament de Sant Joan de Mollet,2013,517,257,260
0814960009,Ajuntament d'Olost,2020,1202,,
2514030008,Ajuntament de Montferrer i Castellbò,1996,730,,
4302060009,Ajuntament de Banyeres del Penedès,2005,2303,1211,1092
0827500000,Ajuntament de Tavèrnoles,2014,317,160,157
2503900000,Ajuntament de Baix Pallars,2010,406,,
0823780001,Ajuntament de Sant Quirze de Besora,1992,2010,,
1712670005,Ajuntament de Parlavà,2008,383,195,188
2514620002,Ajuntament de Navès,2006,262,,
0822330008,Ajuntament de Sant Llorenç Savall,2006,2271,,
2501750006,Ajuntament d'Alins,1995,303,,
4390600000,Ajuntament de l'Ampolla,2001,1893,,
4306350006,Ajuntament de la Galera,2000,746,,
0812490004,Ajuntament de Mollet del Vallès,2015,51650,,
0809770005,Ajuntament de Gualba,2019,1500,,
1703720002,Ajuntament de Campelles,1990,176,,
1716550006,Ajuntament de Sant Jaume de Llierca,1990,776,,
2511420002,Ajuntament d'Ivorra,2002,159,0,0
1718270005,Ajuntament de Santa Llogaia d'Àlguema,1994,326,,
1705450006,Ajuntament de Colera,2006,601,,
0820680001,Ajuntament de Sant Cugat Sesgarrigues,2000,731,,
1722350006,Ajuntament de Vilajuïga,2008,1138,570,568
1722140003,Ajuntament de Vilafant,2004,4657,,
0825150006,Ajuntament de Santa Margarida i els Monjos,2015,7332,,
2514970005,Ajuntament d'Oliana,2008,1949,970,979
0821400000,Ajuntament de Vilassar de Dalt,2006,8334,,
2508270005,Ajuntament d'Espot,2016,361,,
2521670005,Ajuntament de Talavera,2012,288,,
2507400000,Ajuntament de Ciutadilla,1990,243,,
4308620002,Ajuntament de Montblanc,1999,5920,,
4304240003,Ajuntament de Castellvell del Camp,1990,837,,
1708490004,Ajuntament d'Isòvol,2007,278,161,117
0820550006,Ajuntament de Sant Cugat del Vallès,2011,83337,40744,42593
1720010007,Ajuntament de Tortellà,2014,772,370,402
4313310007,Ajuntament de Roquetes,1991,5525,,
4308460009,Ajuntament de Miravet,2001,782,,
2515560009,Ajuntament d'Organyà,2009,958,,
1720600000,Ajuntament d'Urús,2007,200,106,94
0818840003,Ajuntament de Sagàs,2014,149,80,69
4313620002,Ajuntament de la Ràpita,1990,10650,,
8102340003,Consell Comarcal de la Noguera,2017,38726,19858,18868
0806360009,Ajuntament de Castellolí,2014,571,275,296
4302340003,Ajuntament de Bellmunt del Priorat,2017,290,146,144
1714630008,Ajuntament de Riells i Viabrea,2018,4002,2060,1942
