DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL
28/09/2012,11,Baix Llobregat,80728,Corbera de Llobregat,0.00,0.00,0.00,0.00
29/09/2012,10,Baix Empordà,170486,Castell-Platja d'Aro,0.00,0.70,0.00,0.70
29/09/2012,24,Osona,82785,Taradell,0.03,0.00,0.00,0.03
03/10/2012,14,Berguedà,80500,Castellar del Riu,0.00,0.00,0.00,0.00
07/10/2012,23,Noguera,250352,"Sentiu de Sió, la",0.00,0.20,0.00,0.20
07/10/2012,37,Terra Alta,430228,Batea,0.04,0.00,0.04,0.04
16/10/2012,34,Selva,80826,Fogars de la Selva,0.35,0.00,0.00,0.35
24/10/2012,40,Vallès Occidental,82798,Terrassa,0.00,0.00,0.00,0.00
27/10/2012,13,Barcelonès,82457,Santa Coloma de Gramenet,0.00,0.28,0.00,0.28
28/10/2012,42,Moianès,80958,Granera,0.00,0.00,0.00,0.00
29/10/2012,9,Baix Ebre,431554,Tortosa,0.00,0.01,0.00,0.01
05/11/2012,10,Baix Empordà,171959,"Tallada d'Empordà, la",0.10,0.08,0.00,0.18
23/11/2012,3,Alt Penedès,82270,Sant Martí Sarroca,0.00,0.25,0.00,0.25
07/12/2012,7,Bages,80478,Cardona,0.00,0.30,0.00,0.30
08/12/2012,4,Alt Urgell,250616,Cabó,0.61,0.00,0.00,0.61
08/12/2012,9,Baix Ebre,439018,Deltebre,0.00,0.03,0.00,0.03
10/12/2012,11,Baix Llobregat,83015,Viladecans,0.00,0.35,0.00,0.35
15/12/2012,20,Gironès,170890,Llagostera,0.01,0.00,0.00,0.01
16/12/2012,25,Pallars Jussà,252347,Tremp,0.00,0.20,0.05,0.20
21/12/2012,11,Baix Llobregat,83015,Viladecans,0.00,0.00,0.00,0.00
21/12/2012,6,Anoia,81629,"Hostalets de Pierola, els",0.00,0.00,0.00,0.00
29/12/2012,25,Pallars Jussà,250984,Gavet de la Conca,0.00,0.40,0.00,0.40
30/12/2012,2,Alt Empordà,171714,Sant Llorenç de la Muga,0.40,0.00,0.00,0.40
04/01/2013,11,Baix Llobregat,81234,Molins de Rei,0.00,0.15,0.00,0.15
05/01/2013,2,Alt Empordà,171788,Sant Pere Pescador,0.00,0.00,0.00,0.00
05/01/2013,7,Bages,80538,Castellbell i el Vilar,0.00,0.00,0.00,0.00
09/01/2013,31,Ripollès,171707,Vallfogona de Ripollès,1.20,0.00,0.00,1.20
09/01/2013,42,Moianès,81385,Moià,0.00,0.37,0.00,0.37
10/01/2013,41,Vallès Oriental,81379,Montseny,0.10,0.00,0.00,0.10
13/01/2013,11,Baix Llobregat,80207,Begues,0.00,0.00,0.00,0.00
14/01/2013,22,Montsià,430141,Amposta,0.00,0.46,0.00,0.46
14/01/2013,9,Baix Ebre,431554,Tortosa,0.03,0.00,0.00,0.03
15/01/2013,2,Alt Empordà,170268,Borrassà,0.02,0.00,0.00,0.02
15/01/2013,33,Segrià,252043,Seròs,0.00,0.30,0.00,0.30
16/01/2013,28,Pla de l'Estany,171371,Porqueres,0.03,0.00,0.00,0.03
16/01/2013,7,Bages,80180,Balsareny,0.00,1.10,0.00,1.10
17/01/2013,25,Pallars Jussà,252347,Tremp,0.00,0.01,0.00,0.01
18/01/2013,22,Montsià,430688,Godall,0.00,0.41,0.00,0.41
22/01/2013,2,Alt Empordà,171582,Sant Climent Sescebes,0.00,0.01,0.00,0.01
22/01/2013,20,Gironès,170448,Cassà de la Selva,0.00,0.00,0.00,0.00
24/01/2013,33,Segrià,252108,Soses,0.00,0.01,0.00,0.01
27/01/2013,21,Maresme,82613,Santa Susanna,0.00,0.00,0.00,0.00
30/01/2013,11,Baix Llobregat,80898,Gavà,0.00,0.03,0.00,0.03
01/02/2013,30,Ribera d'Ebre,431251,Riba-roja d'Ebre,0.80,3.00,0.00,3.80
02/02/2013,11,Baix Llobregat,83015,Viladecans,0.00,0.02,0.00,0.02
02/02/2013,35,Solsonès,251462,Navès,0.00,0.15,0.14,0.15
02/02/2013,30,Ribera d'Ebre,430939,Móra d'Ebre,0.02,0.00,0.00,0.02
02/02/2013,30,Ribera d'Ebre,430939,Móra d'Ebre,0.01,0.00,0.00,0.01
03/02/2013,10,Baix Empordà,171100,Mont-ras,0.01,0.00,0.00,0.01
03/02/2013,2,Alt Empordà,171208,Palau-saverdera,0.00,0.36,0.00,0.36
03/02/2013,2,Alt Empordà,170754,Garrigàs,0.00,0.15,0.00,0.15
03/02/2013,28,Pla de l'Estany,170561,Cornellà del Terri,0.00,0.04,0.00,0.04
03/02/2013,28,Pla de l'Estany,170157,Banyoles,0.01,0.00,0.00,0.01
03/02/2013,31,Ripollès,171479,Ripoll,0.00,0.00,0.00,0.00
03/02/2013,40,Vallès Occidental,81803,Ripollet,0.00,0.09,0.00,0.09
03/02/2013,11,Baix Llobregat,83015,Viladecans,0.75,0.00,0.00,0.75
03/02/2013,11,Baix Llobregat,83015,Viladecans,0.07,0.81,0.00,0.88
03/02/2013,3,Alt Penedès,82732,Subirats,0.00,0.15,0.00,0.15
03/02/2013,6,Anoia,81614,Piera,0.00,0.07,0.00,0.07
03/02/2013,30,Ribera d'Ebre,431251,Riba-roja d'Ebre,0.04,0.04,0.00,0.08
04/02/2013,19,Garrotxa,172082,"Vall de Bianya, la",0.24,0.00,0.00,0.24
04/02/2013,33,Segrià,252115,Sudanell,0.10,0.00,0.00,0.10
05/02/2013,2,Alt Empordà,170643,Espolla,0.94,0.00,0.00,0.94
05/02/2013,2,Alt Empordà,170865,"Jonquera, la",0.10,0.00,0.00,0.10
05/02/2013,40,Vallès Occidental,82798,Terrassa,0.01,0.00,0.00,0.01
06/02/2013,11,Baix Llobregat,81691,"Prat de Llobregat, el",0.49,0.00,0.00,0.49
07/02/2013,41,Vallès Oriental,81069,Llinars del Vallès,0.00,0.02,0.00,0.02
07/02/2013,8,Baix Camp,430038,"Albiol, l'",0.04,0.00,0.00,0.04
08/02/2013,40,Vallès Occidental,82798,Terrassa,0.00,0.00,0.00,0.00
09/02/2013,7,Bages,80109,Artés,0.00,0.05,0.00,0.05
10/02/2013,21,Maresme,81555,Palafolls,0.00,0.19,0.00,0.19
11/02/2013,11,Baix Llobregat,83015,Viladecans,1.54,0.00,0.00,1.54
12/02/2013,41,Vallès Oriental,80333,Caldes de Montbui,0.00,0.00,0.00,0.00
12/02/2013,24,Osona,81496,Olost,0.11,0.00,0.00,0.11
12/02/2013,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.00,0.05,0.00,0.05
13/02/2013,34,Selva,171805,Santa Coloma de Farners,0.00,1.54,0.00,1.54
13/02/2013,34,Selva,171805,Santa Coloma de Farners,0.00,0.00,0.00,0.00
13/02/2013,19,Garrotxa,171096,Montagut i Oix,0.00,0.05,0.00,0.05
13/02/2013,29,Priorat,430859,"Molar, el",0.62,0.00,0.00,0.62
14/02/2013,24,Osona,80044,Alpens,0.05,0.00,0.00,0.05
14/02/2013,40,Vallès Occidental,82798,Terrassa,0.00,0.15,0.00,0.15
14/02/2013,40,Vallès Occidental,82798,Terrassa,0.00,0.00,0.00,0.00
15/02/2013,34,Selva,171805,Santa Coloma de Farners,0.00,0.00,0.00,0.00
15/02/2013,7,Bages,81419,Navàs,0.00,0.11,0.00,0.11
16/02/2013,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.00,0.02,0.00,0.02
16/02/2013,23,Noguera,251569,Os de Balaguer,0.00,0.67,0.00,0.67
17/02/2013,38,Urgell,252173,Tàrrega,0.00,0.04,0.00,0.04
19/02/2013,41,Vallès Oriental,82592,Santa Maria de Palautordera,0.00,0.00,0.00,0.00
19/02/2013,40,Vallès Occidental,82798,Terrassa,0.00,0.02,0.00,0.02
19/02/2013,23,Noguera,252206,Térmens,0.00,0.39,0.00,0.39
20/02/2013,31,Ripollès,171674,Sant Joan de les Abadesses,0.11,0.00,0.00,0.11
20/02/2013,3,Alt Penedès,82883,Torrelles de Foix,0.32,0.00,0.00,0.32
20/02/2013,25,Pallars Jussà,252347,Tremp,0.00,0.20,0.10,0.20
20/02/2013,23,Noguera,251569,Os de Balaguer,0.00,0.12,0.00,0.12
24/02/2013,25,Pallars Jussà,252347,Tremp,0.00,2.00,0.00,2.00
25/02/2013,7,Bages,80121,Avinyó,0.00,0.47,0.00,0.47
26/02/2013,6,Anoia,81629,"Hostalets de Pierola, els",0.96,0.90,0.00,1.86
26/02/2013,27,Pla d'Urgell,250523,Bellvís,0.00,0.01,0.00,0.01
27/02/2013,33,Segrià,251207,Lleida,0.00,1.00,0.00,1.00
04/03/2013,7,Bages,81918,Sallent,0.00,0.20,0.00,0.20
04/03/2013,26,Pallars Sobirà,251832,Rialp,0.00,0.50,0.00,0.50
04/03/2013,23,Noguera,251569,Os de Balaguer,0.00,0.70,0.00,0.70
04/03/2013,33,Segrià,251207,Lleida,0.00,0.57,0.00,0.57
08/03/2013,34,Selva,171463,Riells i Viabrea,0.10,0.00,0.00,0.10
10/03/2013,34,Selva,170078,Amer,0.00,0.03,0.00,0.03
10/03/2013,40,Vallès Occidental,82233,Sant Llorenç Savall,0.14,0.00,0.00,0.14
11/03/2013,40,Vallès Occidental,82671,Sentmenat,0.58,0.00,0.00,0.58
11/03/2013,30,Ribera d'Ebre,431508,Tivissa,0.00,0.00,0.00,0.00
14/03/2013,3,Alt Penedès,80654,Castellví de la Marca,0.00,0.10,0.00,0.10
14/03/2013,38,Urgell,259025,Sant Martí de Riucorb,0.00,0.25,0.00,0.25
14/03/2013,23,Noguera,251771,Preixens,0.00,0.80,0.00,0.80
15/03/2013,21,Maresme,82845,Tordera,0.00,0.00,0.00,0.00
16/03/2013,17,Garraf,82704,Sitges,0.00,0.01,0.00,0.01
16/03/2013,16,Conca de Barberà,431592,Vallfogona de Riucorb,0.00,0.08,0.02,0.08
19/03/2013,17,Garraf,83073,Vilanova i la Geltrú,0.00,0.08,0.00,0.08
19/03/2013,8,Baix Camp,430385,Cambrils,0.01,0.00,0.00,0.01
21/03/2013,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.00,0.01,0.00,0.01
23/03/2013,7,Bages,82188,Sant Joan de Vilatorrada,0.00,0.00,0.00,0.00
23/03/2013,6,Anoia,80253,"Bruc, el",0.00,0.01,0.00,0.01
23/03/2013,16,Conca de Barberà,430862,Montblanc,0.00,0.05,0.00,0.05
25/03/2013,1,Alt Camp,431606,Vallmoll,0.00,0.14,0.00,0.14
25/03/2013,29,Priorat,431573,Ulldemolins,0.00,0.02,0.00,0.02
26/03/2013,28,Pla de l'Estany,171371,Porqueres,0.00,0.02,0.00,0.02
26/03/2013,25,Pallars Jussà,251961,Sant Esteve de la Sarga,0.00,0.16,0.00,0.16
30/03/2013,6,Anoia,81430,Òdena,0.00,0.02,0.00,0.02
30/03/2013,38,Urgell,259025,Sant Martí de Riucorb,0.00,1.80,0.00,1.80
30/03/2013,30,Ribera d'Ebre,431508,Tivissa,0.10,0.20,0.00,0.30
31/03/2013,10,Baix Empordà,170182,Bellcaire d'Empordà,0.00,0.06,0.00,0.06
01/04/2013,22,Montsià,431567,Ulldecona,0.00,0.40,0.00,0.40
03/04/2013,11,Baix Llobregat,80018,Abrera,0.00,0.00,0.00,0.00
03/04/2013,23,Noguera,250349,Artesa de Segre,0.00,0.53,0.00,0.53
06/04/2013,22,Montsià,430141,Amposta,0.00,0.06,0.00,0.06
06/04/2013,22,Montsià,430141,Amposta,0.00,6.00,0.00,6.00
08/04/2013,21,Maresme,80039,Alella,0.00,0.01,0.00,0.01
08/04/2013,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.43,0.00,0.00,0.43
09/04/2013,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.00,0.00,0.00,0.00
09/04/2013,29,Priorat,430271,"Bisbal de Falset, la",0.00,0.66,0.00,0.66
10/04/2013,3,Alt Penedès,80581,Castellet i la Gornal,0.00,0.25,0.00,0.25
12/04/2013,23,Noguera,251771,Preixens,0.00,0.70,0.00,0.70
12/04/2013,33,Segrià,251023,"Granja d'Escarp, la",0.01,0.00,0.00,0.01
12/04/2013,33,Segrià,251023,"Granja d'Escarp, la",0.00,0.00,0.00,0.00
13/04/2013,21,Maresme,81537,Òrrius,0.07,0.00,0.00,0.07
14/04/2013,7,Bages,81419,Navàs,0.00,0.00,0.00,0.00
14/04/2013,29,Priorat,431140,Porrera,0.00,0.46,0.00,0.46
14/04/2013,33,Segrià,251207,Lleida,0.00,2.00,1.00,2.00
14/04/2013,30,Ribera d'Ebre,430607,Flix,0.18,0.00,0.00,0.18
15/04/2013,6,Anoia,81022,Igualada,0.00,0.02,0.00,0.02
17/04/2013,11,Baix Llobregat,81141,Martorell,0.12,0.00,0.00,0.12
18/04/2013,33,Segrià,251207,Lleida,0.00,0.04,0.00,0.04
19/04/2013,40,Vallès Occidental,81846,Rubí,0.00,0.06,0.00,0.06
19/04/2013,29,Priorat,431153,Pradell de la Teixeta,28.60,25.80,0.43,54.40
20/04/2013,33,Segrià,251207,Lleida,0.00,0.15,0.00,0.15
21/04/2013,6,Anoia,81614,Piera,0.10,0.04,0.00,0.14
21/04/2013,6,Anoia,81614,Piera,0.01,0.01,0.00,0.02
21/04/2013,6,Anoia,81653,"Pobla de Claramunt, la",0.08,0.00,0.00,0.08
21/04/2013,23,Noguera,250693,Castelló de Farfanya,0.00,0.01,0.00,0.01
22/04/2013,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.06,0.00,0.00,0.06
22/04/2013,9,Baix Ebre,431554,Tortosa,0.00,0.03,0.00,0.03
23/04/2013,12,Baix Penedès,430206,Banyeres del Penedès,0.00,0.15,0.00,0.15
24/04/2013,21,Maresme,81213,Mataró,0.01,0.01,0.00,0.02
24/04/2013,11,Baix Llobregat,81141,Martorell,0.16,0.00,0.00,0.16
24/04/2013,6,Anoia,81614,Piera,0.00,0.00,0.00,0.00
24/04/2013,29,Priorat,430825,"Masroig, el",0.06,0.00,0.00,0.06
24/04/2013,9,Baix Ebre,430252,Benifallet,0.11,0.00,0.00,0.11
05/05/2013,33,Segrià,250117,Alcarràs,0.00,0.02,0.00,0.02
06/05/2013,33,Segrià,251207,Lleida,0.00,0.06,0.00,0.06
07/05/2013,33,Segrià,251207,Lleida,0.00,0.70,0.00,0.70
09/05/2013,9,Baix Ebre,431554,Tortosa,0.04,0.00,0.00,0.04
10/05/2013,25,Pallars Jussà,251615,Conca de Dalt,0.20,0.00,0.05,0.20
10/05/2013,9,Baix Ebre,431495,Tivenys,0.00,0.04,0.01,0.04
13/05/2013,9,Baix Ebre,431042,"Perelló, el",0.00,2.38,0.22,2.38
19/05/2013,21,Maresme,80351,Calella,0.00,0.00,0.00,0.00
22/05/2013,7,Bages,81402,Navarcles,0.00,0.04,0.00,0.04
22/05/2013,16,Conca de Barberà,430862,Montblanc,0.05,0.00,0.00,0.05
23/05/2013,2,Alt Empordà,171328,Peralada,0.00,0.02,0.00,0.02
23/05/2013,13,Barcelonès,80193,Barcelona,0.00,0.01,0.00,0.01
24/05/2013,3,Alt Penedès,82362,Sant Quintí de Mediona,0.00,0.01,0.00,0.01
24/05/2013,25,Pallars Jussà,251713,"Pobla de Segur, la",0.00,0.30,0.00,0.30
25/05/2013,41,Vallès Oriental,81810,"Roca del Vallès, la",0.00,0.01,0.00,0.01
29/05/2013,36,Tarragonès,431310,Roda de Berà,0.75,0.05,0.00,0.80
29/05/2013,1,Alt Camp,431613,Valls,0.00,0.46,0.00,0.46
29/05/2013,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.00,0.06,0.00,0.06
01/06/2013,6,Anoia,80713,Copons,0.00,0.02,0.00,0.02
02/06/2013,41,Vallès Oriental,81810,"Roca del Vallès, la",0.06,0.00,0.00,0.06
02/06/2013,40,Vallès Occidental,80517,Castellar del Vallès,0.00,0.08,0.00,0.08
02/06/2013,11,Baix Llobregat,80728,Corbera de Llobregat,0.00,0.01,0.00,0.01
02/06/2013,6,Anoia,80484,Carme,0.00,0.02,0.00,0.02
02/06/2013,12,Baix Penedès,430022,Albinyana,0.08,0.00,0.00,0.08
03/06/2013,24,Osona,80370,Calldetenes,0.04,0.00,0.00,0.04
03/06/2013,3,Alt Penedès,82883,Torrelles de Foix,0.00,0.04,0.00,0.04
03/06/2013,6,Anoia,82975,Veciana,0.00,0.00,0.00,0.00
04/06/2013,29,Priorat,431140,Porrera,0.00,0.01,0.00,0.01
04/06/2013,33,Segrià,251207,Lleida,0.20,0.80,0.00,1.00
05/06/2013,24,Osona,81120,Manlleu,0.00,0.00,0.00,0.00
05/06/2013,40,Vallès Occidental,80517,Castellar del Vallès,0.00,0.00,0.10,0.00
05/06/2013,40,Vallès Occidental,81878,Sabadell,0.00,0.00,0.00,0.00
05/06/2013,6,Anoia,80484,Carme,0.00,0.14,0.00,0.14
07/06/2013,34,Selva,171501,Riudellots de la Selva,0.02,0.00,0.00,0.02
07/06/2013,11,Baix Llobregat,80898,Gavà,0.00,0.00,0.00,0.00
08/06/2013,3,Alt Penedès,81640,"Pla del Penedès, el",0.00,0.00,0.00,0.00
12/06/2013,33,Segrià,250215,Almenar,0.00,0.63,9.48,0.63
13/06/2013,6,Anoia,82508,Santa Margarida de Montbui,0.00,0.01,0.00,0.01
13/06/2013,29,Priorat,430764,Marçà,0.00,0.02,0.00,0.02
14/06/2013,41,Vallès Oriental,80462,Cardedeu,0.00,0.00,0.00,0.00
14/06/2013,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.00,0.01,0.00,0.01
15/06/2013,41,Vallès Oriental,80410,Canovelles,0.00,0.03,0.00,0.03
15/06/2013,5,Alta Ribagorça,251734,"Pont de Suert, el",0.00,0.01,0.00,0.01
15/06/2013,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.00,0.00,0.00,0.00
16/06/2013,41,Vallès Oriental,81154,Martorelles,0.00,0.03,0.00,0.03
16/06/2013,6,Anoia,81038,Jorba,0.00,0.00,0.00,0.00
17/06/2013,7,Bages,82188,Sant Joan de Vilatorrada,0.00,0.01,0.00,0.01
17/06/2013,33,Segrià,250138,Alfarràs,9.60,7.90,1.20,17.50
18/06/2013,17,Garraf,82704,Sitges,0.30,0.00,0.00,0.30
20/06/2013,41,Vallès Oriental,80410,Canovelles,0.00,0.18,0.00,0.18
20/06/2013,13,Barcelonès,80193,Barcelona,0.00,0.00,0.00,0.00
21/06/2013,6,Anoia,81614,Piera,0.00,0.00,0.00,0.00
22/06/2013,21,Maresme,82824,Tiana,0.00,0.00,0.00,0.00
22/06/2013,6,Anoia,81614,Piera,0.00,0.04,0.00,0.04
22/06/2013,6,Anoia,82508,Santa Margarida de Montbui,0.00,0.04,0.00,0.04
23/06/2013,41,Vallès Oriental,80961,Granollers,0.00,0.02,0.00,0.02
23/06/2013,7,Bages,81402,Navarcles,0.00,0.01,0.00,0.01
24/06/2013,10,Baix Empordà,170221,"Bisbal d'Empordà, la",0.00,0.02,0.00,0.02
24/06/2013,10,Baix Empordà,171812,Santa Cristina d'Aro,0.00,0.25,0.00,0.25
24/06/2013,20,Gironès,170792,Girona,0.00,0.00,0.00,0.00
24/06/2013,20,Gironès,170792,Girona,0.07,0.00,0.00,0.07
24/06/2013,20,Gironès,170792,Girona,0.00,0.10,0.04,0.10
24/06/2013,21,Maresme,82613,Santa Susanna,0.00,0.01,0.00,0.01
24/06/2013,41,Vallès Oriental,81593,Parets del Vallès,0.01,0.00,1.40,0.01
24/06/2013,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.00,0.04,0.00,0.04
24/06/2013,11,Baix Llobregat,82080,Sant Esteve Sesrovires,0.00,0.04,0.00,0.04
24/06/2013,6,Anoia,81022,Igualada,0.00,0.00,0.00,0.00
24/06/2013,6,Anoia,82264,Sant Martí de Tous,0.27,0.00,0.01,0.27
24/06/2013,12,Baix Penedès,430287,"Bisbal del Penedès, la",0.00,0.23,0.00,0.23
24/06/2013,33,Segrià,251207,Lleida,0.00,0.18,0.00,0.18
26/06/2013,20,Gironès,170792,Girona,0.00,0.36,0.00,0.36
27/06/2013,40,Vallès Occidental,83008,Viladecavalls,0.36,0.00,0.00,0.36
27/06/2013,23,Noguera,252496,Vilanova de l'Aguda,0.00,0.07,0.00,0.07
27/06/2013,33,Segrià,252043,Seròs,0.00,0.50,0.23,0.50
28/06/2013,11,Baix Llobregat,81141,Martorell,0.00,0.20,0.00,0.20
29/06/2013,11,Baix Llobregat,80898,Gavà,0.00,0.04,0.00,0.04
29/06/2013,29,Priorat,430580,"Figuera, la",0.15,0.00,0.00,0.15
30/06/2013,2,Alt Empordà,170329,Cadaqués,0.82,1.00,0.00,1.82
30/06/2013,4,Alt Urgell,250772,Coll de Nargó,0.01,0.03,0.00,0.04
01/07/2013,2,Alt Empordà,171582,Sant Climent Sescebes,0.00,0.56,0.00,0.56
01/07/2013,20,Gironès,170792,Girona,0.00,0.38,0.00,0.38
01/07/2013,17,Garraf,82310,Sant Pere de Ribes,0.00,0.00,0.00,0.00
02/07/2013,21,Maresme,80039,Alella,0.03,0.08,0.00,0.11
02/07/2013,12,Baix Penedès,430379,Calafell,0.02,0.00,0.00,0.02
02/07/2013,29,Priorat,430580,"Figuera, la",0.56,0.00,0.00,0.56
03/07/2013,7,Bages,80983,Sant Salvador de Guardiola,0.04,0.00,0.00,0.04
04/07/2013,24,Osona,82785,Taradell,0.00,0.20,0.00,0.20
04/07/2013,41,Vallès Oriental,80333,Caldes de Montbui,0.02,0.00,0.00,0.02
05/07/2013,14,Berguedà,82687,Cercs,0.00,0.00,0.00,0.00
05/07/2013,3,Alt Penedès,80581,Castellet i la Gornal,0.00,0.15,0.00,0.15
06/07/2013,2,Alt Empordà,170865,"Jonquera, la",0.00,0.07,0.00,0.07
06/07/2013,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.00,0.04,0.00,0.04
06/07/2013,26,Pallars Sobirà,250827,Espot,0.00,0.00,0.00,0.00
06/07/2013,23,Noguera,250693,Castelló de Farfanya,2.60,5.88,53.12,8.48
07/07/2013,20,Gironès,170792,Girona,0.00,0.05,0.00,0.05
07/07/2013,34,Selva,171030,Maçanet de la Selva,0.17,0.00,0.00,0.17
08/07/2013,10,Baix Empordà,170486,Castell-Platja d'Aro,0.00,1.04,0.00,1.04
08/07/2013,11,Baix Llobregat,80569,Castelldefels,0.06,0.00,0.00,0.06
08/07/2013,14,Berguedà,80168,Bagà,0.01,0.00,0.00,0.01
08/07/2013,23,Noguera,250349,Artesa de Segre,0.00,0.28,1.86,0.28
09/07/2013,40,Vallès Occidental,80543,Castellbisbal,0.00,0.72,0.00,0.72
09/07/2013,6,Anoia,83020,Vilanova del Camí,0.17,0.00,0.00,0.17
09/07/2013,8,Baix Camp,430094,Alforja,0.00,0.05,0.10,0.05
10/07/2013,20,Gironès,170792,Girona,0.00,0.13,0.00,0.13
10/07/2013,13,Barcelonès,82457,Santa Coloma de Gramenet,0.00,1.99,0.00,1.99
10/07/2013,40,Vallès Occidental,81846,Rubí,0.00,0.00,0.00,0.00
10/07/2013,23,Noguera,251121,Ivars de Noguera,0.00,0.67,0.00,0.67
10/07/2013,37,Terra Alta,430712,Horta de Sant Joan,0.00,0.00,0.00,0.00
11/07/2013,10,Baix Empordà,171181,Palamós,0.00,0.00,0.00,0.00
11/07/2013,34,Selva,170950,Lloret de Mar,0.00,0.00,0.00,0.00
11/07/2013,42,Moianès,82397,Sant Quirze Safaja,0.00,0.00,0.00,0.00
11/07/2013,41,Vallès Oriental,82107,Sant Feliu de Codines,0.00,0.00,0.00,0.00
11/07/2013,11,Baix Llobregat,80018,Abrera,0.00,0.02,0.00,0.02
11/07/2013,7,Bages,80538,Castellbell i el Vilar,0.00,0.00,0.00,0.00
11/07/2013,3,Alt Penedès,81461,Olesa de Bonesvalls,0.02,0.00,0.00,0.02
11/07/2013,6,Anoia,81192,Masquefa,0.00,0.00,0.00,0.00
11/07/2013,3,Alt Penedès,82227,Sant Llorenç d'Hortons,0.04,0.00,0.00,0.04
11/07/2013,7,Bages,80594,Castellfollit del Boix,0.00,0.00,0.00,0.00
11/07/2013,12,Baix Penedès,430901,"Montmell, el",0.03,0.00,0.00,0.03
11/07/2013,16,Conca de Barberà,430213,Barberà de la Conca,0.00,0.00,0.00,0.00
11/07/2013,16,Conca de Barberà,431592,Vallfogona de Riucorb,0.27,0.00,0.60,0.27
12/07/2013,21,Maresme,80095,Argentona,0.00,0.05,0.00,0.05
12/07/2013,41,Vallès Oriental,81154,Martorelles,0.04,0.00,0.00,0.04
12/07/2013,1,Alt Camp,430017,Aiguamúrcia,0.25,0.00,0.00,0.25
12/07/2013,1,Alt Camp,430017,Aiguamúrcia,0.12,0.00,0.00,0.12
12/07/2013,33,Segrià,251207,Lleida,0.00,0.14,0.00,0.14
12/07/2013,37,Terra Alta,431107,"Pobla de Massaluca, la",0.00,0.14,0.00,0.14
13/07/2013,21,Maresme,80095,Argentona,0.00,0.06,0.00,0.06
13/07/2013,11,Baix Llobregat,83015,Viladecans,0.00,0.12,0.00,0.12
13/07/2013,7,Bages,80902,Gaià,0.00,0.00,0.00,0.00
13/07/2013,14,Berguedà,83089,Viver i Serrateix,0.02,0.00,0.00,0.02
13/07/2013,14,Berguedà,81326,Montmajor,0.02,0.00,0.00,0.02
13/07/2013,17,Garraf,80749,Cubelles,0.00,0.00,0.00,0.00
14/07/2013,13,Barcelonès,80193,Barcelona,0.00,0.10,0.00,0.10
14/07/2013,14,Berguedà,83089,Viver i Serrateix,0.01,0.00,0.00,0.01
14/07/2013,17,Garraf,82704,Sitges,0.00,0.00,0.00,0.00
14/07/2013,35,Solsonès,251484,Odèn,0.02,0.00,0.00,0.02
14/07/2013,36,Tarragonès,430976,"Nou de Gaià, la",0.00,0.20,0.34,0.20
16/07/2013,20,Gironès,171729,Sant Martí de Llémena,0.24,0.58,0.00,0.82
16/07/2013,17,Garraf,82704,Sitges,0.00,0.26,0.00,0.26
16/07/2013,18,Garrigues,251180,Juncosa,0.04,0.00,0.00,0.04
16/07/2013,37,Terra Alta,431068,"Pinell de Brai, el",0.30,0.00,1.20,0.30
17/07/2013,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.00,0.05,0.00,0.05
17/07/2013,40,Vallès Occidental,82798,Terrassa,0.00,0.00,0.00,0.00
17/07/2013,6,Anoia,81521,Orpí,0.00,0.22,0.00,0.22
17/07/2013,6,Anoia,82508,Santa Margarida de Montbui,0.09,0.00,0.00,0.09
17/07/2013,8,Baix Camp,431457,"Selva del Camp, la",0.00,0.02,0.00,0.02
18/07/2013,21,Maresme,82824,Tiana,0.01,0.21,0.00,0.22
18/07/2013,11,Baix Llobregat,80898,Gavà,0.00,0.00,0.00,0.00
19/07/2013,24,Osona,82690,Seva,0.00,0.00,0.00,0.00
20/07/2013,7,Bages,80109,Artés,0.00,0.03,0.00,0.03
20/07/2013,6,Anoia,81629,"Hostalets de Pierola, els",0.00,0.12,0.00,0.12
22/07/2013,21,Maresme,80095,Argentona,0.02,0.00,0.00,0.02
22/07/2013,11,Baix Llobregat,80898,Gavà,0.00,0.10,0.00,0.10
22/07/2013,7,Bages,80902,Gaià,0.00,0.10,0.00,0.10
22/07/2013,7,Bages,80620,Castellnou de Bages,0.00,0.00,0.00,0.00
22/07/2013,7,Bages,82747,Súria,0.00,0.00,0.00,0.00
22/07/2013,6,Anoia,83020,Vilanova del Camí,0.00,0.00,0.00,0.00
22/07/2013,6,Anoia,80214,Bellprat,0.02,0.00,0.00,0.02
22/07/2013,12,Baix Penedès,430304,Bonastre,0.00,0.00,0.00,0.00
22/07/2013,8,Baix Camp,431671,Vilanova d'Escornalbou,0.00,0.02,0.00,0.02
