Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda,Tram de preus
Municipi,17169,Sant Julià de Ramis,2021,gener-març,9,744.44,> 650 euros/mes
Municipi,08220,Sant Julià de Vilatorta,2021,gener-març,17,646.35,> 500 i <= 650 euros/mes
Municipi,17903,Sant Julià del Llor i Bonmatí,2021,gener-març,2,,> 500 i <= 650 euros/mes
Municipi,08221,Sant Just Desvern,2021,gener-març,131,1101.66,> 650 euros/mes
Municipi,17171,Sant Llorenç de la Muga,2021,gener-març,1,,> 650 euros/mes
Municipi,25193,Sant Llorenç de Morunys,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,08222,Sant Llorenç d'Hortons,2021,gener-març,7,514.91,> 500 i <= 650 euros/mes
Municipi,08223,Sant Llorenç Savall,2021,gener-març,10,442.50,> 350 i <= 500 euros/mes
Municipi,08224,Sant Martí de Centelles,2021,gener-març,16,521.25,> 500 i <= 650 euros/mes
Municipi,08226,Sant Martí de Tous,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08227,Sant Martí Sarroca,2021,gener-març,14,565.00,> 500 i <= 650 euros/mes
Municipi,08228,Sant Martí Sesgueioles,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,08229,Sant Mateu de Bages,2021,gener-març,3,,<= 350 euros/mes
Municipi,17175,Sant Miquel de Fluvià,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,17177,Sant Pau de Segúries,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,08231,Sant Pere de Ribes,2021,gener-març,126,704.60,> 650 euros/mes
Municipi,08232,Sant Pere de Riudebitlles,2021,gener-març,9,413.33,> 350 i <= 500 euros/mes
Municipi,08233,Sant Pere de Torelló,2021,gener-març,11,430.16,> 350 i <= 500 euros/mes
Municipi,08234,Sant Pere de Vilamajor,2021,gener-març,13,778.15,> 650 euros/mes
Municipi,17178,Sant Pere Pescador,2021,gener-març,15,421.33,> 350 i <= 500 euros/mes
Municipi,08189,Sant Pere Sallavinera,2021,gener-març,1,,<= 350 euros/mes
Municipi,08235,Sant Pol de Mar,2021,gener-març,33,947.18,> 650 euros/mes
Municipi,08236,Sant Quintí de Mediona,2021,gener-març,10,488.00,> 350 i <= 500 euros/mes
Municipi,08237,Sant Quirze de Besora,2021,gener-març,6,330.83,<= 350 euros/mes
Municipi,08238,Sant Quirze del Vallès,2021,gener-març,67,828.27,> 650 euros/mes
Municipi,25194,Sant Ramon,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08240,Sant Sadurní d'Anoia,2021,gener-març,61,585.33,> 500 i <= 650 euros/mes
Municipi,08241,Sant Sadurní d'Osormort,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,08098,Sant Salvador de Guardiola,2021,gener-març,5,,> 500 i <= 650 euros/mes
Municipi,08262,Sant Vicenç de Castellet,2021,gener-març,67,447.71,> 350 i <= 500 euros/mes
Municipi,08264,Sant Vicenç de Montalt,2021,gener-març,31,1318.24,> 650 euros/mes
Municipi,08265,Sant Vicenç de Torelló,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,08263,Sant Vicenç dels Horts,2021,gener-març,65,670.46,> 650 euros/mes
Municipi,43138,Santa Bàrbara,2021,gener-març,18,316.42,<= 350 euros/mes
Municipi,08243,Santa Cecília de Voltregà,2021,gener-març,1,,> 650 euros/mes
Municipi,08244,Santa Coloma de Cervelló,2021,gener-març,21,725.24,> 650 euros/mes
Municipi,17180,Santa Coloma de Farners,2021,gener-març,69,505.41,> 500 i <= 650 euros/mes
Municipi,08245,Santa Coloma de Gramenet,2021,gener-març,465,583.72,> 500 i <= 650 euros/mes
Municipi,43139,Santa Coloma de Queralt,2021,gener-març,16,383.13,> 350 i <= 500 euros/mes
Municipi,17181,Santa Cristina d'Aro,2021,gener-març,13,849.62,> 650 euros/mes
Municipi,08246,Santa Eugènia de Berga,2021,gener-març,6,485.00,> 350 i <= 500 euros/mes
Municipi,08247,Santa Eulàlia de Riuprimer,2021,gener-març,4,,> 350 i <= 500 euros/mes
Municipi,08248,Santa Eulàlia de Ronçana,2021,gener-març,10,867.50,> 650 euros/mes
Municipi,08250,Santa Margarida de Montbui,2021,gener-març,30,472.32,> 350 i <= 500 euros/mes
Municipi,08251,Santa Margarida i els Monjos,2021,gener-març,37,409.30,> 350 i <= 500 euros/mes
Municipi,08253,Santa Maria de Besora,2021,gener-març,1,,<= 350 euros/mes
Municipi,08256,Santa Maria de Martorelles,2021,gener-març,2,,> 650 euros/mes
Municipi,08255,Santa Maria de Merlès,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,08259,Santa Maria de Palautordera,2021,gener-març,36,655.83,> 650 euros/mes
Municipi,08258,Santa Maria d'Oló,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,43140,Santa Oliva,2021,gener-març,7,816.43,> 650 euros/mes
Municipi,17184,Santa Pau,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,08260,Santa Perpètua de Mogoda,2021,gener-març,76,668.07,> 650 euros/mes
Municipi,08261,Santa Susanna,2021,gener-març,15,1125.36,> 650 euros/mes
Municipi,08192,Santpedor,2021,gener-març,32,552.78,> 500 i <= 650 euros/mes
Municipi,43142,Sarral,2021,gener-març,5,,<= 350 euros/mes
Municipi,17186,Sarrià de Ter,2021,gener-març,12,700.00,> 650 euros/mes
Municipi,17187,"Saus, Camallera i Llampaies",2021,gener-març,3,,> 500 i <= 650 euros/mes
Municipi,43144,"Secuita, la",2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,43145,"Selva del Camp, la",2021,gener-març,15,500.76,> 500 i <= 650 euros/mes
Municipi,43044,"Sénia, la",2021,gener-març,8,243.75,<= 350 euros/mes
Municipi,25202,Senterada,2021,gener-març,1,,<= 350 euros/mes
Municipi,08267,Sentmenat,2021,gener-març,41,602.29,> 500 i <= 650 euros/mes
Municipi,17190,Serinyà,2021,gener-març,6,597.50,> 500 i <= 650 euros/mes
Municipi,25204,Seròs,2021,gener-març,4,,<= 350 euros/mes
Municipi,17192,Setcases,2021,gener-març,2,,> 500 i <= 650 euros/mes
Municipi,25203,"Seu d'Urgell, la",2021,gener-març,125,413.14,> 350 i <= 500 euros/mes
Municipi,08269,Seva,2021,gener-març,5,,> 650 euros/mes
Municipi,17193,Sils,2021,gener-març,22,585.36,> 500 i <= 650 euros/mes
Municipi,08270,Sitges,2021,gener-març,242,1044.01,> 650 euros/mes
Municipi,25206,"Soleràs, el",2021,gener-març,1,,<= 350 euros/mes
Municipi,43147,Solivella,2021,gener-març,7,446.43,> 350 i <= 500 euros/mes
Municipi,25207,Solsona,2021,gener-març,73,344.45,<= 350 euros/mes
Municipi,08272,Sora,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,25208,Soriguera,2021,gener-març,5,,<= 350 euros/mes
Municipi,25209,Sort,2021,gener-març,26,353.65,> 350 i <= 500 euros/mes
Municipi,25210,Soses,2021,gener-març,2,,<= 350 euros/mes
Municipi,08273,Subirats,2021,gener-març,4,,> 350 i <= 500 euros/mes
Municipi,25212,Sunyer,2021,gener-març,2,,<= 350 euros/mes
Municipi,08274,Súria,2021,gener-març,22,436.82,> 350 i <= 500 euros/mes
Municipi,25215,Talarn,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,17195,"Tallada d'Empordà, la",2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08278,Taradell,2021,gener-març,34,573.97,> 500 i <= 650 euros/mes
Municipi,43148,Tarragona,2021,gener-març,896,515.21,> 500 i <= 650 euros/mes
Municipi,25217,Tàrrega,2021,gener-març,139,346.76,<= 350 euros/mes
Municipi,08280,Tavertet,2021,gener-març,1,,> 650 euros/mes
Municipi,08281,Teià,2021,gener-març,20,1068.41,> 650 euros/mes
Municipi,25220,Térmens,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08279,Terrassa,2021,gener-març,1185,575.69,> 500 i <= 650 euros/mes
Municipi,08282,Tiana,2021,gener-març,22,998.88,> 650 euros/mes
Municipi,43149,Tivenys,2021,gener-març,2,,<= 350 euros/mes
Municipi,43150,Tivissa,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,08283,Tona,2021,gener-març,34,513.24,> 500 i <= 650 euros/mes
Municipi,25223,Torà,2021,gener-març,6,308.33,<= 350 euros/mes
Municipi,08284,Tordera,2021,gener-març,59,510.17,> 500 i <= 650 euros/mes
Municipi,08285,Torelló,2021,gener-març,76,432.83,> 350 i <= 500 euros/mes
Municipi,25225,Tornabous,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,25227,"Torre de Cabdella, la",2021,gener-març,2,,> 500 i <= 650 euros/mes
Municipi,08286,"Torre de Claramunt, la",2021,gener-març,9,612.22,> 500 i <= 650 euros/mes
Municipi,25226,Torrebesses,2021,gener-març,1,,<= 350 euros/mes
Municipi,43153,Torredembarra,2021,gener-març,151,537.55,> 500 i <= 650 euros/mes
Municipi,25228,Torrefarrera,2021,gener-març,15,508.33,> 500 i <= 650 euros/mes
Municipi,25907,Torrefeta i Florejacs,2021,gener-març,1,,<= 350 euros/mes
Municipi,25230,Torregrossa,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,08287,Torrelavit,2021,gener-març,10,572.50,> 500 i <= 650 euros/mes
Municipi,08288,Torrelles de Foix,2021,gener-març,11,418.27,> 350 i <= 500 euros/mes
Municipi,08289,Torrelles de Llobregat,2021,gener-març,22,759.05,> 650 euros/mes
Municipi,25233,Torre-serona,2021,gener-març,1,,> 650 euros/mes
Municipi,17198,Torroella de Fluvià,2021,gener-març,8,831.25,> 650 euros/mes
Municipi,17199,Torroella de Montgrí,2021,gener-març,53,531.70,> 500 i <= 650 euros/mes
Municipi,43154,Torroja del Priorat,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17200,Tortellà,2021,gener-març,5,,> 500 i <= 650 euros/mes
Municipi,43155,Tortosa,2021,gener-març,188,377.79,> 350 i <= 500 euros/mes
Municipi,17202,Tossa de Mar,2021,gener-març,28,509.47,> 500 i <= 650 euros/mes
Municipi,25234,Tremp,2021,gener-març,16,318.88,<= 350 euros/mes
Municipi,17204,Ullà,2021,gener-març,4,,> 650 euros/mes
Municipi,08290,Ullastrell,2021,gener-març,6,935.83,> 650 euros/mes
Municipi,17205,Ullastret,2021,gener-març,1,,> 650 euros/mes
Municipi,43156,Ulldecona,2021,gener-març,13,262.69,<= 350 euros/mes
Municipi,08291,Vacarisses,2021,gener-març,10,794.80,> 650 euros/mes
Municipi,17208,"Vall de Bianya, la",2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,25043,"Vall de Boí, la",2021,gener-març,1,,<= 350 euros/mes
Municipi,25901,Vall de Cardós,2021,gener-març,1,,<= 350 euros/mes
Municipi,17207,"Vall d'en Bas, la",2021,gener-març,8,543.75,> 500 i <= 650 euros/mes
Municipi,08292,Vallbona d'Anoia,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,25238,Vallbona de les Monges,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08293,Vallcebre,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,25240,Vallfogona de Balaguer,2021,gener-març,7,341.43,<= 350 euros/mes
Municipi,08294,Vallgorguina,2021,gener-març,6,806.67,> 650 euros/mes
Municipi,08295,Vallirana,2021,gener-març,54,722.87,> 650 euros/mes
Municipi,17209,Vall-llobrega,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,43160,Vallmoll,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08296,Vallromanes,2021,gener-març,8,993.75,> 650 euros/mes
Municipi,43161,Valls,2021,gener-març,155,421.54,> 350 i <= 500 euros/mes
Municipi,25239,"Valls de Valira, les",2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2021,gener-març,29,470.86,> 350 i <= 500 euros/mes
Municipi,43163,"Vendrell, el",2021,gener-març,225,520.71,> 500 i <= 650 euros/mes
Municipi,17210,Ventalló,2021,gener-març,3,,> 650 euros/mes
Municipi,25242,Verdú,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17211,Verges,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,43164,Vespella de Gaià,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,08298,Vic,2021,gener-març,319,542.02,> 500 i <= 650 euros/mes
Municipi,17212,Vidrà,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17213,Vidreres,2021,gener-març,19,627.11,> 500 i <= 650 euros/mes
Municipi,25243,Vielha e Mijaran,2021,gener-març,9,565.56,> 500 i <= 650 euros/mes
Municipi,17214,Vilabertran,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,17215,Vilablareix,2021,gener-març,5,,> 650 euros/mes
Municipi,08299,Vilada,2021,gener-març,3,,<= 350 euros/mes
Municipi,17217,Viladamat,2021,gener-març,2,,> 650 euros/mes
Municipi,17216,Viladasens,2021,gener-març,2,,> 500 i <= 650 euros/mes
Municipi,08301,Viladecans,2021,gener-març,237,734.23,> 650 euros/mes
Municipi,08300,Viladecavalls,2021,gener-març,11,786.94,> 650 euros/mes
Municipi,17218,Vilademuls,2021,gener-març,2,,> 650 euros/mes
Municipi,17220,Viladrau,2021,gener-març,3,,<= 350 euros/mes
Municipi,17221,Vilafant,2021,gener-març,16,648.13,> 500 i <= 650 euros/mes
Municipi,08305,Vilafranca del Penedès,2021,gener-març,264,537.61,> 500 i <= 650 euros/mes
Municipi,17223,Vilajuïga,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,08306,Vilalba Sasserra,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,25245,Vilaller,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17224,Vilallonga de Ter,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,43166,Vilallonga del Camp,2021,gener-març,12,423.77,> 350 i <= 500 euros/mes
Municipi,17226,Vilamalla,2021,gener-març,7,538.57,> 500 i <= 650 euros/mes
Municipi,25247,Vilamòs,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17228,Vilanant,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,25248,Vilanova de Bellpuig,2021,gener-març,1,,<= 350 euros/mes
Municipi,25254,Vilanova de la Barca,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,25250,Vilanova de Meià,2021,gener-març,1,,<= 350 euros/mes
Municipi,08303,Vilanova de Sau,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08302,Vilanova del Camí,2021,gener-març,44,466.41,> 350 i <= 500 euros/mes
Municipi,08902,Vilanova del Vallès,2021,gener-març,31,744.61,> 650 euros/mes
Municipi,43167,Vilanova d'Escornalbou,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08307,Vilanova i la Geltrú,2021,gener-març,333,634.89,> 500 i <= 650 euros/mes
Municipi,43169,Vilaplana,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,43170,Vila-rodona,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,17230,Vila-sacra,2021,gener-març,1,,<= 350 euros/mes
Municipi,43171,Vila-seca,2021,gener-març,89,497.27,> 350 i <= 500 euros/mes
Municipi,08214,Vilassar de Dalt,2021,gener-març,45,799.73,> 650 euros/mes
Municipi,08219,Vilassar de Mar,2021,gener-març,121,887.04,> 650 euros/mes
Municipi,17222,Vilaür,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,43172,Vilaverd,2021,gener-març,1,,<= 350 euros/mes
Municipi,08304,Vilobí del Penedès,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,17233,Vilobí d'Onyar,2021,gener-març,9,580.56,> 500 i <= 650 euros/mes
Municipi,43176,Vimbodí i Poblet,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,43178,Vinyols i els Arcs,2021,gener-març,12,519.64,> 500 i <= 650 euros/mes
Municipi,43052,Xerta,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,08001,Abrera,2021,abril-juny,31,639.52,> 600 euros/mes
Municipi,25003,Agramunt,2021,abril-juny,52,325.96,<= 350 euros/mes
Municipi,08002,Aguilar de Segarra,2021,abril-juny,1,,<= 350 euros/mes
Municipi,17001,Agullana,2021,abril-juny,4,,> 350 i <= 450 euros/mes
Municipi,08014,Aiguafreda,2021,abril-juny,11,708.64,> 600 euros/mes
Municipi,43001,Aiguamúrcia,2021,abril-juny,3,,> 450 i <= 600 euros/mes
Municipi,25038,Aitona,2021,abril-juny,21,354.77,> 350 i <= 450 euros/mes
Municipi,25007,Albatàrrec,2021,abril-juny,8,374.38,> 350 i <= 450 euros/mes
Municipi,25008,Albesa,2021,abril-juny,1,,> 350 i <= 450 euros/mes
Municipi,25009,"Albi, l'",2021,abril-juny,1,,<= 350 euros/mes
Municipi,43002,Albinyana,2021,abril-juny,6,521.67,> 450 i <= 600 euros/mes
Municipi,17004,Albons,2021,abril-juny,3,,> 450 i <= 600 euros/mes
Municipi,43004,Alcanar,2021,abril-juny,19,406.32,> 350 i <= 450 euros/mes
Municipi,17189,"Cellera de Ter, la",2021,gener-març,4,,> 350 i <= 500 euros/mes
Municipi,17049,Celrà,2021,gener-març,14,598.57,> 500 i <= 650 euros/mes
Municipi,08067,Centelles,2021,gener-març,35,570.78,> 500 i <= 650 euros/mes
Municipi,08268,Cercs,2021,gener-març,3,,<= 350 euros/mes
Municipi,08266,Cerdanyola del Vallès,2021,gener-març,202,752.48,> 650 euros/mes
Municipi,08068,Cervelló,2021,gener-març,26,761.26,> 650 euros/mes
Municipi,25072,Cervera,2021,gener-març,42,332.94,<= 350 euros/mes
Municipi,17050,Cervià de Ter,2021,gener-març,1,,> 650 euros/mes
Municipi,17051,Cistella,2021,gener-març,1,,> 650 euros/mes
Municipi,25074,Ciutadilla,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,25076,"Cogul, el",2021,gener-març,1,,<= 350 euros/mes
Municipi,25041,Barbens,2021,gener-març,1,,<= 350 euros/mes
Municipi,08252,Barberà del Vallès,2021,gener-març,93,672.28,> 650 euros/mes
Municipi,08019,Barcelona,2021,gener-març,14399,905.39,> 650 euros/mes
Municipi,17016,Bàscara,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,43022,Batea,2021,gener-març,2,,<= 350 euros/mes
Municipi,08020,Begues,2021,gener-març,34,1012.65,> 650 euros/mes
Municipi,17013,Begur,2021,gener-març,8,696.25,> 650 euros/mes
Municipi,25046,Belianes,2021,gener-març,2,,<= 350 euros/mes
Municipi,17018,Bellcaire d'Empordà,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,25047,Bellcaire d'Urgell,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,25048,Bell-lloc d'Urgell,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,25050,Bellpuig,2021,gener-març,16,357.63,> 350 i <= 500 euros/mes
Municipi,43024,Bellvei,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,25051,Bellver de Cerdanya,2021,gener-març,14,485.00,> 350 i <= 500 euros/mes
Municipi,25052,Bellvís,2021,gener-març,4,,<= 350 euros/mes
Municipi,25053,Benavent de Segrià,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,43026,Benissanet,2021,gener-març,1,,<= 350 euros/mes
Municipi,08022,Berga,2021,gener-març,93,403.67,> 350 i <= 500 euros/mes
Municipi,17019,Besalú,2021,gener-març,9,488.89,> 350 i <= 500 euros/mes
Municipi,17020,Bescanó,2021,gener-març,3,,> 500 i <= 650 euros/mes
Municipi,08023,Bigues i Riells,2021,gener-març,25,685.57,> 650 euros/mes
Municipi,43028,"Bisbal del Penedès, la",2021,gener-març,10,648.50,> 500 i <= 650 euros/mes
Municipi,17022,"Bisbal d'Empordà, la",2021,gener-març,60,442.31,> 350 i <= 500 euros/mes
Municipi,17234,Biure,2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,43029,Blancafort,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17023,Blanes,2021,gener-març,225,501.92,> 500 i <= 650 euros/mes
Municipi,17029,Boadella i les Escaules,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,17024,Bolvir,2021,gener-març,4,,> 650 euros/mes
Municipi,43030,Bonastre,2021,gener-març,3,,> 500 i <= 650 euros/mes
Municipi,17025,Bordils,2021,gener-març,5,,> 650 euros/mes
Municipi,25058,"Borges Blanques, les",2021,gener-març,14,344.44,<= 350 euros/mes
Municipi,43031,"Borges del Camp, les",2021,gener-març,9,416.11,> 350 i <= 500 euros/mes
Municipi,17026,Borrassà,2021,gener-març,2,,> 500 i <= 650 euros/mes
Municipi,08024,Borredà,2021,gener-març,2,,<= 350 euros/mes
Municipi,25059,Bossòst,2021,gener-març,2,,<= 350 euros/mes
Municipi,43033,Botarell,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,43034,Bràfim,2021,gener-març,3,,> 350 i <= 500 euros/mes
Municipi,17027,Breda,2021,gener-març,23,485.87,> 350 i <= 500 euros/mes
Municipi,08025,"Bruc, el",2021,gener-març,10,702.60,> 650 euros/mes
Municipi,08026,"Brull, el",2021,gener-març,1,,> 500 i <= 650 euros/mes
Municipi,17028,Brunyola i Sant Martí Sapresa,2021,gener-març,3,,> 650 euros/mes
Municipi,43035,Cabacés,2021,gener-març,2,,> 350 i <= 500 euros/mes
Municipi,17030,Cabanes,2021,gener-març,1,,> 350 i <= 500 euros/mes
Municipi,08027,"Cabanyes, les",2021,gener-març,5,,> 650 euros/mes
Municipi,43036,Cabra del Camp,2021,gener-març,6,426.50,> 350 i <= 500 euros/mes
Municipi,08028,Cabrera d'Anoia,2021,gener-març,4,,> 500 i <= 650 euros/mes
Municipi,08029,Cabrera de Mar,2021,gener-març,23,919.22,> 650 euros/mes
Municipi,08030,Cabrils,2021,gener-març,21,1154.81,> 650 euros/mes
Municipi,17032,Cadaqués,2021,gener-març,16,655.42,> 650 euros/mes
Municipi,08031,Calaf,2021,gener-març,13,343.98,<= 350 euros/mes
Municipi,43037,Calafell,2021,gener-març,180,598.40,> 500 i <= 650 euros/mes
Municipi,08034,Calders,2021,gener-març,5,,> 350 i <= 500 euros/mes
Municipi,17033,Caldes de Malavella,2021,gener-març,30,747.55,> 650 euros/mes
Municipi,08033,Caldes de Montbui,2021,gener-març,100,693.58,> 650 euros/mes
Municipi,08032,Caldes d'Estrac,2021,gener-març,24,913.13,> 650 euros/mes
Municipi,08052,Castellar de N'Hug,2021,juliol-setembre,1,,> 450 i <= 600 euros/mes
Municipi,08051,Castellar del Vallès,2021,juliol-setembre,49,687.32,> 600 euros/mes
Municipi,08053,Castellbell i el Vilar,2021,juliol-setembre,16,426.25,> 350 i <= 450 euros/mes
Municipi,08054,Castellbisbal,2021,juliol-setembre,41,767.44,> 600 euros/mes
Municipi,08055,Castellcir,2021,juliol-setembre,3,,> 450 i <= 600 euros/mes
Municipi,25067,Castelldans,2021,juliol-setembre,3,,> 450 i <= 600 euros/mes
Municipi,08056,Castelldefels,2021,juliol-setembre,358,998.12,> 600 euros/mes
Municipi,08058,Castellet i la Gornal,2021,juliol-setembre,4,,> 600 euros/mes
Municipi,17046,Castellfollit de la Roca,2021,juliol-setembre,2,,> 350 i <= 450 euros/mes
Municipi,08059,Castellfollit del Boix,2021,juliol-setembre,1,,<= 350 euros/mes
Municipi,08061,Castellgalí,2021,juliol-setembre,4,,> 450 i <= 600 euros/mes
Municipi,25068,Castellnou de Seana,2021,juliol-setembre,3,,> 350 i <= 450 euros/mes
Municipi,25069,Castelló de Farfanya,2021,juliol-setembre,2,,<= 350 euros/mes
Municipi,17047,Castelló d'Empúries,2021,juliol-setembre,30,515.44,> 450 i <= 600 euros/mes
Municipi,08063,Castellolí,2021,juliol-setembre,2,,> 600 euros/mes
Municipi,17048,Castell-Platja d'Aro,2021,juliol-setembre,38,680.22,> 600 euros/mes
Municipi,25070,Castellserà,2021,juliol-setembre,2,,<= 350 euros/mes
Municipi,08064,Castellterçol,2021,juliol-setembre,19,523.42,> 450 i <= 600 euros/mes
Municipi,43042,Castellvell del Camp,2021,juliol-setembre,2,,> 450 i <= 600 euros/mes
Municipi,08065,Castellví de la Marca,2021,juliol-setembre,3,,> 450 i <= 600 euros/mes
Municipi,08066,Castellví de Rosanes,2021,juliol-setembre,6,825.00,> 600 euros/mes
Municipi,43043,"Catllar, el",2021,juliol-setembre,11,561.82,> 450 i <= 600 euros/mes
Municipi,17189,"Cellera de Ter, la",2021,juliol-setembre,10,510.50,> 450 i <= 600 euros/mes
Municipi,17049,Celrà,2021,juliol-setembre,20,625.76,> 600 euros/mes
Municipi,08067,Centelles,2021,juliol-setembre,36,539.86,> 450 i <= 600 euros/mes
Municipi,08268,Cercs,2021,juliol-setembre,5,,> 350 i <= 450 euros/mes
Municipi,08266,Cerdanyola del Vallès,2021,juliol-setembre,267,727.84,> 600 euros/mes
Municipi,08068,Cervelló,2021,juliol-setembre,38,798.95,> 600 euros/mes
Municipi,25072,Cervera,2021,juliol-setembre,37,359.05,> 350 i <= 450 euros/mes
Municipi,17050,Cervià de Ter,2021,juliol-setembre,2,,> 450 i <= 600 euros/mes
Municipi,25077,Coll de Nargó,2021,juliol-setembre,2,,> 600 euros/mes
Municipi,08069,Collbató,2021,juliol-setembre,12,1064.17,> 600 euros/mes
Municipi,08070,Collsuspina,2021,juliol-setembre,1,,> 600 euros/mes
Municipi,25163,"Coma i la Pedra, la",2021,juliol-setembre,1,,<= 350 euros/mes
Municipi,25161,Conca de Dalt,2021,juliol-setembre,1,,<= 350 euros/mes
Municipi,43047,Constantí,2021,juliol-setembre,17,380.29,> 350 i <= 450 euros/mes
Municipi,08071,Copons,2021,juliol-setembre,1,,> 600 euros/mes
Municipi,08072,Corbera de Llobregat,2021,juliol-setembre,64,738.00,> 600 euros/mes
Municipi,43048,Corbera d'Ebre,2021,juliol-setembre,1,,<= 350 euros/mes
Municipi,25078,Corbins,2021,juliol-setembre,1,,> 350 i <= 450 euros/mes
Municipi,17057,Corçà,2021,juliol-setembre,3,,> 600 euros/mes
Municipi,08073,Cornellà de Llobregat,2021,juliol-setembre,419,705.17,> 600 euros/mes
Municipi,17056,Cornellà del Terri,2021,juliol-setembre,6,808.33,> 600 euros/mes
Municipi,43049,Cornudella de Montsant,2021,juliol-setembre,1,,> 350 i <= 450 euros/mes
Municipi,43050,Creixell,2021,juliol-setembre,17,592.35,> 450 i <= 600 euros/mes
Municipi,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",2021,juliol-setembre,4,,> 600 euros/mes
Municipi,08074,Cubelles,2021,juliol-setembre,61,705.05,> 600 euros/mes
Municipi,25079,Cubells,2021,juliol-setembre,2,,> 450 i <= 600 euros/mes
Municipi,43051,Cunit,2021,juliol-setembre,47,552.03,> 450 i <= 600 euros/mes
Municipi,17060,Darnius,2021,juliol-setembre,3,,> 350 i <= 450 euros/mes
Municipi,17061,Das,2021,juliol-setembre,4,,> 450 i <= 600 euros/mes
Municipi,43901,Deltebre,2021,juliol-setembre,42,352.05,> 350 i <= 450 euros/mes
Municipi,08075,Dosrius,2021,juliol-setembre,17,773.41,> 600 euros/mes
Municipi,43053,Duesaigües,2021,juliol-setembre,2,,> 350 i <= 450 euros/mes
Municipi,17062,"Escala, l'",2021,juliol-setembre,39,588.85,> 450 i <= 600 euros/mes
Municipi,08076,Esparreguera,2021,juliol-setembre,75,606.17,> 600 euros/mes
Municipi,17063,Espinelves,2021,juliol-setembre,2,,> 600 euros/mes
