Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda,Tram de preus
Municipi,08054,Castellbisbal,2020,gener-juny,45,735.56,> 650 euros/mes
Municipi,08053,Castellbell i el Vilar,2020,gener-juny,22,447.61,> 350 i <= 500 euros/mes
Municipi,08051,Castellar del Vallès,2020,gener-juny,104,696.00,> 650 euros/mes
Municipi,25904,Castell de Mur,2020,gener-juny,1,,<= 350 euros/mes
Municipi,08049,Casserres,2020,gener-juny,9,400.00,> 350 i <= 500 euros/mes
Municipi,17044,Cassà de la Selva,2020,gener-juny,54,675.87,> 650 euros/mes
Municipi,08048,Carme,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,08047,Cardona,2020,gener-juny,34,330.66,<= 350 euros/mes
Municipi,08046,Cardedeu,2020,gener-juny,173,699.26,> 650 euros/mes
Municipi,17042,Capmany,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,08044,Capellades,2020,gener-juny,19,517.89,> 500 i <= 650 euros/mes
Municipi,43040,Capçanes,2020,gener-juny,1,,<= 350 euros/mes
Municipi,43039,Capafonts,2020,gener-juny,2,,> 650 euros/mes
Municipi,08043,Canyelles,2020,gener-juny,7,868.57,> 650 euros/mes
Municipi,17041,Cantallops,2020,gener-juny,3,,> 350 i <= 500 euros/mes
Municipi,08042,Cànoves i Samalús,2020,gener-juny,11,755.45,> 650 euros/mes
Municipi,08041,Canovelles,2020,gener-juny,83,610.39,> 500 i <= 650 euros/mes
Municipi,43907,"Canonja, la",2020,gener-juny,40,438.08,> 350 i <= 500 euros/mes
Municipi,08040,Canet de Mar,2020,gener-juny,122,643.43,> 500 i <= 650 euros/mes
Municipi,17040,Canet d'Adri,2020,gener-juny,4,,> 500 i <= 650 euros/mes
Municipi,17039,Camprodon,2020,gener-juny,14,503.93,> 500 i <= 650 euros/mes
Municipi,08039,Campins,2020,gener-juny,4,,> 650 euros/mes
Municipi,17036,Campdevànol,2020,gener-juny,13,385.82,> 350 i <= 500 euros/mes
Municipi,17035,Camós,2020,gener-juny,1,,> 500 i <= 650 euros/mes
Municipi,43038,Cambrils,2020,gener-juny,217,578.03,> 500 i <= 650 euros/mes
Municipi,43903,Camarles,2020,gener-juny,10,329.30,<= 350 euros/mes
Municipi,25062,Camarasa,2020,gener-juny,2,,<= 350 euros/mes
Municipi,17034,Calonge i Sant Antoni,2020,gener-juny,66,613.52,> 500 i <= 650 euros/mes
Municipi,08038,Callús,2020,gener-juny,17,314.40,<= 350 euros/mes
Municipi,08037,Calldetenes,2020,gener-juny,18,556.67,> 500 i <= 650 euros/mes
Municipi,08035,Calella,2020,gener-juny,178,577.03,> 500 i <= 650 euros/mes
Municipi,08032,Caldes d'Estrac,2020,gener-juny,29,898.97,> 650 euros/mes
Municipi,08033,Caldes de Montbui,2020,gener-juny,155,680.17,> 650 euros/mes
Municipi,17033,Caldes de Malavella,2020,gener-juny,33,885.47,> 650 euros/mes
Municipi,08034,Calders,2020,gener-juny,7,640.71,> 500 i <= 650 euros/mes
Municipi,43037,Calafell,2020,gener-juny,256,582.03,> 500 i <= 650 euros/mes
Municipi,08031,Calaf,2020,gener-juny,21,318.11,<= 350 euros/mes
Municipi,17032,Cadaqués,2020,gener-juny,13,691.15,> 650 euros/mes
Municipi,08030,Cabrils,2020,gener-juny,40,1308.68,> 650 euros/mes
Municipi,08029,Cabrera de Mar,2020,gener-juny,33,900.52,> 650 euros/mes
Municipi,08028,Cabrera d'Anoia,2020,gener-juny,5,,> 500 i <= 650 euros/mes
Municipi,43036,Cabra del Camp,2020,gener-juny,11,368.64,> 350 i <= 500 euros/mes
Municipi,08027,"Cabanyes, les",2020,gener-juny,6,719.17,> 650 euros/mes
Municipi,17030,Cabanes,2020,gener-juny,12,507.92,> 500 i <= 650 euros/mes
Municipi,17031,Cabanelles,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,43035,Cabacés,2020,gener-juny,2,,> 350 i <= 500 euros/mes
Municipi,17028,Brunyola i Sant Martí Sapresa,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,08026,"Brull, el",2020,gener-juny,2,,> 650 euros/mes
Municipi,08025,"Bruc, el",2020,gener-juny,17,562.35,> 500 i <= 650 euros/mes
Municipi,17027,Breda,2020,gener-juny,47,448.94,> 350 i <= 500 euros/mes
Municipi,43034,Bràfim,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,43033,Botarell,2020,gener-juny,2,,> 350 i <= 500 euros/mes
Municipi,25059,Bossòst,2020,gener-juny,6,537.74,> 500 i <= 650 euros/mes
Municipi,08024,Borredà,2020,gener-juny,2,,> 350 i <= 500 euros/mes
Municipi,17026,Borrassà,2020,gener-juny,3,,> 500 i <= 650 euros/mes
Municipi,43031,"Borges del Camp, les",2020,gener-juny,17,418.24,> 350 i <= 500 euros/mes
Municipi,25058,"Borges Blanques, les",2020,gener-juny,34,340.03,<= 350 euros/mes
Municipi,17025,Bordils,2020,gener-juny,9,628.33,> 500 i <= 650 euros/mes
Municipi,43030,Bonastre,2020,gener-juny,5,,> 350 i <= 500 euros/mes
Municipi,17024,Bolvir,2020,gener-juny,3,,> 650 euros/mes
Municipi,17029,Boadella i les Escaules,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,17023,Blanes,2020,gener-juny,333,525.32,> 500 i <= 650 euros/mes
Municipi,43029,Blancafort,2020,gener-juny,2,,<= 350 euros/mes
Municipi,17234,Biure,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,17022,"Bisbal d'Empordà, la",2020,gener-juny,84,457.62,> 350 i <= 500 euros/mes
Municipi,43028,"Bisbal del Penedès, la",2020,gener-juny,14,530.81,> 500 i <= 650 euros/mes
Municipi,08023,Bigues i Riells,2020,gener-juny,34,685.38,> 650 euros/mes
Municipi,17020,Bescanó,2020,gener-juny,18,647.22,> 500 i <= 650 euros/mes
Municipi,17019,Besalú,2020,gener-juny,14,434.29,> 350 i <= 500 euros/mes
Municipi,08022,Berga,2020,gener-juny,126,398.26,> 350 i <= 500 euros/mes
Municipi,43026,Benissanet,2020,gener-juny,2,,<= 350 euros/mes
Municipi,43025,Benifallet,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,25053,Benavent de Segrià,2020,gener-juny,4,,> 500 i <= 650 euros/mes
Municipi,25052,Bellvís,2020,gener-juny,5,,<= 350 euros/mes
Municipi,25051,Bellver de Cerdanya,2020,gener-juny,19,527.11,> 500 i <= 650 euros/mes
Municipi,43024,Bellvei,2020,gener-juny,4,,> 650 euros/mes
Municipi,25050,Bellpuig,2020,gener-juny,37,350.70,> 350 i <= 500 euros/mes
Municipi,43023,Bellmunt del Priorat,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,25048,Bell-lloc d'Urgell,2020,gener-juny,7,362.65,> 350 i <= 500 euros/mes
Municipi,25047,Bellcaire d'Urgell,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,17018,Bellcaire d'Empordà,2020,gener-juny,8,550.00,> 500 i <= 650 euros/mes
Municipi,25170,Bellaguarda,2020,gener-juny,1,,<= 350 euros/mes
Municipi,17013,Begur,2020,gener-juny,12,795.81,> 650 euros/mes
Municipi,08020,Begues,2020,gener-juny,56,870.84,> 650 euros/mes
Municipi,43022,Batea,2020,gener-juny,2,,<= 350 euros/mes
Municipi,25044,Bassella,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,17016,Bàscara,2020,gener-juny,9,504.44,> 500 i <= 650 euros/mes
Municipi,25042,"Baronia de Rialb, la",2020,gener-juny,2,,> 500 i <= 650 euros/mes
Municipi,08019,Barcelona,2020,gener-juny,17162,973.66,> 650 euros/mes
Municipi,08252,Barberà del Vallès,2020,gener-juny,164,729.38,> 650 euros/mes
Municipi,43021,Barberà de la Conca,2020,gener-juny,1,,<= 350 euros/mes
Municipi,25041,Barbens,2020,gener-juny,3,,> 350 i <= 500 euros/mes
Municipi,17015,Banyoles,2020,gener-juny,177,538.15,> 500 i <= 650 euros/mes
Municipi,43020,Banyeres del Penedès,2020,gener-juny,7,514.29,> 500 i <= 650 euros/mes
Municipi,08018,Balsareny,2020,gener-juny,11,362.96,> 350 i <= 500 euros/mes
Municipi,08017,Balenyà,2020,gener-juny,37,515.81,> 500 i <= 650 euros/mes
Municipi,25040,Balaguer,2020,gener-juny,116,351.97,> 350 i <= 500 euros/mes
Municipi,08016,Bagà,2020,gener-juny,8,321.88,<= 350 euros/mes
Municipi,08904,Badia del Vallès,2020,gener-juny,20,249.24,<= 350 euros/mes
Municipi,08015,Badalona,2020,gener-juny,1249,721.48,> 650 euros/mes
Municipi,08013,Avinyonet del Penedès,2020,gener-juny,5,,> 500 i <= 650 euros/mes
Municipi,17012,Avinyonet de Puigventós,2020,gener-juny,2,,> 650 euros/mes
Municipi,08012,Avinyó,2020,gener-juny,25,504.50,> 500 i <= 650 euros/mes
Municipi,08011,Avià,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,25037,"Avellanes i Santa Linya, les",2020,gener-juny,1,,<= 350 euros/mes
Municipi,25036,Aspa,2020,gener-juny,1,,<= 350 euros/mes
Municipi,43019,Ascó,2020,gener-juny,3,,<= 350 euros/mes
Municipi,25034,Artesa de Segre,2020,gener-juny,26,317.50,<= 350 euros/mes
Municipi,08010,Artés,2020,gener-juny,39,347.18,<= 350 euros/mes
Municipi,17011,"Armentera, l'",2020,gener-juny,8,491.25,> 350 i <= 500 euros/mes
Municipi,08009,Argentona,2020,gener-juny,78,812.20,> 650 euros/mes
Municipi,17010,Argelaguer,2020,gener-juny,2,,> 350 i <= 500 euros/mes
Municipi,08007,Arenys de Munt,2020,gener-juny,69,606.25,> 500 i <= 650 euros/mes
Municipi,08006,Arenys de Mar,2020,gener-juny,120,675.59,> 650 euros/mes
Municipi,17009,Arbúcies,2020,gener-juny,59,400.47,> 350 i <= 500 euros/mes
Municipi,43016,"Arboç, l'",2020,gener-juny,39,467.90,> 350 i <= 500 euros/mes
Municipi,25029,Arbeca,2020,gener-juny,5,,> 350 i <= 500 euros/mes
Municipi,25027,Anglesola,2020,gener-juny,3,,> 350 i <= 500 euros/mes
Municipi,17008,Anglès,2020,gener-juny,43,483.62,> 350 i <= 500 euros/mes
Municipi,43014,Amposta,2020,gener-juny,106,327.00,<= 350 euros/mes
Municipi,43906,"Ampolla, l'",2020,gener-juny,29,395.00,> 350 i <= 500 euros/mes
Municipi,08005,"Ametlla del Vallès, l'",2020,gener-juny,35,918.29,> 650 euros/mes
Municipi,43013,"Ametlla de Mar, l'",2020,gener-juny,31,389.84,> 350 i <= 500 euros/mes
Municipi,17007,Amer,2020,gener-juny,15,458.00,> 350 i <= 500 euros/mes
Municipi,43012,Altafulla,2020,gener-juny,66,638.33,> 500 i <= 650 euros/mes
Municipi,25023,Alpicat,2020,gener-juny,13,633.85,> 500 i <= 650 euros/mes
Municipi,08004,Alpens,2020,gener-juny,2,,<= 350 euros/mes
Municipi,17006,Alp,2020,gener-juny,11,445.83,> 350 i <= 500 euros/mes
Municipi,43011,Almoster,2020,gener-juny,3,,> 500 i <= 650 euros/mes
Municipi,25021,Almenar,2020,gener-juny,11,369.09,> 350 i <= 500 euros/mes
Municipi,25019,Almacelles,2020,gener-juny,33,362.27,> 350 i <= 500 euros/mes
Municipi,43010,Alió,2020,gener-juny,2,,> 500 i <= 650 euros/mes
Municipi,25017,Alins,2020,gener-juny,1,,> 350 i <= 500 euros/mes
Municipi,25016,Alguaire,2020,gener-juny,21,342.80,<= 350 euros/mes
Municipi,25015,Algerri,2020,gener-juny,1,,<= 350 euros/mes
Municipi,43009,Alforja,2020,gener-juny,9,416.11,> 350 i <= 500 euros/mes
Municipi,25013,Alfarràs,2020,gener-juny,6,375.00,> 350 i <= 500 euros/mes
Municipi,43008,Alfara de Carles,2020,gener-juny,2,,> 350 i <= 500 euros/mes
Municipi,08003,Alella,2020,gener-juny,65,1089.11,> 650 euros/mes
Municipi,43007,"Aleixar, l'",2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,43904,"Aldea, l'",2020,gener-juny,28,305.36,<= 350 euros/mes
Municipi,43005,Alcover,2020,gener-juny,17,397.65,> 350 i <= 500 euros/mes
Municipi,25012,Alcoletge,2020,gener-juny,17,436.18,> 350 i <= 500 euros/mes
Municipi,25011,Alcarràs,2020,gener-juny,40,382.42,> 350 i <= 500 euros/mes
Municipi,43004,Alcanar,2020,gener-juny,36,350.17,> 350 i <= 500 euros/mes
Municipi,17004,Albons,2020,gener-juny,8,699.38,> 650 euros/mes
Municipi,43003,"Albiol, l'",2020,gener-juny,2,,> 500 i <= 650 euros/mes
Municipi,43002,Albinyana,2020,gener-juny,7,619.29,> 500 i <= 650 euros/mes
Municipi,25008,Albesa,2020,gener-juny,5,,> 350 i <= 500 euros/mes
Municipi,25007,Albatàrrec,2020,gener-juny,4,,> 350 i <= 500 euros/mes
Municipi,25006,"Albagés, l'",2020,gener-juny,1,,<= 350 euros/mes
Municipi,25005,Alàs i Cerc,2020,gener-juny,2,,<= 350 euros/mes
Municipi,25004,"Alamús, els",2020,gener-juny,1,,<= 350 euros/mes
Municipi,25038,Aitona,2020,gener-juny,3,,<= 350 euros/mes
Municipi,17002,Aiguaviva,2020,gener-juny,1,,> 650 euros/mes
Municipi,43001,Aiguamúrcia,2020,gener-juny,3,,> 350 i <= 500 euros/mes
Municipi,08014,Aiguafreda,2020,gener-juny,33,568.64,> 500 i <= 650 euros/mes
Municipi,17001,Agullana,2020,gener-juny,9,386.11,> 350 i <= 500 euros/mes
Municipi,08002,Aguilar de Segarra,2020,gener-juny,2,,> 650 euros/mes
Municipi,25003,Agramunt,2020,gener-juny,40,329.13,<= 350 euros/mes
Municipi,08001,Abrera,2020,gener-juny,58,692.47,> 650 euros/mes
Municipi,43052,Xerta,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,43178,Vinyols i els Arcs,2020,juliol-setembre,7,530.00,> 500 i <= 650 euros/mes
Municipi,43176,Vimbodí i Poblet,2020,juliol-setembre,2,,> 500 i <= 650 euros/mes
Municipi,25253,"Vilosell, el",2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,17232,Vilopriu,2020,juliol-setembre,2,,> 650 euros/mes
Municipi,17233,Vilobí d'Onyar,2020,juliol-setembre,8,531.88,> 500 i <= 650 euros/mes
Municipi,08304,Vilobí del Penedès,2020,juliol-setembre,2,,> 500 i <= 650 euros/mes
Municipi,43174,"Vilella Baixa, la",2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,08219,Vilassar de Mar,2020,juliol-setembre,120,886.21,> 650 euros/mes
Municipi,08214,Vilassar de Dalt,2020,juliol-setembre,47,916.33,> 650 euros/mes
Municipi,43171,Vila-seca,2020,juliol-setembre,96,509.83,> 500 i <= 650 euros/mes
Municipi,17230,Vila-sacra,2020,juliol-setembre,5,,> 500 i <= 650 euros/mes
Municipi,43170,Vila-rodona,2020,juliol-setembre,11,377.73,> 350 i <= 500 euros/mes
Municipi,08307,Vilanova i la Geltrú,2020,juliol-setembre,290,705.74,> 650 euros/mes
Municipi,43167,Vilanova d'Escornalbou,2020,juliol-setembre,4,,> 350 i <= 500 euros/mes
Municipi,08902,Vilanova del Vallès,2020,juliol-setembre,20,798.95,> 650 euros/mes
Municipi,08302,Vilanova del Camí,2020,juliol-setembre,42,438.17,> 350 i <= 500 euros/mes
Municipi,25251,Vilanova de Segrià,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08303,Vilanova de Sau,2020,juliol-setembre,2,,> 500 i <= 650 euros/mes
Municipi,43168,Vilanova de Prades,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,25250,Vilanova de Meià,2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,25254,Vilanova de la Barca,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,25248,Vilanova de Bellpuig,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,17228,Vilanant,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,25247,Vilamòs,2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,17227,Vilamaniscle,2020,juliol-setembre,2,,> 650 euros/mes
Municipi,17226,Vilamalla,2020,juliol-setembre,4,,> 500 i <= 650 euros/mes
Municipi,17225,Vilamacolum,2020,juliol-setembre,2,,> 650 euros/mes
Municipi,43166,Vilallonga del Camp,2020,juliol-setembre,13,420.17,> 350 i <= 500 euros/mes
Municipi,25245,Vilaller,2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,08306,Vilalba Sasserra,2020,juliol-setembre,6,760.83,> 650 euros/mes
Municipi,43175,Vilalba dels Arcs,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,17223,Vilajuïga,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,08305,Vilafranca del Penedès,2020,juliol-setembre,213,606.63,> 500 i <= 650 euros/mes
Municipi,17221,Vilafant,2020,juliol-setembre,9,591.67,> 500 i <= 650 euros/mes
Municipi,17220,Viladrau,2020,juliol-setembre,5,,> 500 i <= 650 euros/mes
Municipi,17218,Vilademuls,2020,juliol-setembre,2,,> 500 i <= 650 euros/mes
Municipi,08300,Viladecavalls,2020,juliol-setembre,32,728.66,> 650 euros/mes
Municipi,08301,Viladecans,2020,juliol-setembre,259,791.34,> 650 euros/mes
Municipi,17216,Viladasens,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,08299,Vilada,2020,juliol-setembre,2,,<= 350 euros/mes
Municipi,17215,Vilablareix,2020,juliol-setembre,4,,> 650 euros/mes
Municipi,17214,Vilabertran,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,43165,Vilabella,2020,juliol-setembre,3,,<= 350 euros/mes
Municipi,25243,Vielha e Mijaran,2020,juliol-setembre,20,503.52,> 500 i <= 650 euros/mes
Municipi,17213,Vidreres,2020,juliol-setembre,23,594.57,> 500 i <= 650 euros/mes
Municipi,17212,Vidrà,2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,08298,Vic,2020,juliol-setembre,366,599.04,> 500 i <= 650 euros/mes
Municipi,43164,Vespella de Gaià,2020,juliol-setembre,2,,> 650 euros/mes
Municipi,17211,Verges,2020,juliol-setembre,6,534.17,> 500 i <= 650 euros/mes
Municipi,17210,Ventalló,2020,juliol-setembre,4,,> 650 euros/mes
Municipi,43163,"Vendrell, el",2020,juliol-setembre,215,500.60,> 500 i <= 650 euros/mes
Municipi,08297,Veciana,2020,juliol-setembre,2,,> 650 euros/mes
Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2020,juliol-setembre,17,480.00,> 350 i <= 500 euros/mes
Municipi,25239,"Valls de Valira, les",2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,25906,"Valls d'Aguilar, les",2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,43161,Valls,2020,juliol-setembre,120,456.05,> 350 i <= 500 euros/mes
Municipi,08296,Vallromanes,2020,juliol-setembre,4,,> 650 euros/mes
Municipi,43160,Vallmoll,2020,juliol-setembre,4,,> 350 i <= 500 euros/mes
Municipi,17209,Vall-llobrega,2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,08295,Vallirana,2020,juliol-setembre,53,841.13,> 650 euros/mes
Municipi,08294,Vallgorguina,2020,juliol-setembre,6,612.72,> 500 i <= 650 euros/mes
Municipi,17170,Vallfogona de Ripollès,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,25240,Vallfogona de Balaguer,2020,juliol-setembre,4,,<= 350 euros/mes
Municipi,43158,Vallclara,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,08292,Vallbona d'Anoia,2020,juliol-setembre,5,,> 350 i <= 500 euros/mes
Municipi,17207,"Vall d'en Bas, la",2020,juliol-setembre,12,604.58,> 500 i <= 650 euros/mes
Municipi,25901,Vall de Cardós,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,17208,"Vall de Bianya, la",2020,juliol-setembre,1,,> 650 euros/mes
Municipi,08291,Vacarisses,2020,juliol-setembre,10,745.50,> 650 euros/mes
Municipi,43156,Ulldecona,2020,juliol-setembre,16,260.00,<= 350 euros/mes
Municipi,17205,Ullastret,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,08290,Ullastrell,2020,juliol-setembre,6,705.00,> 650 euros/mes
Municipi,17204,Ullà,2020,juliol-setembre,5,,> 350 i <= 500 euros/mes
Municipi,25234,Tremp,2020,juliol-setembre,24,356.04,> 350 i <= 500 euros/mes
Municipi,17202,Tossa de Mar,2020,juliol-setembre,25,546.32,> 500 i <= 650 euros/mes
Municipi,43155,Tortosa,2020,juliol-setembre,255,382.45,> 350 i <= 500 euros/mes
Municipi,17200,Tortellà,2020,juliol-setembre,4,,> 500 i <= 650 euros/mes
Municipi,43154,Torroja del Priorat,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,17199,Torroella de Montgrí,2020,juliol-setembre,54,536.85,> 500 i <= 650 euros/mes
Municipi,08289,Torrelles de Llobregat,2020,juliol-setembre,21,740.24,> 650 euros/mes
Municipi,08288,Torrelles de Foix,2020,juliol-setembre,13,445.77,> 350 i <= 500 euros/mes
Municipi,08287,Torrelavit,2020,juliol-setembre,6,545.83,> 500 i <= 650 euros/mes
Municipi,25230,Torregrossa,2020,juliol-setembre,3,,<= 350 euros/mes
Municipi,25907,Torrefeta i Florejacs,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,25228,Torrefarrera,2020,juliol-setembre,17,489.41,> 350 i <= 500 euros/mes
Municipi,43153,Torredembarra,2020,juliol-setembre,108,547.21,> 500 i <= 650 euros/mes
Municipi,43152,"Torre de l'Espanyol, la",2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08286,"Torre de Claramunt, la",2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,25225,Tornabous,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08285,Torelló,2020,juliol-setembre,69,459.53,> 350 i <= 500 euros/mes
Municipi,08284,Tordera,2020,juliol-setembre,48,546.25,> 500 i <= 650 euros/mes
Municipi,25223,Torà,2020,juliol-setembre,12,300.42,<= 350 euros/mes
Municipi,08283,Tona,2020,juliol-setembre,34,517.29,> 500 i <= 650 euros/mes
Municipi,43150,Tivissa,2020,juliol-setembre,2,,<= 350 euros/mes
Municipi,43149,Tivenys,2020,juliol-setembre,7,303.57,<= 350 euros/mes
Municipi,25221,Tírvia,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08282,Tiana,2020,juliol-setembre,30,1081.76,> 650 euros/mes
Municipi,08279,Terrassa,2020,juliol-setembre,1104,645.98,> 500 i <= 650 euros/mes
Municipi,25220,Térmens,2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,08281,Teià,2020,juliol-setembre,21,1499.86,> 650 euros/mes
Municipi,25219,Tarroja de Segarra,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,25218,Tarrés,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,25217,Tàrrega,2020,juliol-setembre,74,375.62,> 350 i <= 500 euros/mes
Municipi,43148,Tarragona,2020,juliol-setembre,1067,572.85,> 500 i <= 650 euros/mes
Municipi,08278,Taradell,2020,juliol-setembre,33,572.73,> 500 i <= 650 euros/mes
Municipi,25215,Talarn,2020,juliol-setembre,5,,<= 350 euros/mes
Municipi,17194,Susqueda,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08274,Súria,2020,juliol-setembre,17,435.29,> 350 i <= 500 euros/mes
Municipi,25211,Sudanell,2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,08273,Subirats,2020,juliol-setembre,11,627.27,> 500 i <= 650 euros/mes
Municipi,25210,Soses,2020,juliol-setembre,2,,> 350 i <= 500 euros/mes
Municipi,25209,Sort,2020,juliol-setembre,30,337.47,<= 350 euros/mes
Municipi,08272,Sora,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,25207,Solsona,2020,juliol-setembre,58,352.43,> 350 i <= 500 euros/mes
Municipi,43147,Solivella,2020,juliol-setembre,2,,<= 350 euros/mes
Municipi,08271,Sobremunt,2020,juliol-setembre,1,,> 650 euros/mes
Municipi,08270,Sitges,2020,juliol-setembre,257,1020.90,> 650 euros/mes
Municipi,17193,Sils,2020,juliol-setembre,22,583.67,> 500 i <= 650 euros/mes
Municipi,25205,Sidamon,2020,juliol-setembre,1,,> 350 i <= 500 euros/mes
Municipi,08269,Seva,2020,juliol-setembre,13,549.23,> 500 i <= 650 euros/mes
Municipi,25203,"Seu d'Urgell, la",2020,juliol-setembre,100,426.35,> 350 i <= 500 euros/mes
Municipi,17191,Serra de Daró,2020,juliol-setembre,1,,> 500 i <= 650 euros/mes
Municipi,25204,Seròs,2020,juliol-setembre,4,,<= 350 euros/mes
Municipi,17190,Serinyà,2020,juliol-setembre,1,,<= 350 euros/mes
Municipi,08267,Sentmenat,2020,juliol-setembre,32,661.65,> 650 euros/mes
Municipi,25202,Senterada,2020,juliol-setembre,2,,<= 350 euros/mes
Municipi,43044,"Sénia, la",2020,juliol-setembre,7,265.71,<= 350 euros/mes
Municipi,43145,"Selva del Camp, la",2020,juliol-setembre,22,464.77,> 350 i <= 500 euros/mes
Municipi,43144,"Secuita, la",2020,juliol-setembre,9,663.33,> 650 euros/mes
Municipi,17187,"Saus, Camallera i Llampaies",2020,juliol-setembre,2,,> 500 i <= 650 euros/mes
Municipi,17186,Sarrià de Ter,2020,juliol-setembre,19,647.86,> 500 i <= 650 euros/mes
Municipi,43142,Sarral,2020,juliol-setembre,3,,> 350 i <= 500 euros/mes
Municipi,08192,Santpedor,2020,juliol-setembre,29,551.03,> 500 i <= 650 euros/mes
Municipi,08261,Santa Susanna,2020,juliol-setembre,8,707.08,> 650 euros/mes
Municipi,08260,Santa Perpètua de Mogoda,2020,juliol-setembre,65,716.96,> 650 euros/mes
Municipi,17184,Santa Pau,2020,juliol-setembre,1,,> 650 euros/mes
Municipi,43140,Santa Oliva,2020,juliol-setembre,3,,> 650 euros/mes
Municipi,08258,Santa Maria d'Oló,2020,juliol-setembre,4,,> 350 i <= 500 euros/mes
Municipi,08259,Santa Maria de Palautordera,2020,juliol-setembre,32,648.95,> 500 i <= 650 euros/mes
Municipi,08256,Santa Maria de Martorelles,2020,juliol-setembre,1,,> 650 euros/mes
Municipi,08251,Santa Margarida i els Monjos,2020,juliol-setembre,16,501.38,> 500 i <= 650 euros/mes
Municipi,08250,Santa Margarida de Montbui,2020,juliol-setembre,37,388.75,> 350 i <= 500 euros/mes
Municipi,17182,Santa Llogaia d'Àlguema,2020,juliol-setembre,1,,> 650 euros/mes
Municipi,08248,Santa Eulàlia de Ronçana,2020,juliol-setembre,30,794.83,> 650 euros/mes
Municipi,08247,Santa Eulàlia de Riuprimer,2020,juliol-setembre,8,645.00,> 500 i <= 650 euros/mes
Municipi,08246,Santa Eugènia de Berga,2020,juliol-setembre,8,550.63,> 500 i <= 650 euros/mes
Municipi,17181,Santa Cristina d'Aro,2020,juliol-setembre,15,893.01,> 650 euros/mes
Municipi,43139,Santa Coloma de Queralt,2020,juliol-setembre,12,358.33,> 350 i <= 500 euros/mes
Municipi,08245,Santa Coloma de Gramenet,2020,juliol-setembre,432,624.77,> 500 i <= 650 euros/mes
Municipi,17180,Santa Coloma de Farners,2020,juliol-setembre,82,521.03,> 500 i <= 650 euros/mes
Municipi,08244,Santa Coloma de Cervelló,2020,juliol-setembre,22,705.46,> 650 euros/mes
Municipi,43138,Santa Bàrbara,2020,juliol-setembre,23,292.53,<= 350 euros/mes
